,Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
47,Le'Veon Bell*+,PIT,22,RB,16,16,8,3,,,,,,11,,,,,,,,66,4.1
48,Torrey Smith,BAL,25,WR,16,16,,11,,,,,,11,,,,,,,,66,4.1
49,Matt Asiata,MIN,27,fb/RB,15,9,9,1,,,,,,10,2,,,,,,,64,4.3
50,Matt Forte,CHI,29,RB,16,16,6,4,,,,,,10,2,,,,,,,64,4.0
51,C.J. Anderson*,DEN,23,rb,15,7,8,2,,,,,,10,,,,,,,,60,4.0
52,Connor Barth,DEN,28,k,5,0,,,,,,,,,,,15,15,15,16,,60,12.0
53,Jimmy Graham*,NOR,28,TE,16,13,,10,,,,,,10,,,,,,,,60,3.8
54,Alshon Jeffery,CHI,24,WR,16,16,,10,,,,,,10,,,,,,,,60,3.8
55,Jeremy Maclin,PHI,26,WR,16,16,,10,,,,,,10,,,,,,,,60,3.8
56,Mike Wallace,MIA,28,WR,16,16,,10,,,,,,10,,,,,,,,60,3.8
57,Emmanuel Sanders*,DEN,27,WR,16,16,,9,,,,,,9,1,,,,,,,56,3.5
58,Robbie Gould,CHI,32,K,12,0,,,,,,,,,,,28,29,9,12,,55,4.6
59,Kelvin Benjamin,CAR,23,WR,16,15,,9,,,,,,9,,,,,,,,54,3.4
60,,,,,,,,,,,,,,,,,,,,,,,
61,Jeremy Hill,CIN,22,RB,16,8,9,,,,,,,9,,,,,,,,54,3.4
62,Mark Ingram*,NOR,25,RB,13,9,9,,,,,,,9,,,,,,,,54,4.2
63,Lamar Miller,MIA,23,RB,16,16,8,1,,,,,,9,,,,,,,,54,3.4
64,Justin Forsett*,BAL,29,RB,16,14,8,,,,,,,8,1,,,,,,,50,3.1
65,Dwayne Allen,IND,24,fb/TE,13,13,,8,,,,,,8,,,,,,,,48,3.7
66,Joique Bell,DET,28,rb,15,6,7,1,,,,,,8,,,,,,,,48,3.2
67,Ahmad Bradshaw,IND,28,rb,10,1,2,6,,,,,,8,,,,,,,,48,4.8
68,Martavis Bryant,PIT,23,wr,10,3,,8,,,,,,8,,,,,,,,48,4.8
69,Isaiah Crowell,CLE,21,rb,16,4,8,,,,,,,8,,,,,,,,48,3.0
70,Knile Davis,KAN,23,rb,16,1,6,1,,1,,,,8,,,,,,,,48,3.0
71,Coby Fleener,IND,26,TE,16,12,,8,,,,,,8,,,,,,,,48,3.0
72,Calvin Johnson*,DET,29,WR,13,13,,8,,,,,,8,,,,,,,,48,3.7
73,Brandon Marshall,CHI,30,WR,13,13,,8,,,,,,8,,,,,,,,48,3.7
74,Jordan Matthews,PHI,22,WR,16,10,,8,,,,,,8,,,,,,,,48,3.0
75,Alfred Morris*,WAS,26,RB,16,16,8,,,,,,,8,,,,,,,,48,3.0
76,Darren Sproles*,PHI,31,,15,0,6,,2,,,,,8,,,,,,,,48,3.2
77,Terrance Williams,DAL,25,WR,16,16,,8,,,,,,8,,,,,,,,48,3.0
78,Giovani Bernard,CIN,23,RB,13,9,5,2,,,,,,7,,,,,,,,42,3.2
79,T.Y. Hilton*,IND,25,WR,15,15,,7,,,,,,7,,,,,,,,42,2.8
80,Chris Ivory,NYJ,26,RB,16,10,6,1,,,,,,7,,,,,,,,42,2.6
81,Brandon LaFell,NWE,28,WR,16,13,,7,,,,,,7,,,,,,,,42,2.6
82,Eddie Royal,SDG,28,WR,16,11,,7,,,,,,7,,,,,,,,42,2.6
83,Roddy White,ATL,33,WR,14,14,,7,,,,,,7,,,,,,,,42,3.0
84,Andre Williams,NYG,22,rb/wr,16,7,7,,,,,,,7,,,,,,,,42,2.6
85,Martellus Bennett*,CHI,27,TE,16,15,,6,,,,,,6,2,,,,,,,40,2.5
86,Larry Donnell,NYG,26,TE,16,12,,6,,,,,,6,,,,,,,,36,2.3
87,Malcom Floyd,SDG,33,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
88,Michael Floyd,ARI,25,WR,16,14,,6,,,,,,6,,,,,,,,36,2.3
89,A.J. Green*,CIN,26,WR,13,13,,6,,,,,,6,,,,,,,,36,2.8
90,DeAndre Hopkins,HOU,22,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
91,,,,,,,,,,,,,,,,,,,,,,,
92,Allen Hurns,JAX,23,wr,16,8,,6,,,,,,6,,,,,,,,36,2.3
93,DeSean Jackson,WAS,28,WR,15,13,,6,,,,,,6,,,,,,,,36,2.4
94,Steven Jackson,ATL,31,RB,15,15,6,,,,,,,6,,,,,,,,36,2.4
95,Greg Jennings,MIN,31,WR,16,13,,6,,,,,,6,,,,,,,,36,2.3
96,James Jones,OAK,30,WR,16,10,,6,,,,,,6,,,,,,,,36,2.3
97,Julio Jones*,ATL,25,WR,15,15,,6,,,,,,6,,,,,,,,36,2.4
98,Travis Kelce,KAN,25,TE,16,11,,5,,,1,,,6,,,,,,,,36,2.3
99,Greg Olsen*,CAR,29,TE,16,16,,6,,,,,,6,,,,,,,,36,2.3
100,Steve Smith,BAL,35,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
101,Sammy Watkins,BUF,21,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
102,Russell Wilson,SEA,26,QB,16,16,6,,,,,,,6,,,,,,,,36,2.3
103,Kendall Wright,TEN,25,WR,14,11,,6,,,,,,6,,,,,,,,36,2.6
104,Tim Wright,NWE,24,te/wr,16,2,,6,,,,,,6,,,,,,,,36,2.3
105,Mohamed Sanu,CIN,25,WR,16,13,,5,,,,,,5,1,,,,,,,32,2.0
106,J.J. Watt*+,HOU,25,DE,16,16,,3,,,1,1,,5,,,,,,,1,32,2.0
107,Robert Woods,BUF,22,WR,16,15,,5,,,,,,5,1,,,,,,,32,2.0
108,LeGarrette Blount,2TM,28,,16,1,5,,,,,,,5,,,,,,,,30,1.9
109,Anquan Boldin,SFO,34,WR,16,16,,5,,,,,,5,,,,,,,,30,1.9
110,John Brown,ARI,24,wr,16,5,,5,,,,,,5,,,,,,,,30,1.9
111,Marques Colston,NOR,31,WR,16,13,,5,,,,,,5,,,,,,,,30,1.9
112,Andy Dalton*,CIN,27,QB,16,16,4,1,,,,,,5,,,,,,,,30,1.9
113,Eric Decker,NYJ,27,WR,15,15,,5,,,,,,5,,,,,,,,30,2.0
114,Julian Edelman,NWE,28,WR,14,13,,4,1,,,,,5,,,,,,,,30,2.1
115,Andre Ellington,ARI,25,RB,12,12,3,2,,,,,,5,,,,,,,,30,2.5
116,Frank Gore,SFO,31,RB,16,16,4,1,,,,,,5,,,,,,,,30,1.9
117,Jonas Gray,NWE,24,rb,8,3,5,,,,,,,5,,,,,,,,30,3.8
118,Jermaine Gresham,CIN,26,TE,15,15,,5,,,,,,5,,,,,,,,30,2.0
119,Josh Hill,NOR,24,te,16,3,,5,,,,,,5,,,,,,,,30,1.9
120,Lance Kendricks,STL,26,TE/wr,16,14,,5,,,,,,5,,,,,,,,30,1.9
121,Jarvis Landry,MIA,22,WR,16,11,,5,,,,,,5,,,,,,,,30,1.9
122,,,,,,,,,,,,,,,,,,,,,,,
123,Tre Mason,STL,21,RB,12,9,4,1,,,,,,5,,,,,,,,30,2.5
124,LeSean McCoy*,PHI,26,RB,16,16,5,,,,,,,5,,,,,,,,30,1.9
125,Cam Newton,CAR,25,QB,14,14,5,,,,,,,5,,,,,,,,30,2.1
126,Chris Polk,PHI,25,,14,0,4,,,1,,,,5,,,,,,,,30,2.1
127,Antone Smith,ATL,29,,10,0,2,3,,,,,,5,,,,,,,,30,3.0
128,Shane Vereen,NWE,25,rb,16,6,2,3,,,,,,5,,,,,,,,30,1.9
129,Terrance West,CLE,23,rb,14,6,4,1,,,,,,5,,,,,,,,30,2.1
130,Jason Witten*,DAL,32,TE,16,16,,5,,,,,,5,,,,,,,,30,1.9
131,Darrel Young,WAS,27,FB,16,10,3,2,,,,,,5,,,,,,,,30,1.9
132,Stepfan Taylor,ARI,23,rb,14,4,1,3,,,,,,4,1,,,,,,,26,1.9
133,Kamar Aiken,BAL,25,,16,0,,3,,,,,1,4,,,,,,,,24,1.5
134,Keenan Allen,SDG,22,WR,14,14,,4,,,,,,4,,,,,,,,24,1.7
135,Cole Beasley,DAL,25,wr,16,2,,4,,,,,,4,,,,,,,,24,1.5
136,Alfred Blue,HOU,23,rb,16,3,2,1,,,,,1,4,,,,,,,,24,1.5
137,Brandin Cooks,NOR,21,wr,10,7,1,3,,,,,,4,,,,,,,,24,2.4
138,Michael Crabtree,SFO,27,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
139,Benny Cunningham,STL,24,rb,16,2,3,1,,,,,,4,,,,,,,,24,1.5
140,Owen Daniels,BAL,32,TE,15,13,,4,,,,,,4,,,,,,,,24,1.6
141,Gavin Escobar,DAL,23,te,16,1,,4,,,,,,4,,,,,,,,24,1.5
142,Anthony Fasano,KAN,30,TE,15,13,,4,,,,,,4,,,,,,,,24,1.6
143,Daniel Fells,NYG,31,TE,16,9,,4,,,,,,4,,,,,,,,24,1.5
144,Devin Hester*,ATL,32,wr,16,1,1,2,1,,,,,4,,,,,,,,24,1.5
145,Ronnie Hillman,DEN,23,rb,8,4,3,1,,,,,,4,,,,,,,,24,3.0
146,Chris Hogan,BUF,27,wr,16,2,,4,,,,,,4,,,,,,,,24,1.5
147,Andre Holmes,OAK,26,WR,16,13,,4,,,,,,4,,,,,,,,24,1.5
148,Carlos Hyde,SFO,24,,14,0,4,,,,,,,4,,,,,,,,24,1.7
149,Rashad Jennings,NYG,29,RB,11,9,4,,,,,,,4,,,,,,,,24,2.2
150,Hakeem Nicks,IND,26,wr,16,6,,4,,,,,,4,,,,,,,,24,1.5
151,Branden Oliver,SDG,23,rb,14,7,3,1,,,,,,4,,,,,,,,24,1.7
152,Theo Riddick,DET,23,rb,14,2,,4,,,,,,4,,,,,,,,24,1.7
153,,,,,,,,,,,,,,,,,,,,,,,
154,Mychal Rivera,OAK,24,TE,16,10,,4,,,,,,4,,,,,,,,24,1.5
155,Denard Robinson,JAX,24,RB,13,9,4,,,,,,,4,,,,,,,,24,1.8
156,Jonathan Stewart,CAR,27,RB,13,8,3,1,,,,,,4,,,,,,,,24,1.8
157,Lorenzo Taliaferro,BAL,23,,13,0,4,,,,,,,4,,,,,,,,24,1.8
158,Ben Tate,2TM,26,,11,6,4,,,,,,,4,,,,,,,,24,2.2
159,Golden Tate*,DET,26,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
160,Delanie Walker,TEN,30,TE,15,14,,4,,,,,,4,,,,,,,,24,1.6
161,Fred Jackson,BUF,33,RB,14,9,2,1,,,,,,3,1,,,,,,,20,1.4
162,Heath Miller,PIT,32,TE,16,16,,3,,,,,,3,1,,,,,,,20,1.3
163,Davante Adams,GNB,22,WR,16,11,,3,,,,,,3,,,,,,,,18,1.1
164,Tavon Austin,STL,24,WR,15,8,2,,1,,,,,3,,,,,,,,18,1.2
165,Doug Baldwin,SEA,26,WR,16,16,,3,,,,,,3,,,,,,,,18,1.1
166,Travis Benjamin,CLE,25,,16,0,,3,,,,,,3,,,,,,,,18,1.1
167,Kenny Britt,STL,26,WR,16,13,,3,,,,,,3,,,,,,,,18,1.1
168,Corey Brown,CAR,23,wr,13,3,,2,1,,,,,3,,,,,,,,18,1.4
169,Brice Butler,OAK,24,,15,0,,2,,,,,1,3,,,,,,,,18,1.2
170,Scott Chandler,BUF,29,te,16,5,,3,,,,,,3,,,,,,,,18,1.1
171,Charles Clay,MIA,25,TE,14,14,,3,,,,,,3,,,,,,,,18,1.3
172,Jared Cook,STL,27,te,16,6,,3,,,,,,3,,,,,,,,18,1.1
173,Riley Cooper,PHI,27,WR,16,16,,3,,,,,,3,,,,,,,,18,1.1
174,Jeff Cumberland,NYJ,27,TE,16,14,,3,,,,,,3,,,,,,,,18,1.1
175,Bruce Ellington,SFO,23,,13,0,1,2,,,,,,3,,,,,,,,18,1.4
176,Zach Ertz,PHI,24,te,16,5,,3,,,,,,3,,,,,,,,18,1.1
177,Pierre Garcon,WAS,28,WR,16,14,,3,,,,,,3,,,,,,,,18,1.1
178,William Gay,PIT,29,db/lcb/nt/rcb,16,13,,,,,,3,,3,,,,,,,,18,1.1
179,Roy Helu,WAS,26,,14,0,1,2,,,,,,3,,,,,,,,18,1.3
180,Justin Hunter,TEN,23,WR,12,8,,3,,,,,,3,,,,,,,,18,1.5
181,Andre Johnson,HOU,33,WR,15,15,,3,,,,,,3,,,,,,,,18,1.2
182,Steve Johnson,SFO,28,wr,13,1,,3,,,,,,3,,,,,,,,18,1.4
183,Andrew Luck*,IND,25,QB,16,16,3,,,,,,,3,,,,,,,,18,1.1
184,,,,,,,,,,,,,,,,,,,,,,,
185,Ryan Mathews,SDG,27,rb,6,6,3,,,,,,,3,,,,,,,,18,3.0
186,Josh McCown,TAM,35,QB,11,11,3,,,,,,,3,,,,,,,,18,1.6
187,Donte Moncrief,IND,21,wr,16,2,,3,,,,,,3,,,,,,,,18,1.1
188,Andrew Quarless,GNB,26,TE,16,11,,3,,,,,,3,,,,,,,,18,1.1
189,Brian Quick,STL,25,wr,7,7,,3,,,,,,3,,,,,,,,18,2.6
190,Joseph Randle,DAL,23,,16,0,3,,,,,,,3,,,,,,,,18,1.1
191,Rueben Randle,NYG,23,WR,16,13,,3,,,,,,3,,,,,,,,18,1.1
192,Trent Richardson,IND,24,RB,15,12,3,,,,,,,3,,,,,,,,18,1.2
193,Khiry Robinson,NOR,25,rb,10,3,3,,,,,,,3,,,,,,,,18,1.8
194,Kenny Stills,NOR,22,wr,15,7,,3,,,,,,3,,,,,,,,18,1.2
195,Pierre Thomas,NOR,30,rb,11,3,2,1,,,,,,3,,,,,,,,18,1.6
196,Juwan Thompson,DEN,22,,15,0,3,,,,,,,3,,,,,,,,18,1.2
197,Luke Willson,SEA,24,TE,15,10,,3,,,,,,3,,,,,,,,18,1.2
198,Nate Freese,DET,24,k,3,0,,,,,,,,,,,6,6,3,7,,15,5.0
199,Harry Douglas,ATL,30,wr,12,6,,2,,,,,,2,1,,,,,,,14,1.2
200,Jay Feely,CHI,38,k,4,0,,,,,,,,,,,5,6,3,4,,14,3.5
201,Charles Johnson,MIN,25,wr,12,6,,2,,,,,,2,1,,,,,,,14,1.2
202,Lance Moore,PIT,31,wr,14,2,,2,,,,,,2,1,,,,,,,14,1.0
203,Allen Robinson,JAX,21,WR,10,8,,2,,,,,,2,1,,,,,,,14,1.4
204,Daniel Thomas,MIA,27,,12,0,2,,,,,,,2,1,,,,,,,14,1.2
205,Jace Amaro,NYJ,22,te/wr,14,4,,2,,,,,,2,,,,,,,,12,0.9
206,Kyle Arrington,NWE,28,cb/db/rcb,14,4,,,,,1,,1,2,,,,,,,,12,0.9
207,Miles Austin,CLE,30,WR,12,11,,2,,,,,,2,,,,,,,,12,1.0
208,Stedman Bailey,STL,24,wr,14,3,,1,1,,,,,2,,,,,,,,12,0.9
209,Jaron Brown,ARI,24,wr,16,2,,2,,,,,,2,,,,,,,,12,0.8
210,Reggie Bush,DET,29,RB,11,9,2,,,,,,,2,,,,,,,,12,1.1
211,Jordan Cameron,CLE,26,TE,10,9,,2,,,,,,2,,,,,,,,12,1.2
212,James Casey,PHI,30,te,16,2,,2,,,,,,2,,,,,,,,12,0.8
213,Jay Cutler,CHI,31,QB,15,15,2,,,,,,,2,,,,,,,,12,0.8
214,Vernon Davis,SFO,30,TE,14,14,,2,,,,,,2,,,,,,,,12,0.9
215,,,,,,,,,,,,,,,,,,,,,,,
216,Anthony Dixon,BUF,27,,16,0,2,,,,,,,2,,,,,,,,12,0.8
217,Jack Doyle,IND,24,te,16,1,,2,,,,,,2,,,,,,,,12,0.8
218,Larry Fitzgerald,ARI,31,WR,14,13,,2,,,,,,2,,,,,,,,12,0.9
219,Ryan Fitzpatrick,HOU,32,QB,12,12,2,,,,,,,2,,,,,,,,12,1.0
220,Joe Flacco,BAL,29,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
221,Devonta Freeman,ATL,22,,16,0,1,1,,,,,,2,,,,,,,,12,0.8
222,Toby Gerhart,JAX,27,fb/rb,14,7,2,,,,,,,2,,,,,,,,12,0.9
223,Shonn Greene,TEN,29,rb,13,5,2,,,,,,,2,,,,,,,,12,0.9
224,Brian Hartline,MIA,28,WR,16,16,,2,,,,,,2,,,,,,,,12,0.8
225,Percy Harvin,2TM,26,,13,12,1,1,,,,,,2,,,,,,,,12,0.9
226,Andrew Hawkins,CLE,28,WR,15,15,,2,,,,,,2,,,,,,,,12,0.8
227,Casey Hayward,GNB,25,cb,16,1,,,,,1,1,,2,,,,,,,,12,0.8
228,Cooper Helfet,SEA,25,te,10,2,,2,,,,,,2,,,,,,,,12,1.2
229,Micah Hyde,GNB,24,cb/fs,16,12,,,2,,,,,2,,,,,,,,12,0.8
230,Bruce Irvin,SEA,27,de/LB,15,13,,,,,,2,,2,,,,,,,,12,0.8
231,Vincent Jackson,TAM,31,WR,16,16,,2,,,,,,2,,,,,,,,12,0.8
232,Janoris Jenkins,STL,26,RCB,14,13,,,,,,2,,2,,,,,,,,12,0.9
233,Chris Johnson,NYJ,29,rb,16,6,1,1,,,,,,2,,,,,,,,12,0.8
234,Rashad Johnson,ARI,28,db/FS/s,16,16,,,,,,2,,2,,,,,,,,12,0.8
235,Storm Johnson,JAX,22,rb,6,1,2,,,,,,,2,,,,,,,,12,2.0
236,Danny Lansanah,TAM,29,LB/mlb,16,11,,,,,,2,,2,,,,,,,,12,0.8
237,Marcedes Lewis,JAX,30,TE,8,8,,2,,,,,,2,,,,,,,,12,1.5
238,Ricardo Lockette,SEA,28,,16,0,,2,,,,,,2,,,,,,,,12,0.8
239,Doug Martin,TAM,25,RB,11,11,2,,,,,,,2,,,,,,,,12,1.1
240,Rishard Matthews,MIA,25,,14,0,,2,,,,,,2,,,,,,,,12,0.9
241,Darren McFadden,OAK,27,RB,16,12,2,,,,,,,2,,,,,,,,12,0.8
242,Joe McKnight,KAN,26,,2,0,,2,,,,,,2,,,,,,,,12,6.0
243,Bruce Miller,SFO,27,FB,16,8,,2,,,,,,2,,,,,,,,12,0.8
244,Louis Murphy,TAM,27,wr,11,3,,2,,,,,,2,,,,,,,,12,1.1
245,Latavius Murray,OAK,24,rb,15,3,2,,,,,,,2,,,,,,,,12,0.8
246,,,,,,,,,,,,,,,,,,,,,,,
247,Jamize Olawale,OAK,25,,16,0,,2,,,,,,2,,,,,,,,12,0.8
248,Chris Owusu,2TM,24,,8,0,1,1,,,,,,2,,,,,,,,12,1.5
249,Preston Parker,NYG,27,wr,16,7,,2,,,,,,2,,,,,,,,12,0.8
250,Cordarrelle Patterson,MIN,23,wr,16,7,1,1,,,,,,2,,,,,,,,12,0.8
251,Julius Peppers,GNB,34,de/LOLB/rolb,16,16,,,,,,2,,2,,,,,,,,12,0.8
252,Bernard Pierce,BAL,23,rb,13,2,2,,,,,,,2,,,,,,,,12,0.9
253,Bobby Rainey,TAM,27,rb,15,5,1,1,,,,,,2,,,,,,,,12,0.8
254,Stevan Ridley,NWE,25,rb,6,5,2,,,,,,,2,,,,,,,,12,2.0
255,Andre Roberts,WAS,26,wr,16,4,,2,,,,,,2,,,,,,,,12,0.8
256,Aaron Rodgers*+,GNB,31,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
257,Jacquizz Rodgers,ATL,24,rb,16,1,1,1,,,,,,2,,,,,,,,12,0.8
258,Richard Rodgers,GNB,22,te,16,5,,2,,,,,,2,,,,,,,,12,0.8
259,Kyle Rudolph,MIN,25,TE,9,8,,2,,,,,,2,,,,,,,,12,1.3
260,Bishop Sankey,TEN,22,RB,16,9,2,,,,,,,2,,,,,,,,12,0.8
261,Austin Seferian-Jenkins,TAM,22,TE,9,9,,2,,,,,,2,,,,,,,,12,1.3
262,Dion Sims,MIA,23,te/wr,14,2,,2,,,,,,2,,,,,,,,12,0.9
263,C.J. Spiller,BUF,27,rb,9,5,,1,,1,,,,2,,,,,,,,12,1.3
264,Matthew Stafford*,DET,26,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
265,James Starks,GNB,28,,16,0,2,,,,,,,2,,,,,,,,12,0.8
266,Aqib Talib*,DEN,28,cb/LCB,15,15,,,,,,2,,2,,,,,,,,12,0.8
267,Jacob Tamme,DEN,29,,15,0,,2,,,,,,2,,,,,,,,12,0.8
268,Adam Thielen,MIN,24,wr,16,2,,1,,,,,1,2,,,,,,,,12,0.8
269,De'Anthony Thomas,KAN,21,wr,12,3,1,,1,,,,,2,,,,,,,,12,1.0
270,Jordan Todman,JAX,24,rb,16,1,1,1,,,,,,2,,,,,,,,12,0.8
271,Levine Toilolo,ATL,23,TE,16,16,,2,,,,,,2,,,,,,,,12,0.8
272,Robert Turbin,SEA,25,fb/rb,16,3,,2,,,,,,2,,,,,,,,12,0.8
273,Leon Washington,TEN,32,,16,0,,2,,,,,,2,,,,,,,,12,0.8
274,Nate Washington,TEN,31,WR,16,11,,2,,,,,,2,,,,,,,,12,0.8
275,Ben Watson,NOR,34,TE,16,8,,2,,,,,,2,,,,,,,,12,0.8
276,Reggie Wayne,IND,36,WR,15,15,,2,,,,,,2,,,,,,,,12,0.8
277,,,,,,,,,,,,,,,,,,,,,,,
278,Eric Weems,ATL,29,,16,0,,2,,,,,,2,,,,,,,,12,0.8
279,Wes Welker,DEN,33,WR,14,8,,2,,,,,,2,,,,,,,,12,0.9
280,Markus Wheaton,PIT,23,WR,16,11,,2,,,,,,2,,,,,,,,12,0.8
281,Fozzy Whittaker,CAR,25,rb,10,1,1,1,,,,,,2,,,,,,,,12,1.2
282,Jarius Wright,MIN,25,wr,16,7,,2,,,,,,2,,,,,,,,12,0.8
283,Garrett Hartley,CLE,28,k,2,0,,,,,,,,,,,2,2,3,3,,11,5.5
284,John Carlson,ARI,30,rb/TE,16,12,,1,,,,,,1,1,,,,,,,8,0.5
285,Jerricho Cotchery,CAR,32,WR,15,13,,1,,,,,,1,1,,,,,,,8,0.5
286,Rhett Ellison,MIN,26,TE,16,13,,1,,,,,,1,1,,,,,,,8,0.5
287,Joseph Fauria,DET,24,,7,0,,1,,,,,,1,1,,,,,,,8,1.1
288,Cory Harkey,STL,24,fb/TE,16,13,,1,,,,,,1,1,,,,,,,8,0.5
289,Alex Henery,DET,27,k,2,0,,,,,,,,,,,5,5,1,5,,8,4.0
290,Matt Spaeth,PIT,31,te/wr,15,8,,1,,,,,,1,1,,,,,,,8,0.5
291,Husain Abdullah,KAN,29,FS,16,16,,,,,,1,,1,,,,,,,,6,0.4
292,Danny Amendola,NWE,29,wr,16,4,,1,,,,,,1,,,,,,,,6,0.4
293,Jason Avant,2TM,31,,16,0,,1,,,,,,1,,,,,,,,6,0.4
294,Montee Ball,DEN,24,rb,5,3,1,,,,,,,1,,,,,,,,6,1.2
295,Johnthan Banks,TAM,25,CB,15,14,,,,,,1,,1,,,,,,,,6,0.4
296,Anthony Barr,MIN,22,LB,12,12,,,,,1,,,1,,,,,,,,6,0.5
297,Jackie Battle,TEN,31,fb,16,1,1,,,,,,,1,,,,,,,,6,0.4
