,Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
297,Kapri Bibbs,WAS,24,,3,0,,1,,,,,,1,,,,,,,,6,2.0
298,Alfred Blue,HOU,26,,11,0,1,,,,,,,1,,,,,,,,6,0.5
299,Devontae Booker,DEN,25,,13,0,1,,,,,,,1,,,,,,,,6,0.5
300,Nigel Bradham,PHI,28,LB/mlb,15,15,,,,,1,,,1,,,,,,,,6,0.4
301,Bashaud Breeland,WAS,25,CB,15,15,,,,,,1,,1,,,,,,,,6,0.4
302,Bryce Callahan,CHI,26,cb/db/de,12,6,,,1,,,,,1,,,,,,,,6,0.5
303,Calais Campbell*+,JAX,31,DE,16,16,,,,,1,,,1,,,,,,,,6,0.4
304,Chris Carson,SEA,23,rb,4,3,,1,,,,,,1,,,,,,,,6,1.5
305,Brent Celek,PHI,32,TE,16,10,,1,,,,,,1,,,,,,,,6,0.4
306,Jamaal Charles,DEN,31,,14,0,1,,,,,,,1,,,,,,,,6,0.4
307,Anthony Chickillo,PIT,25,rilb/rolb,16,2,,,,,,,1,1,,,,,,,,6,0.4
308,,,,,,,,,,,,,,,,,,,,,,,
309,Barry Church,JAX,29,SS,16,16,,,,,,1,,1,,,,,,,,6,0.4
310,Kaelin Clay,2TM,25,,13,2,,,1,,,,,1,,,,,,,,6,0.5
311,Adrian Clayborn,ATL,29,de,16,2,,,,,1,,,1,,,,,,,,6,0.4
312,Jadeveon Clowney*,HOU,24,de/LB/mlb,16,16,,,,,1,,,1,,,,,,,,6,0.4
313,Dylan Cole,HOU,23,lb,12,1,,,,,,1,,1,,,,,,,,6,0.5
314,Pharoh Cooper*+,LAR,22,wr,16,1,,,,1,,,,1,,,,,,,,6,0.4
315,Blake Countess,LAR,24,fs,16,1,,,,,,,1,1,,,,,,,,6,0.4
316,Fletcher Cox*,PHI,27,DT,14,14,,,,,1,,,1,,,,,,,,6,0.4
317,Lavonte David,TAM,27,LB,13,13,,,,,1,,,1,,,,,,,,6,0.5
318,Eric Decker,TEN,30,WR,16,8,,1,,,,,,1,,,,,,,,6,0.4
319,Darqueze Dennard,CIN,26,db/lcb/rcb,16,6,,,,,,1,,1,,,,,,,,6,0.4
320,Seth Devalve,CLE,24,te,16,4,,1,,,,,,1,,,,,,,,6,0.4
321,Ed Dickson,CAR,30,TE,16,12,,1,,,,,,1,,,,,,,,6,0.4
322,Lance Dunbar,LAR,27,,4,0,1,,,,,,,1,,,,,,,,6,1.5
323,Carlos Dunlap,CIN,28,DE,16,16,,,,,,1,,1,,,,,,,,6,0.4
324,Trey Edmunds,NOR,23,,16,0,1,,,,,,,1,,,,,,,,6,0.4
325,Andre Ellington,2TM,28,,12,2,1,,,,,,,1,,,,,,,,6,0.5
326,Alex Erickson,CIN,25,,16,0,,1,,,,,,1,,,,,,,,6,0.4
327,David Fales,MIA,27,,2,0,1,,,,,,,1,,,,,,,,6,3.0
328,Anthony Fasano,MIA,33,te,16,6,,1,,,,,,1,,,,,,,,6,0.4
329,Joe Flacco,BAL,32,QB,16,16,1,,,,,,,1,,,,,,,,6,0.4
330,Dante Fowler,JAX,23,,16,0,,,,,1,,,1,,,,,,,,6,0.4
331,Jalston Fowler,TEN,27,fb,10,1,1,,,,,,,1,,,,,,,,6,0.6
332,Taylor Gabriel,ATL,26,wr,16,4,,1,,,,,,1,,,,,,,,6,0.4
333,Wayne Gallman,NYG,23,rb,13,1,,1,,,,,,1,,,,,,,,6,0.5
334,Jimmy Garoppolo,SFO,26,qb,6,5,1,,,,,,,1,,,,,,,,6,1.0
335,Chris Godwin,TAM,21,wr,16,2,,1,,,,,,1,,,,,,,,6,0.4
336,Jared Goff*,LAR,23,QB,15,15,1,,,,,,,1,,,,,,,,6,0.4
337,Josh Gordon,CLE,26,wr,5,5,,1,,,,,,1,,,,,,,,6,1.2
338,Brandon Graham,PHI,29,DE,15,15,,,,,1,,,1,,,,,,,,6,0.4
339,,,,,,,,,,,,,,,,,,,,,,,
340,Virgil Green,DEN,29,TE,16,16,,1,,,,,,1,,,,,,,,6,0.4
341,Xavier Grimble,PIT,25,te/wr,15,2,,1,,,,,,1,,,,,,,,6,0.4
342,Marvin Hall,ATL,24,,8,0,,1,,,,,,1,,,,,,,,6,0.8
343,C.J. Ham,MIN,24,fb,16,1,1,,,,,,,1,,,,,,,,6,0.4
344,James Hanna,DAL,28,TE,16,8,,1,,,,,,1,,,,,,,,6,0.4
345,Justin Hardee,NOR,23,,14,0,,,,,,,1,1,,,,,,,,6,0.4
346,Demetrius Harris,KAN,26,te,16,7,,1,,,,,,1,,,,,,,,6,0.4
347,Maurice Harris,WAS,25,,6,0,,1,,,,,,1,,,,,,,,6,1.0
348,D.J. Hayden,DET,27,cb,16,1,,,,,1,,,1,,,,,,,,6,0.4
349,De'Angelo Henderson,DEN,25,,5,0,,1,,,,,,1,,,,,,,,6,1.2
350,Darrius Heyward-Bey,PIT,30,,16,0,1,,,,,,,1,,,,,,,,6,0.4
351,Tyler Higbee,LAR,24,TE,16,16,,1,,,,,,1,,,,,,,,6,0.4
352,Josh Hill,NOR,27,TE,16,11,,1,,,,,,1,,,,,,,,6,0.4
353,Mack Hollins,PHI,24,,16,0,,1,,,,,,1,,,,,,,,6,0.4
354,Michael Hoomanawanui,NOR,29,TE,14,10,,1,,,,,,1,,,,,,,,6,0.4
355,Justin Houston,KAN,28,lilb/LOLB,15,15,,,,,1,,,1,,,,,,,,6,0.4
356,Lamarr Houston,2TM,30,,10,1,,,,,1,,,1,,,,,,,,6,0.6
357,Xavien Howard,MIA,24,CB,16,16,,,,,,1,,1,,,,,,,,6,0.4
358,Brian Hoyer,2TM,32,,11,6,1,,,,,,,1,,,,,,,,6,0.5
359,Adam Humphries,TAM,24,wr,16,3,,1,,,,,,1,,,,,,,,6,0.4
360,Justin Hunter,PIT,26,wr,7,1,,1,,,,,,1,,,,,,,,6,0.9
361,Melvin Ingram*,LAC,28,DE,16,16,,,,,1,,,1,,,,,,,,6,0.4
362,Dontrelle Inman,2TM,28,,12,7,,1,,,,,,1,,,,,,,,6,0.5
363,Myles Jack,JAX,22,LB,16,16,,,,,1,,,1,,,,,,,,6,0.4
364,William Jackson,CIN,25,rcb,15,5,,,,,,1,,1,,,,,,,,6,0.4
365,Andy Janovich,DEN,24,fb,16,4,1,,,,,,,1,,,,,,,,6,0.4
366,Dontae Johnson,SFO,26,RCB,16,16,,,,,,1,,1,,,,,,,,6,0.4
367,Isaiah Johnson,TAM,25,,4,0,,,,,1,,,1,,,,,,,,6,1.5
368,Trumaine Johnson,LAR,27,LCB,16,15,,,,,,1,,1,,,,,,,,6,0.4
369,Byron Jones,DAL,25,FS,16,16,,,,,,1,,1,,,,,,,,6,0.4
370,,,,,,,,,,,,,,,,,,,,,,,
371,Cameron Jordan*+,NOR,28,DE,16,16,,,,,,1,,1,,,,,,,,6,0.4
372,Johnathan Joseph,HOU,33,LCB,16,16,,,,,,1,,1,,,,,,,,6,0.4
373,Lamarcus Joyner,LAR,27,FS,12,12,,,,,,1,,1,,,,,,,,6,0.5
374,Kyle Juszczyk*,SFO,26,FB,14,10,,1,,,,,,1,,,,,,,,6,0.4
375,Case Keenum,MIN,29,QB,15,14,1,,,,,,,1,,,,,,,,6,0.4
376,Eric Kendricks,MIN,25,MLB,16,16,,,,,,1,,1,,,,,,,,6,0.4
377,Lance Kendricks,GNB,29,TE,16,9,,1,,,,,,1,,,,,,,,6,0.4
378,Jeremy Kerley,NYJ,29,wr,8,2,,1,,,,,,1,,,,,,,,6,0.8
379,Ryan Kerrigan*,WAS,29,LB/mlb,16,16,,,,,,1,,1,,,,,,,,6,0.4
380,Miles Killebrew,DET,24,ss,16,3,,,,,,1,,1,,,,,,,,6,0.4
381,Desmond King,LAC,23,cb/db,16,4,,,,,,1,,1,,,,,,,,6,0.4
382,Luke Kuechly*+,CAR,26,MLB,15,15,,,,,1,,,1,,,,,,,,6,0.4
383,Marshon Lattimore*,NOR,21,lcb/RCB,13,13,,,,,,1,,1,,,,,,,,6,0.5
384,Nevin Lawson,DET,26,CB,15,15,,,,,1,,,1,,,,,,,,6,0.4
385,Tommylee Lewis,NOR,25,,15,0,,1,,,,,,1,,,,,,,,6,0.4
386,Zach Line,NOR,27,fb,12,4,,1,,,,,,1,,,,,,,,6,0.5
387,Dean Lowry,GNB,23,DE,16,11,,,,,1,,,1,,,,,,,,6,0.4
388,Josh Malone,CIN,21,wr,11,7,,1,,,,,,1,,,,,,,,6,0.5
389,Eli Manning,NYG,36,QB,15,15,1,,,,,,,1,,,,,,,,6,0.4
390,Brandon Marshall,DEN,28,LB,16,16,,,,,1,,,1,,,,,,,,6,0.4
391,Jordan Matthews,BUF,25,wr,10,7,,1,,,,,,1,,,,,,,,6,0.6
392,Vince Mayle,BAL,26,,16,0,1,,,,,,,1,,,,,,,,6,0.4
393,Robert McClain,TAM,29,cb/db/s,14,9,,,,,,1,,1,,,,,,,,6,0.4
394,Jason McCourty,CLE,30,CB/lb,14,14,,,,,,1,,1,,,,,,,,6,0.4
395,Vance McDonald,PIT,27,te,10,7,,1,,,,,,1,,,,,,,,6,0.6
396,Matt Milano,BUF,23,lb,16,5,,,,,1,,,1,,,,,,,,6,0.4
397,Braxton Miller,HOU,25,wr,11,3,,1,,,,,,1,,,,,,,,6,0.5
398,Jalen Mills,PHI,23,CB,15,15,,,,,,1,,1,,,,,,,,6,0.4
399,David Morgan,MIN,24,te,15,6,,1,,,,,,1,,,,,,,,6,0.4
400,Alfred Morris,DAL,29,rb,14,5,1,,,,,,,1,,,,,,,,6,0.4
401,,,,,,,,,,,,,,,,,,,,,,,
402,C.J. Mosley*,BAL,25,MLB,16,16,,,,,,1,,1,,,,,,,,6,0.4
403,Louis Murphy,SFO,30,wr,7,7,,1,,,,,,1,,,,,,,,6,0.9
404,Yannick Ngakoue*,JAX,22,DE,16,16,,,,,1,,,1,,,,,,,,6,0.4
405,Troy Niklas,ARI,25,TE/wr,15,11,,1,,,,,,1,,,,,,,,6,0.4
406,Robert Nkemdiche,ARI,23,,12,0,,,,,1,,,1,,,,,,,,6,0.5
407,James O'Shaughnessy,JAX,25,te,16,1,,1,,,,,,1,,,,,,,,6,0.4
408,Alec Ogletree,LAR,26,LB,15,15,,,,,,1,,1,,,,,,,,6,0.4
409,Jamize Olawale,OAK,28,,12,0,1,,,,,,,1,,,,,,,,6,0.5
410,Greg Olsen,CAR,32,te,7,7,,1,,,,,,1,,,,,,,,6,0.9
411,Brock Osweiler,DEN,27,qb,6,4,1,,,,,,,1,,,,,,,,6,1.0
412,DeVante Parker,MIA,24,WR,13,12,,1,,,,,,1,,,,,,,,6,0.5
413,Marcus Peters,KAN,24,LCB/rcb,14,14,,,,,1,,,1,,,,,,,,6,0.4
414,Jordan Poyer,BUF,26,FS,15,15,,,,,,1,,1,,,,,,,,6,0.4
415,Terrelle Pryor,WAS,28,wr,9,2,,1,,,,,,1,,,,,,,,6,0.7
416,Glover Quin,DET,31,FS,16,16,,,,,,1,,1,,,,,,,,6,0.4
417,Bobby Rainey,BAL,30,,4,0,,,,1,,,,1,,,,,,,,6,1.5
418,Damarious Randall,GNB,25,cb/lcb/rcb,14,12,,,,,,1,,1,,,,,,,,6,0.4
419,Josh Reynolds,LAR,22,wr,16,1,,1,,,,,,1,,,,,,,,6,0.4
420,Stevan Ridley,PIT,28,rb,2,1,1,,,,,,,1,,,,,,,,6,3.0
421,Seth Roberts,OAK,26,wr,15,7,,1,,,,,,1,,,,,,,,6,0.4
422,A'Shawn Robinson,DET,22,DT,16,16,,,,,,1,,1,,,,,,,,6,0.4
423,Jacquizz Rodgers,TAM,27,rb,16,4,1,,,,,,,1,,,,,,,,6,0.4
424,Richard Rodgers,GNB,25,te,15,1,,1,,,,,,1,,,,,,,,6,0.4
425,Chester Rogers,IND,23,wr,11,4,,1,,,,,,1,,,,,,,,6,0.5
426,Eli Rogers,PIT,25,wr,14,4,,1,,,,,,1,,,,,,,,6,0.4
427,Hunter Sharp,2TM,23,,3,1,,1,,,,,,1,,,,,,,,6,2.0
428,Russell Shepard,CAR,27,wr,15,3,,1,,,,,,1,,,,,,,,6,0.4
429,Anthony Sherman,KAN,29,fb,16,3,1,,,,,,,1,,,,,,,,6,0.4
430,Trevor Siemian,DEN,26,QB,11,10,1,,,,,,,1,,,,,,,,6,0.5
431,Justin Simmons,DEN,24,s/SS,13,13,,,,,,1,,1,,,,,,,,6,0.5
432,,,,,,,,,,,,,,,,,,,,,,,
433,John Simon,IND,27,LB,9,9,,,,,,1,,1,,,,,,,,6,0.7
434,Charles Sims,TAM,27,,16,0,,1,,,,,,1,,,,,,,,6,0.4
435,Dion Sims,CHI,26,TE,14,14,,1,,,,,,1,,,,,,,,6,0.4
436,Wendell Smallwood,PHI,23,rb,8,3,1,,,,,,,1,,,,,,,,6,0.8
437,Alex Smith*,KAN,33,QB,15,15,1,,,,,,,1,,,,,,,,6,0.4
438,Jeremy Sprinkle,WAS,23,te/wr,11,5,,1,,,,,,1,,,,,,,,6,0.5
439,Luke Stocker,2TM,29,,12,5,,1,,,,,,1,,,,,,,,6,0.5
440,Jaelen Strong,2TM,23,,2,0,,1,,,,,,1,,,,,,,,6,3.0
441,Phillip Supernaw,TEN,27,te,16,3,,1,,,,,,1,,,,,,,,6,0.4
442,Ryan Switzer,DAL,23,,16,0,,,1,,,,,1,,,,,,,,6,0.4
443,Aqib Talib*,DEN,31,LCB,15,15,,,,,,1,,1,,,,,,,,6,0.4
444,Brandon Tate,BUF,30,wr,13,1,,1,,,,,,1,,,,,,,,6,0.5
445,Adarius Taylor,TAM,27,lb,14,4,,,,,1,,,1,,,,,,,,6,0.4
446,Taywan Taylor,TEN,22,wr,16,4,,1,,,,,,1,,,,,,,,6,0.4
447,Earl Thomas*,SEA,28,FS,14,14,,,,,,1,,1,,,,,,,,6,0.4
448,Logan Thomas,BUF,26,te,12,2,,1,,,,,,1,,,,,,,,6,0.5
449,Mike Tolbert,BUF,32,,12,0,1,,,,,,,1,,,,,,,,6,0.5
450,Eric Tomlinson,NYJ,25,TE/wr,14,12,,1,,,,,,1,,,,,,,,6,0.4
451,Korey Toomer,LAC,29,lb/mlb,15,8,,,,,,1,,1,,,,,,,,6,0.4
452,Desmond Trufant,ATL,27,CB,15,15,,,,,1,,,1,,,,,,,,6,0.4
453,Robert Turbin,IND,28,rb,6,1,1,,,,,,,1,,,,,,,,6,1.0
454,C.J. Uzomah,CIN,24,te,14,4,,1,,,,,,1,,,,,,,,6,0.4
455,Kenny Vaccaro,NOR,26,s/SS,12,12,,,,,1,,,1,,,,,,,,6,0.5
456,Nick Vannett,SEA,24,te,15,4,,1,,,,,,1,,,,,,,,6,0.4
457,Eric Weddle*,BAL,32,FS,16,16,,,,,,1,,1,,,,,,,,6,0.4
458,Dede Westbrook,JAX,24,wr,7,5,,1,,,,,,1,,,,,,,,6,0.9
459,Leonard Wester,TAM,24,,8,0,,1,,,,,,1,,,,,,,,6,0.8
460,TreDavious White,BUF,22,LCB,16,16,,,,,1,,,1,,,,,,,,6,0.4
461,Fozzy Whittaker,CAR,28,,12,0,,1,,,,,,1,,,,,,,,6,0.5
462,Brandon Williams,BAL,28,DT/te,12,12,,,,,1,,,1,,,,,,,,6,0.5
463,,,,,,,,,,,,,,,,,,,,,,,
464,Damien Williams,MIA,25,rb,11,4,,1,,,,,,1,,,,,,,,6,0.5
465,Kerwynn Williams,ARI,26,rb,16,6,1,,,,,,,1,,,,,,,,6,0.4
466,Kyle Williams,BUF,34,LDT/rdt,16,16,1,,,,,,,1,,,,,,,,6,0.4
467,Maxx Williams,BAL,23,te/wr,11,8,,1,,,,,,1,,,,,,,,6,0.5
468,Bobo Wilson,TAM,22,wr,3,1,,1,,,,,,1,,,,,,,,6,2.0
469,Ramik Wilson,KAN,25,rilb,8,4,,,,,1,,,1,,,,,,,,6,0.8
470,Jameis Winston,TAM,23,QB,13,13,1,,,,,,,1,,,,,,,,6,0.5
471,Wesley Woodyard,TEN,31,LB,16,16,,,,,1,,,1,,,,,,,,6,0.4
472,Kendall Wright,CHI,28,wr,16,4,,1,,,,,,1,,,,,,,,6,0.4
473,Zach Zenner,DET,26,,8,0,1,,,,,,,1,,,,,,,,6,0.8
474,Blake Bell,MIN,26,te,13,3,,,,,,,,,1,,,,,,,2,0.2
475,Nick Boyle,BAL,24,TE,15,11,,,,,,,,,1,,,,,,,2,0.1
476,Kam Chancellor,SEA,29,SS,9,9,,,,,,,,,,,,,,,1,2,0.2
477,Aaron Colvin,JAX,26,cb,16,5,,,,,,,,,1,,,,,,,2,0.1
478,Leonard Floyd,CHI,25,LB/lolb,10,10,,,,,,,,,,,,,,,1,2,0.2
479,Morgan Fox,LAR,23,de,16,1,,,,,,,,,,,,,,,1,2,0.1
480,Nate Hairston,IND,23,cb,14,4,,,,,,,,,,,,,,,1,2,0.1
481,Jeff Heath,DAL,26,SS,15,15,,,,,,,,,,,2,3,,,,2,0.1
482,Brandon King,NWE,24,,13,0,,,,,,,,,,,,,,,1,2,0.2
483,Ben Koyack,JAX,24,te,16,3,,,,,,,,,1,,,,,,,2,0.1
484,Eric Lee,NWE,23,de/lb,6,5,,,,,,,,,,,,,,,1,2,0.3
485,Senorise Perry,MIA,26,,16,0,,,,,,,,,,,,,,,1,2,0.1
486,Hassan Ridgeway,IND,23,dt,13,1,,,,,,,,,,,,,,,1,2,0.2
487,Matthew Stafford,DET,29,QB,16,16,,,,,,,,,1,,,,,,,2,0.1
488,Drew Kaser,LAC,24,P,16,0,,,,,,,,,,,1,3,,,,1,0.1
489,Marshall Koehn,CIN,25,k,1,0,,,,,,,,,,,1,1,,,,1,1.0
