,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
346,Keith Toston,STL,23,,16,0,2,2,29,14.5,0,23,0.1,1.8,100.0%,14.5,19,54,0,10,2.8,3.4,1.2,21,4.0,83,0,0
347,Maurice Stovall,TAM,25,wr,12,1,9,7,81,11.6,1,38,0.6,6.8,77.8%,9.0,,,,,,,,7,11.6,81,1,0
348,Brandon Myers,OAK,25,te,15,3,16,12,80,6.7,0,16,0.8,5.3,75.0%,5.0,,,,,,,,12,6.7,80,0,1
349,Matt Spaeth,PIT,27,TE/wr,14,13,18,9,80,8.9,1,13,0.6,5.7,50.0%,4.4,,,,,,,,9,8.9,80,1,0
350,Adrian Arrington,NOR,25,,1,0,9,7,79,11.3,0,17,7.0,79.0,77.8%,8.8,,,,,,,,7,11.3,79,0,0
351,Eldra Buckley,PHI,25,,16,0,2,1,10,10.0,0,10,0.1,0.6,50.0%,5.0,21,67,0,13,3.2,4.2,1.3,22,3.5,77,0,1
352,Leonard Pope,KAN,27,te,16,6,19,10,76,7.6,2,14,0.6,4.8,52.6%,4.0,,,,,,,,10,7.6,76,2,0
353,Stephen McGee,DAL,25,qb,2,1,0,0,0,,0,0,0.0,0.0,0.0%,,13,74,0,14,5.7,37.0,6.5,13,5.7,74,0,1
354,Donald Lee,GNB,30,te,15,6,12,11,73,6.6,3,17,0.7,4.9,91.7%,6.1,,,,,,,,11,6.6,73,3,1
355,Kory Sperry,SDG,25,wr,7,1,4,4,73,18.3,0,35,0.6,10.4,100.0%,18.3,,,,,,,,4,18.3,73,0,0
356,Tyler Thigpen,MIA,26,qb,5,1,0,0,0,,0,0,0.0,0.0,0.0%,,13,73,0,12,5.6,14.6,2.6,13,5.6,73,0,1
357,Kris Wilson,SDG,29,fb/te/wr,14,7,,6,73,12.2,0,37,0.4,5.2,0.0%,,,,,,,,,6,12.2,73,0,1
358,Clay Harbor,PHI,23,te,9,6,15,9,72,8.0,1,24,1.0,8.0,60.0%,4.8,,,,,,,,9,8.0,72,1,0
359,Bear Pascoe,NYG,24,FB/te,15,11,13,9,72,8.0,0,12,0.6,4.8,69.2%,5.5,,,,,,,,9,8.0,72,0,0
360,Brett Swain,GNB,25,k/wr,16,1,9,6,72,12.0,0,31,0.4,4.5,66.7%,8.0,,,,,,,,6,12.0,72,0,0
361,Eli Manning,NYG,29,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,32,70,0,16,2.2,4.4,2.0,32,2.2,70,0,7
362,Jason Wright,ARI,28,rb,15,1,16,8,42,5.3,0,9,0.5,2.8,50.0%,2.6,6,28,0,10,4.7,1.9,0.4,14,5.0,70,0,1
363,Spencer Larsen,DEN,26,fb,11,5,5,5,51,10.2,1,29,0.5,4.6,100.0%,10.2,3,18,0,14,6.0,1.6,0.3,8,8.6,69,1,0
364,Reggie Hodges,CLE,28,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,68,0,68,68.0,4.3,0.1,1,68.0,68,0,0
365,Anthony Gonzalez,IND,26,,2,0,9,5,67,13.4,0,34,2.5,33.5,55.6%,7.4,,,,,,,,5,13.4,67,0,0
366,Dan Gronkowski,DEN,25,fb/te,12,4,13,8,65,8.1,0,13,0.7,5.4,61.5%,5.0,,,,,,,,8,8.1,65,0,0
367,Kevin Kolb,PHI,26,qb,7,5,0,0,0,,0,0,0.0,0.0,0.0%,,15,65,0,19,4.3,9.3,2.1,15,4.3,65,0,6
368,Ramses Barden,NYG,24,,6,0,7,5,64,12.8,0,26,0.8,10.7,71.4%,9.1,,,,,,,,5,12.8,64,0,0
369,Sam Bradford,STL,23,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,27,63,1,17,2.3,3.9,1.7,27,2.3,63,1,7
370,Mardy Gilyard,STL,24,wr,11,2,16,6,63,10.5,0,21,0.5,5.7,37.5%,3.9,,,,,,,,6,10.5,63,0,1
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Tarvaris Jackson,MIN,27,qb,3,1,0,0,0,,0,0,0.0,0.0,0.0%,,7,63,0,33,9.0,21.0,2.3,7,9.0,63,0,1
373,Roberto Wallace,MIA,24,,12,0,10,6,62,10.3,0,19,0.5,5.2,60.0%,6.2,,,,,,,,6,10.3,62,0,0
374,Tom Crabtree,GNB,25,te,16,1,7,4,61,15.3,0,33,0.3,3.8,57.1%,8.7,,,,,,,,4,15.3,61,0,0
375,Lavelle Hawkins,TEN,24,,6,0,6,5,61,12.2,0,24,0.8,10.2,83.3%,10.2,,,,,,,,5,12.2,61,0,0
376,Eric Weems*,ATL,25,wr,16,4,6,6,61,10.2,0,18,0.4,3.8,100.0%,10.2,,,,,,,,6,10.2,61,0,0
377,Matt Hasselbeck,SEA,35,QB,14,14,0,0,0,,0,0,0.0,0.0,0.0%,,23,60,3,20,2.6,4.3,1.6,23,2.6,60,3,7
378,Kassim Osgood,JAX,30,wr,16,3,16,6,60,10.0,1,24,0.4,3.8,37.5%,3.8,,,,,,,,6,10.0,60,1,0
379,Alex Smith,SFO,26,QB,11,10,0,0,0,,0,0,0.0,0.0,0.0%,,18,60,0,12,3.3,5.5,1.6,18,3.3,60,0,4
380,Jackie Battle,KAN,27,,16,0,3,1,9,9.0,0,9,0.1,0.6,33.3%,3.0,20,50,1,7,2.5,3.1,1.3,21,2.8,59,1,0
381,Trent Edwards,2TM,27,,5,3,0,0,0,,0,0,0.0,0.0,0.0%,,14,58,0,14,4.1,11.6,2.8,14,4.1,58,0,0
382,Jimmy Clausen,CAR,23,QB,13,10,0,0,0,,0,0,0.0,0.0,0.0%,,23,57,0,11,2.5,4.4,1.8,23,2.5,57,0,9
383,Tony Fiammetta,CAR,24,FB/te,14,9,10,5,34,6.8,0,11,0.4,2.4,50.0%,3.4,7,22,0,11,3.1,1.6,0.5,12,4.7,56,0,0
384,Robert Royal,CLE,31,te/wr,15,4,12,5,56,11.2,1,20,0.3,3.7,41.7%,4.7,,,,,,,,5,11.2,56,1,0
385,John Conner,NYJ,23,,16,0,4,2,9,4.5,0,7,0.1,0.6,50.0%,2.3,8,44,1,16,5.5,2.8,0.5,10,5.3,53,1,0
386,Alge Crumpler,NWE,33,TE,16,10,10,6,52,8.7,2,27,0.4,3.3,60.0%,5.2,,,,,,,,6,8.7,52,2,0
387,Chris Gronkowski,DAL,24,fb,14,7,14,7,35,5.0,1,12,0.5,2.5,50.0%,2.5,5,17,0,8,3.4,1.2,0.4,12,4.3,52,1,0
388,Chad Henne,MIA,25,QB,15,14,0,0,0,,0,0,0.0,0.0,0.0%,,35,52,0,10,1.5,3.5,2.3,35,1.5,52,0,5
389,Philip Rivers*,SDG,29,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,29,52,0,14,1.8,3.3,1.8,29,1.8,52,0,7
390,Greg Jones,JAX,29,FB,16,13,11,11,47,4.3,0,12,0.7,2.9,100.0%,4.3,2,4,0,3,2.0,0.3,0.1,13,3.9,51,0,0
391,Carson Palmer,CIN,31,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,32,50,0,9,1.6,3.1,2.0,32,1.6,50,0,7
392,Preston Parker,TAM,23,,9,0,9,4,42,10.5,0,21,0.4,4.7,44.4%,4.7,1,7,0,7,7.0,0.8,0.1,5,9.8,49,0,0
393,Tony Romo,DAL,30,qb,6,6,0,0,11,,0,11,0.0,1.8,0.0%,,6,38,0,14,6.3,6.3,1.0,6,8.2,49,0,0
394,John Skelton,ARI,22,qb,5,4,0,0,0,,0,0,0.0,0.0,0.0%,,10,49,0,16,4.9,9.8,2.0,10,4.9,49,0,3
395,Terrence Austin,WAS,22,,5,0,5,3,47,15.7,0,28,0.6,9.4,60.0%,9.4,,,,,,,,3,15.7,47,0,0
396,Jim Dray,ARI,24,te,16,3,9,3,47,15.7,0,24,0.2,2.9,33.3%,5.2,,,,,,,,3,15.7,47,0,0
397,Tim Castille,KAN,26,fb,10,4,12,10,43,4.3,0,14,1.0,4.3,83.3%,3.6,5,3,0,3,0.6,0.3,0.5,15,3.1,46,0,0
398,David Johnson,PIT,23,fb/te,16,5,6,4,46,11.5,0,25,0.3,2.9,66.7%,7.7,,,,,,,,4,11.5,46,0,0
399,Ryan Grant,GNB,28,rb,1,1,0,0,0,,0,0,0.0,0.0,0.0%,,8,45,0,18,5.6,45.0,8.0,8,5.6,45,0,0
400,Tony Richardson,NYJ,39,FB,16,10,5,5,31,6.2,0,14,0.3,1.9,100.0%,6.2,5,13,0,4,2.6,0.8,0.3,10,4.4,44,0,0
401,Mickey Shuler,MIA,24,fb/te,6,2,5,2,44,22.0,0,28,0.3,7.3,40.0%,8.8,,,,,,,,2,22.0,44,0,0
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Heath Evans,NOR,32,fb,16,6,11,7,41,5.9,1,18,0.4,2.6,63.6%,3.7,2,2,0,2,1.0,0.1,0.1,9,4.8,43,1,0
404,Brandon Manumaleuna,CHI,30,FB,16,13,7,5,43,8.6,1,16,0.3,2.7,71.4%,6.1,,,,,,,,5,8.6,43,1,0
405,David Martin,BUF,31,TE,16,9,8,7,43,6.1,1,15,0.4,2.7,87.5%,5.4,,,,,,,,7,6.1,43,1,0
406,Jerramy Stevens,TAM,31,te,5,1,5,3,43,14.3,0,22,0.6,8.6,60.0%,8.6,,,,,,,,3,14.3,43,0,0
407,Charlie Whitehurst,SEA,28,qb,6,2,0,0,0,,0,0,0.0,0.0,0.0%,,20,43,1,9,2.2,7.2,3.3,20,2.2,43,1,2
408,Gartrell Johnson,ATL,24,,9,0,5,3,6,2.0,0,10,0.3,0.7,60.0%,1.2,10,36,0,23,3.6,4.0,1.1,13,3.2,42,0,1
409,Reggie Kelly,CIN,33,TE,16,14,13,10,42,4.2,0,9,0.6,2.6,76.9%,3.2,,,,,,,,10,4.2,42,0,0
410,Bruce Gradkowski,OAK,27,qb,6,4,0,0,0,,0,0,0.0,0.0,0.0%,,12,41,0,12,3.4,6.8,2.0,12,3.4,41,0,3
411,Taylor Price,NWE,23,,1,0,4,3,41,13.7,0,18,3.0,41.0,75.0%,10.3,,,,,,,,3,13.7,41,0,0
412,Brandon James,IND,23,,3,0,11,6,40,6.7,0,17,2.0,13.3,54.5%,3.6,,,,,,,,6,6.7,40,0,0
413,Dwayne Jarrett,CAR,24,,3,0,5,2,40,20.0,0,21,0.7,13.3,40.0%,8.0,,,,,,,,2,20.0,40,0,0
414,Nick Miller,OAK,23,,9,0,4,3,40,13.3,0,32,0.3,4.4,75.0%,10.0,,,,,,,,3,13.3,40,0,2
415,Chaz Schilens,OAK,25,,5,0,9,5,40,8.0,1,11,1.0,8.0,55.6%,4.4,,,,,,,,5,8.0,40,1,0
416,Stephen Spach,ARI,28,fb/TE,15,11,17,7,40,5.7,0,14,0.5,2.7,41.2%,2.4,,,,,,,,7,5.7,40,0,0
417,Naufahu Tahi,MIN,29,fb,15,7,6,6,39,6.5,1,11,0.4,2.6,100.0%,6.5,1,1,0,1,1.0,0.1,0.1,7,5.7,40,1,0
418,Albert Young,MIN,25,,3,0,2,2,11,5.5,0,13,0.7,3.7,100.0%,5.5,13,29,0,6,2.2,9.7,4.3,15,2.7,40,0,0
419,Brody Eldridge,IND,23,rb/te,14,8,9,5,39,7.8,0,10,0.4,2.8,55.6%,4.3,,,,,,,,5,7.8,39,0,0
420,Josh Johnson,TAM,24,,11,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,4,39,0,14,9.8,3.5,0.4,4,9.8,39,0,0
421,Ryan Purvis,TAM,24,te,10,2,6,5,38,7.6,0,12,0.5,3.8,83.3%,6.3,,,,,,,,5,7.6,38,0,0
422,Will Heller,DET,29,te,16,5,5,4,37,9.3,1,13,0.3,2.3,80.0%,7.4,,,,,,,,4,9.3,37,1,0
423,Corey McIntyre,BUF,31,fb,16,7,8,4,32,8.0,0,14,0.3,2.0,50.0%,4.0,4,5,1,2,1.3,0.3,0.3,8,4.6,37,1,1
424,Kevin Ogletree,DAL,23,,6,0,6,3,34,11.3,0,19,0.5,5.7,50.0%,5.7,,,,,,,,3,11.3,34,0,0
425,Lorenzo Booker,MIN,26,,4,0,6,5,32,6.4,0,7,1.3,8.0,83.3%,5.3,,,,,,,,5,6.4,32,0,1
426,Rock Cartwright,OAK,31,,16,0,3,1,10,10.0,0,10,0.1,0.6,33.3%,3.3,9,22,0,10,2.4,1.4,0.6,10,3.2,32,0,0
427,Dennis Dixon,PIT,25,qb,2,2,0,0,0,,0,0,0.0,0.0,0.0%,,5,32,0,21,6.4,16.0,2.5,5,6.4,32,0,2
428,Jeff Dugan,MIN,29,te,16,4,5,4,30,7.5,0,10,0.3,1.9,80.0%,6.0,2,2,0,2,1.0,0.1,0.1,6,5.3,32,0,0
429,Jake O'Connell,KAN,25,te,15,2,4,3,31,10.3,0,18,0.2,2.1,75.0%,7.8,,,,,,,,3,10.3,31,0,0
430,Charlie Batch,PIT,36,qb,3,2,0,0,0,,0,0,0.0,0.0,0.0%,,7,30,0,24,4.3,10.0,2.3,7,4.3,30,0,2
431,Tom Brady*+,NWE,33,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,31,30,1,9,1.0,1.9,1.9,31,1.0,30,1,3
432,Chase Coffman,CIN,24,,6,0,5,3,30,10.0,0,14,0.5,5.0,60.0%,6.0,,,,,,,,3,10.0,30,0,0
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Derrick Williams,DET,24,wr,7,1,5,3,30,10.0,0,17,0.4,4.3,60.0%,6.0,,,,,,,,3,10.0,30,0,0
435,Michael Palmer,ATL,22,te,14,1,8,5,29,5.8,1,11,0.4,2.1,62.5%,3.6,,,,,,,,5,5.8,29,1,0
436,Jonathan Dwyer,PIT,21,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,9,28,0,7,3.1,28.0,9.0,9,3.1,28,0,0
437,Matt Schaub,HOU,29,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,22,28,0,8,1.3,1.8,1.4,22,1.3,28,0,9
438,Nate Byham,SFO,22,te,14,3,7,5,27,5.4,0,9,0.4,1.9,71.4%,3.9,,,,,,,,5,5.4,27,0,0
439,Mike Cox,KAN,25,fb,7,2,4,4,27,6.8,0,13,0.6,3.9,100.0%,6.8,,,,,,,,4,6.8,27,0,0
440,Quinton Ganther,2TM,26,,11,1,3,2,9,4.5,0,8,0.2,0.8,66.7%,3.0,9,18,0,11,2.0,1.6,0.8,11,2.5,27,0,0
441,Matt Flynn,GNB,25,qb,7,1,0,0,0,,0,0,0.0,0.0,0.0%,,9,26,0,12,2.9,3.7,1.3,9,2.9,26,0,1
442,Quinn Johnson,GNB,24,fb,11,4,4,3,26,8.7,0,11,0.3,2.4,75.0%,6.5,,,,,,,,3,8.7,26,0,0
443,Mike Karney,STL,29,fb,12,5,5,5,14,2.8,0,4,0.4,1.2,100.0%,2.8,6,12,0,4,2.0,1.0,0.5,11,2.4,26,0,0
444,Patrick Turner,NYJ,23,,5,0,2,2,26,13.0,0,21,0.4,5.2,100.0%,13.0,,,,,,,,2,13.0,26,0,0
445,Lawrence Vickers,CLE,27,fb,16,4,9,4,15,3.8,0,10,0.3,0.9,44.4%,1.7,5,11,0,3,2.2,0.7,0.3,9,2.9,26,0,0
446,Derek Anderson,ARI,27,QB,12,9,0,0,0,,0,0,0.0,0.0,0.0%,,5,25,0,11,5.0,2.1,0.4,5,5.0,25,0,6
447,Richard Goodman,SDG,23,,3,0,2,1,25,25.0,0,25,0.3,8.3,50.0%,12.5,,,,,,,,1,25.0,25,0,1
448,Matt Moore,CAR,26,qb,6,5,0,0,0,,0,0,0.0,0.0,0.0%,,5,25,0,8,5.0,4.2,0.8,5,5.0,25,0,4
449,Shawn Nelson,BUF,25,te,5,1,4,3,25,8.3,0,12,0.6,5.0,75.0%,6.3,,,,,,,,3,8.3,25,0,1
450,Zach Potter,JAX,24,te,13,1,7,3,24,8.0,0,10,0.2,1.8,42.9%,3.4,,,,,,,,3,8.0,24,0,0
451,Darrel Young,WAS,23,,16,0,1,1,3,3.0,1,3,0.1,0.2,100.0%,3.0,4,19,0,16,4.8,1.2,0.3,5,4.4,22,1,0
452,Michael Bennett,OAK,32,,7,0,2,2,9,4.5,0,6,0.3,1.3,100.0%,4.5,2,11,0,6,5.5,1.6,0.3,4,5.0,20,0,0
453,Reagan Maui'a,ARI,26,fb,15,4,6,2,20,10.0,0,10,0.1,1.3,33.3%,3.3,,,,,,,,2,10.0,20,0,0
454,Moran Norris,SFO,32,FB/te,16,11,9,4,20,5.0,0,8,0.3,1.3,44.4%,2.2,3,0,0,1,0.0,0.0,0.2,7,2.9,20,0,0
455,Michael Clayton,NYG,28,,6,0,4,2,19,9.5,0,14,0.3,3.2,50.0%,4.8,,,,,,,,2,9.5,19,0,0
456,Kellen Davis,CHI,25,te,16,3,2,1,19,19.0,1,19,0.1,1.2,50.0%,9.5,,,,,,,,1,19.0,19,1,0
457,Garrett Mills,PHI,27,te,7,3,3,2,19,9.5,0,14,0.3,2.7,66.7%,6.3,,,,,,,,2,9.5,19,0,0
458,Hank Baskett,2TM,28,,8,0,4,1,18,18.0,0,18,0.1,2.3,25.0%,4.5,,,,,,,,1,18.0,18,0,0
459,Kyle Boller,OAK,29,,5,0,0,0,0,,0,0,0.0,0.0,0.0%,,7,18,0,15,2.6,3.6,1.4,7,2.6,18,0,1
460,Kareem Huggins,TAM,24,,3,0,2,1,7,7.0,0,7,0.3,2.3,50.0%,3.5,4,11,0,7,2.8,3.7,1.3,5,3.6,18,0,0
461,Peyton Manning*,IND,34,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,18,18,0,27,1.0,1.1,1.1,18,1.0,18,0,3
462,Seneca Wallace,CLE,30,qb,8,4,1,1,9,9.0,0,9,0.1,1.1,100.0%,9.0,7,9,0,6,1.3,1.1,0.9,8,2.3,18,0,1
463,Thomas Clayton,2TM,26,,3,0,0,0,0,,0,0,0.0,0.0,0.0%,,7,17,0,5,2.4,5.7,2.3,7,2.4,17,0,0
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Jerious Norwood,ATL,27,,2,0,3,1,9,9.0,0,9,0.5,4.5,33.3%,3.0,2,8,0,6,4.0,4.0,1.0,3,5.7,17,0,0
466,Steve Weatherford,NYJ,28,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,17,0,17,17.0,1.1,0.1,1,17.0,17,0,0
467,Matt Willis,DEN,26,,6,0,2,1,17,17.0,0,17,0.2,2.8,50.0%,8.5,,,,,,,,1,17.0,17,0,0
468,Brandon Banks,WAS,23,,13,0,5,2,10,5.0,0,15,0.2,0.8,40.0%,2.0,2,6,0,3,3.0,0.5,0.2,4,4.0,16,0,2
469,Quan Cosby,CIN,28,,16,0,2,2,16,8.0,0,11,0.1,1.0,100.0%,8.0,,,,,,,,2,8.0,16,0,0
470,Chase Daniel,NOR,24,,13,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,16,0,16,8.0,1.2,0.2,2,8.0,16,0,1
471,Brock Bolen,JAX,25,,4,0,3,1,15,15.0,0,15,0.3,3.8,33.3%,5.0,,,,,,,,1,15.0,15,0,0
472,Fendi Onobun,STL,24,,3,0,4,2,15,7.5,0,8,0.7,5.0,50.0%,3.8,,,,,,,,2,7.5,15,0,0
473,David Reed,BAL,23,,13,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,1,15,0,15,15.0,1.2,0.1,1,15.0,15,0,0
474,Yamon Figurs,2TM,27,,2,0,2,2,17,8.5,0,11,1.0,8.5,100.0%,8.5,1,-4,0,0,-4.0,-2.0,0.5,3,4.3,13,0,1
475,Cary Williams,BAL,26,,13,0,1,1,13,13.0,0,13,0.1,1.0,100.0%,13.0,,,,,,,,1,13.0,13,0,0
476,Desmond Clark,CHI,33,,5,0,2,1,12,12.0,0,12,0.2,2.4,50.0%,6.0,,,,,,,,1,12.0,12,0,0
477,Kevin Curtis,MIA,32,,2,0,2,1,6,6.0,0,6,0.5,3.0,50.0%,3.0,1,6,0,6,6.0,3.0,0.5,2,6.0,12,0,0
478,Tory Humphrey,NOR,27,te/wr,6,2,2,1,12,12.0,0,12,0.2,2.0,50.0%,6.0,,,,,,,,1,12.0,12,0,0
479,Kregg Lumpkin,TAM,26,,11,0,1,1,12,12.0,0,12,0.1,1.1,100.0%,12.0,1,0,0,0,0.0,0.0,0.1,2,6.0,12,0,0
480,Cedric Peerman,CIN,24,,7,0,3,1,11,11.0,0,11,0.1,1.6,33.3%,3.7,2,1,0,1,0.5,0.1,0.3,3,4.0,12,0,0
481,Gijon Robinson,IND,26,te,11,2,7,3,12,4.0,1,6,0.3,1.1,42.9%,1.7,,,,,,,,3,4.0,12,1,0
482,Curtis Brinkley,SDG,25,,3,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,11,0,9,5.5,3.7,0.7,2,5.5,11,0,0
483,Matthew Stafford,DET,22,qb,3,3,0,0,0,,0,0,0.0,0.0,0.0%,,4,11,1,9,2.8,3.7,1.3,4,2.8,11,1,2
484,Erik Lorig,TAM,24,fb,9,1,2,1,10,10.0,0,10,0.1,1.1,50.0%,5.0,,,,,,,,1,10.0,10,0,0
485,Logan Paulsen,WAS,23,,11,0,2,2,10,5.0,1,9,0.2,0.9,100.0%,5.0,,,,,,,,2,5.0,10,1,0
486,Kellen Clemens,NYJ,27,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,9,1,10,4.5,9.0,2.0,2,4.5,9,1,0
487,Korey Hall,GNB,27,fb,12,6,1,1,9,9.0,0,9,0.1,0.8,100.0%,9.0,,,,,,,,1,9.0,9,0,0
488,Carlton Mitchell,CLE,22,,5,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,1,9,0,9,9.0,1.8,0.2,1,9.0,9,0,0
489,Richard Quinn,DEN,24,te,14,4,2,1,9,9.0,0,9,0.1,0.6,50.0%,4.5,,,,,,,,1,9.0,9,0,0
490,Khalif Barnes,OAK,28,t/te,16,3,2,2,8,4.0,1,6,0.1,0.5,100.0%,4.0,,,,,,,,2,4.0,8,1,0
491,Todd Bouman,JAX,38,qb,1,1,0,0,0,,0,0,0.0,0.0,0.0%,,2,8,0,6,4.0,8.0,2.0,2,4.0,8,0,0
492,Scott Chandler,2TM,25,,13,1,3,1,8,8.0,0,8,0.1,0.6,33.3%,2.7,,,,,,,,1,8.0,8,0,0
493,Brett Favre,MIN,41,QB,13,13,0,0,0,,0,0,0.0,0.0,0.0%,,17,8,0,10,0.5,0.6,1.3,17,0.5,8,0,7
494,Madison Hedgecock,NYG,29,fb,4,3,2,2,8,4.0,0,7,0.5,2.0,100.0%,4.0,,,,,,,,2,4.0,8,0,0
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Paul Hubbard,BUF,25,wr,1,1,3,1,8,8.0,0,8,1.0,8.0,33.3%,2.7,,,,,,,,1,8.0,8,0,0
497,Kyle Williams,SFO,22,,5,0,1,1,8,8.0,0,8,0.2,1.6,100.0%,8.0,,,,,,,,1,8.0,8,0,0
498,Garrett Wolfe,CHI,26,,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,4,8,0,7,2.0,0.5,0.3,4,2.0,8,0,0
499,Sam Aiken,CLE,30,,3,0,1,1,7,7.0,0,7,0.3,2.3,100.0%,7.0,,,,,,,,1,7.0,7,0,0
500,Armanti Edwards,CAR,22,,3,0,2,0,0,,0,0,0.0,0.0,0.0%,0.0,1,7,0,7,7.0,2.3,0.3,1,7.0,7,0,1
501,Ben Hartsock,NYJ,30,fb/te,16,7,3,1,7,7.0,0,7,0.1,0.4,33.3%,2.3,,,,,,,,1,7.0,7,0,0
502,Josh Vaughan,CAR,24,,3,0,0,0,0,,0,0,0.0,0.0,0.0%,,3,7,1,6,2.3,2.3,1.0,3,2.3,7,1,0
503,Rex Grossman,WAS,30,qb,4,3,0,0,0,,0,0,0.0,0.0,0.0%,,3,6,0,5,2.0,1.5,0.8,3,2.0,6,0,4
504,Manuel Johnson,DAL,24,,2,0,5,1,6,6.0,0,6,0.5,3.0,20.0%,1.2,,,,,,,,1,6.0,6,0,0
505,Chris Pressley,2TM,24,,7,0,1,1,6,6.0,0,6,0.1,0.9,100.0%,6.0,1,0,0,0,0.0,0.0,0.1,2,3.0,6,0,0
506,Alex Smith,CLE,28,te,3,1,1,1,6,6.0,0,6,0.3,2.0,100.0%,6.0,,,,,,,,1,6.0,6,0,0
507,Javier Arenas,KAN,23,cb,16,2,0,0,0,,0,0,0.0,0.0,0.0%,,1,5,0,5,5.0,0.3,0.1,1,5.0,5,0,2
508,Jay Feely,ARI,34,K,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,5,1,5,5.0,0.3,0.1,1,5.0,5,1,0
509,Tyler Palko,KAN,27,,2,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,5,0,6,2.5,2.5,1.0,2,2.5,5,0,0
510,Jordan Senn,CAR,26,,14,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,5,0,5,5.0,0.4,0.1,1,5.0,5,0,0
511,Drew Brees*,NOR,31,QB,16,16,1,1,7,7.0,0,7,0.1,0.4,100.0%,7.0,18,-3,0,7,-0.2,-0.2,1.1,19,0.2,4,0,9
512,Duke Calhoun,NYG,23,,9,0,2,1,4,4.0,0,4,0.1,0.4,50.0%,2.0,,,,,,,,1,4.0,4,0,0
513,Luke McCown,JAX,29,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,4,0,4,4.0,4.0,1.0,1,4.0,4,0,0
514,Chris Williams,CHI,25,LG/lt,13,13,1,1,4,4.0,0,4,0.1,0.3,100.0%,4.0,,,,,,,,1,4.0,4,0,0
515,Jeff Cumberland,NYJ,23,,1,0,2,1,3,3.0,0,3,1.0,3.0,50.0%,1.5,,,,,,,,1,3.0,3,0,0
516,Lex Hilliard,MIA,26,,16,0,2,1,3,3.0,0,3,0.1,0.2,50.0%,1.5,,,,,,,,1,3.0,3,0,0
517,Ernest Wilford,JAX,31,,2,0,2,1,3,3.0,0,3,0.5,1.5,50.0%,1.5,,,,,,,,1,3.0,3,0,0
518,Gary Banks,SDG,29,wr,2,2,3,1,2,2.0,0,2,0.5,1.0,33.3%,0.7,,,,,,,,1,2.0,2,0,0
519,Jehuu Caulcrick,BUF,27,,2,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,2,0,2,2.0,1.0,0.5,1,2.0,2,0,0
520,Todd Herremans,PHI,28,LG,16,15,1,1,2,2.0,1,2,0.1,0.1,100.0%,2.0,,,,,,,,1,2.0,2,1,0
521,Larry Johnson,WAS,31,,2,0,0,0,0,,0,0,0.0,0.0,0.0%,,5,2,0,7,0.4,1.0,2.5,5,0.4,2,0,0
522,Mike Vrabel,KAN,35,LOLB,16,16,2,1,2,2.0,1,2,0.1,0.1,50.0%,1.0,,,,,,,,1,2.0,2,1,0
523,Kerry Collins,TEN,38,qb,10,7,0,0,0,,0,0,0.0,0.0,0.0%,,10,1,0,4,0.1,0.1,1.0,10,0.1,1,0,5
524,Mike McGlynn,PHI,25,C,16,14,1,1,1,1.0,0,1,0.1,0.1,100.0%,1.0,,,,,,,,1,1.0,1,0,0
525,Brian Moorman,BUF,34,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,1,0,1,0.5,0.1,0.1,2,0.5,1,0,0
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Donald Penn*,TAM,27,LT,16,16,1,1,1,1.0,1,1,0.1,0.1,100.0%,1.0,,,,,,,,1,1.0,1,1,0
