,Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
348,Felix Jones,DAL,24,RB,12,8,1,,,,,,,1,,,,,,,,6,0.5
349,Greg Jones,JAX,30,FB,16,9,1,,,,,,,1,,,,,,,,6,0.4
350,Jeremy Kerley,NYJ,23,wr,14,1,,1,,,,,,1,,,,,,,,6,0.4
351,Ryan Kerrigan,WAS,23,LOLB,16,16,,,,,,1,,1,,,,,,,,6,0.4
352,Jacob Lacey,IND,24,LCB,15,10,,,,,,1,,1,,,,,,,,6,0.4
353,Dion Lewis,PHI,21,,15,0,1,,,,,,,1,,,,,,,,6,0.4
354,Kendrick Lewis,KAN,23,FS,16,16,,,,,,1,,1,,,,,,,,6,0.4
355,Jake Locker,TEN,23,,5,0,1,,,,,,,1,,,,,,,,6,1.2
356,Ricardo Lockette,SEA,25,,2,0,,1,,,,,,1,,,,,,,,6,3.0
357,Curtis Lofton,ATL,25,MLB,16,16,,,,,,1,,1,,,,,,,,6,0.4
358,Elbert Mack,TAM,25,cb,16,1,,,,,,1,,1,,,,,,,,6,0.4
359,Eli Manning*,NYG,30,QB,16,16,1,,,,,,,1,,,,,,,,6,0.4
360,Marc Mariani,TEN,24,,16,0,,,1,,,,,1,,,,,,,,6,0.4
361,Clay Matthews*,GNB,25,LOLB,15,15,,,,,,1,,1,,,,,,,,6,0.4
362,Brice McCain,HOU,25,,16,0,,,,,,1,,1,,,,,,,,6,0.4
363,Jameel McClain,BAL,26,LB,16,16,,,,,1,,,1,,,,,,,,6,0.4
364,Jason McCourty,TEN,24,CB/lcb,15,15,,,,,,,1,1,,,,,,,,6,0.4
365,Leodis McKelvin,BUF,26,lcb/rcb,16,6,,,1,,,,,1,,,,,,,,6,0.4
366,Joe McKnight,NYJ,23,,15,0,,,,1,,,,1,,,,,,,,6,0.4
367,Donovan McNabb,MIN,35,qb,6,6,1,,,,,,,1,,,,,,,,6,1.0
368,Bruce Miller,SFO,24,FB,15,8,,1,,,,,,1,,,,,,,,6,0.4
369,Nick Miller,2TM,24,,8,0,,,1,,,,,1,,,,,,,,6,0.8
370,,,,,,,,,,,,,,,,,,,,,,,
371,Zach Miller,JAX,27,,4,0,,1,,,,,,1,,,,,,,,6,1.5
372,D.J. Moore,CHI,24,,13,1,,,,,,1,,1,,,,,,,,6,0.5
373,Mewelde Moore,PIT,29,,12,0,,1,,,,,,1,,,,,,,,6,0.5
374,Sterling Moore,NWE,21,s,6,3,,,,,,1,,1,,,,,,,,6,1.0
375,Knowshon Moreno,DEN,24,rb,7,2,,1,,,,,,1,,,,,,,,6,0.9
376,Josh Morgan,SFO,26,wr,5,5,,1,,,,,,1,,,,,,,,6,1.2
377,Louis Murphy,OAK,24,wr,11,1,1,,,,,,,1,,,,,,,,6,0.5
378,Legedu Naanee,CAR,28,fb/WR,15,10,,1,,,,,,1,,,,,,,,6,0.4
379,Reggie Nelson,CIN,28,FS,16,16,,,,,,1,,1,,,,,,,,6,0.4
380,Terence Newman,DAL,33,LCB,14,14,,,,,,1,,1,,,,,,,,6,0.4
381,Haloti Ngata*+,BAL,27,DT,16,16,,,,,1,,,1,,,,,,,,6,0.4
382,Rob Ninkovich,NWE,27,de/LB,16,16,,,,,,1,,1,,,,,,,,6,0.4
383,Jordan Norwood,CLE,25,wr,14,4,,1,,,,,,1,,,,,,,,6,0.4
384,Chris Ogbonnaya,2TM,25,,13,4,1,,,,,,,1,,,,,,,,6,0.5
385,Carson Palmer,OAK,32,QB,10,9,1,,,,,,,1,,,,,,,,6,0.6
386,Michael Palmer,ATL,23,te,16,2,,1,,,,,,1,,,,,,,,6,0.4
387,Charlie Peprah,GNB,28,SS,16,14,,,,,,1,,1,,,,,,,,6,0.4
388,Corey Peters,ATL,23,DT,15,15,,,,,1,,,1,,,,,,,,6,0.4
389,John Phillips,DAL,24,fb/te/wr,16,7,,1,,,,,,1,,,,,,,,6,0.4
390,Kealoha Pilares,CAR,23,,12,0,,,,1,,,,1,,,,,,,,6,0.5
391,Troy Polamalu*+,PIT,30,SS,16,16,,,,,1,,,1,,,,,,,,6,0.4
392,Leonard Pope,KAN,28,TE,16,10,,1,,,,,,1,,,,,,,,6,0.4
393,Zach Potter,JAX,25,te,15,7,,,,,,,1,1,,,,,,,,6,0.4
394,Jerraud Powers,IND,24,RCB,12,12,,,,,,1,,1,,,,,,,,6,0.5
395,B.J. Raji*,GNB,25,NT,16,16,1,,,,,,,1,,,,,,,,6,0.4
396,Darrelle Revis*+,NYJ,26,CB,16,16,,,,,,1,,1,,,,,,,,6,0.4
397,Stevan Ridley,NWE,22,rb,16,2,1,,,,,,,1,,,,,,,,6,0.4
398,Javon Ringer,TEN,24,,12,0,1,,,,,,,1,,,,,,,,6,0.5
399,Philip Rivers*,SDG,30,QB,16,16,1,,,,,,,1,,,,,,,,6,0.4
400,Carlos Rogers*,SFO,30,LCB,16,16,,,,,,1,,1,,,,,,,,6,0.4
401,,,,,,,,,,,,,,,,,,,,,,,
402,Brian Rolle,PHI,23,LB,16,13,,,,,1,,,1,,,,,,,,6,0.4
403,Tony Romo,DAL,31,QB,16,16,1,,,,,,,1,,,,,,,,6,0.4
404,Naaman Roosevelt,BUF,24,,10,0,,1,,,,,,1,,,,,,,,6,0.6
405,Asante Samuel,PHI,30,LCB,14,14,,,,,,1,,1,,,,,,,,6,0.4
406,Weslye Saunders,PIT,22,te,16,6,,1,,,,,,1,,,,,,,,6,0.4
407,Mike Scifres,SDG,31,P,16,0,,,,,,,,,,,3,3,1,1,,6,0.4
408,Cecil Shorts,JAX,24,,10,0,,1,,,,,,1,,,,,,,,6,0.6
409,Steve Slaton,2TM,25,,6,0,1,,,,,,,1,,,,,,,,6,1.0
410,Matt Slauson,NYJ,25,LG,16,16,,,,,1,,,1,,,,,,,,6,0.4
411,Alex Smith,CLE,29,te,14,4,,1,,,,,,1,,,,,,,,6,0.4
412,Alfonso Smith,ARI,24,,15,0,1,,,,,,,1,,,,,,,,6,0.4
413,Alphonso Smith,DET,26,lcb,11,1,,,,,,1,,1,,,,,,,,6,0.5
414,Steve Smith,PHI,26,wr,9,1,,1,,,,,,1,,,,,,,,6,0.7
415,Wade Smith,HOU,30,LG,16,16,,,,,1,,,1,,,,,,,,6,0.4
416,Jason Snelling,ATL,28,,15,0,,1,,,,,,1,,,,,,,,6,0.4
417,James Starks,GNB,25,rb,13,2,1,,,,,,,1,,,,,,,,6,0.5
418,Craig Stevens,TEN,27,TE,15,11,,1,,,,,,1,,,,,,,,6,0.4
419,Darian Stewart,STL,23,SS,15,13,,,,,,1,,1,,,,,,,,6,0.4
420,Jacob Tamme,IND,26,te,16,5,,1,,,,,,1,,,,,,,,6,0.4
421,Phillip Tanner,DAL,23,,9,0,1,,,,,,,1,,,,,,,,6,0.7
422,Brandon Tate,CIN,24,,16,0,,,1,,,,,1,,,,,,,,6,0.4
423,Chester Taylor,ARI,32,rb,12,1,1,,,,,,,1,,,,,,,,6,0.5
424,Ryan Taylor,GNB,24,,15,0,,1,,,,,,1,,,,,,,,6,0.4
425,Daniel Thomas,MIA,24,rb,13,2,,1,,,,,,1,,,,,,,,6,0.5
426,Mike Thomas,JAX,24,WR,15,13,,1,,,,,,1,,,,,,,,6,0.4
427,Ryan Torain,WAS,25,rb,8,4,1,,,,,,,1,,,,,,,,6,0.8
428,Leigh Torrence,NOR,29,,13,0,,,,,,1,,1,,,,,,,,6,0.5
429,Isaiah Trufant,NYJ,29,,13,0,,,,,,,1,1,,,,,,,,6,0.5
430,Stephen Tulloch,DET,26,MLB,16,16,,,,,1,,,1,,,,,,,,6,0.4
431,Patrick Turner,NYJ,24,wr,15,1,,1,,,,,,1,,,,,,,,6,0.4
432,,,,,,,,,,,,,,,,,,,,,,,
433,Jerheme Urban,KAN,31,wr,6,1,,1,,,,,,1,,,,,,,,6,1.0
434,Brian Urlacher*,CHI,33,MLB,16,16,,,,,1,,,1,,,,,,,,6,0.4
435,Cassius Vaughn,DEN,24,lcb,9,3,,,,,,1,,1,,,,,,,,6,0.7
436,Shane Vereen,NWE,22,,5,0,1,,,,,,,1,,,,,,,,6,1.2
437,Michael Vick,PHI,31,QB,13,13,1,,,,,,,1,,,,,,,,6,0.5
438,Jonathan Vilma,NOR,29,MLB,11,11,,,,,1,,,1,,,,,,,,6,0.5
439,Erik Walden,GNB,26,ROLB,16,15,,,,,1,,,1,,,,,,,,6,0.4
440,Leon Washington,SEA,29,rb,16,1,1,,,,,,,1,,,,,,,,6,0.4
441,Dekoda Watson,TAM,23,lb,14,2,,,,,1,,,1,,,,,,,,6,0.4
442,Vince Wilfork*,NWE,30,de/DT/ldt/nt/rdt,16,16,,,,,1,,,1,,,,,,,,6,0.4
443,Cadillac Williams,STL,29,rb,11,1,1,,,,,,,1,,,,,,,,6,0.5
444,Edwin Williams,CHI,25,lg,15,7,,,,,1,,,1,,,,,,,,6,0.4
445,Mike Williams,SEA,27,WR,12,10,,1,,,,,,1,,,,,,,,6,0.5
446,Tramon Williams,GNB,28,RCB,15,15,,,,,,1,,1,,,,,,,,6,0.4
447,Matt Willis,DEN,27,,16,0,,1,,,,,,1,,,,,,,,6,0.4
448,Charles Woodson*+,GNB,35,LCB,15,15,,,,,,1,,1,,,,,,,,6,0.4
449,Major Wright,CHI,23,fs/SS,12,11,,,,,,1,,1,,,,,,,,6,0.5
450,Ashton Youboty,JAX,27,lcb/rcb,6,5,,,,,1,,,1,,,,,,,,6,1.0
451,Darrel Young,WAS,24,FB,13,8,1,,,,,,,1,,,,,,,,6,0.5
452,Danny Ware,NYG,26,rb,16,1,,,,,,,,,2,,,,,,,4,0.3
453,Brandon Coutu,BUF,27,k,1,0,,,,,,,,,,,3,3,,1,,3,3.0
454,Jared Allen*+,MIN,29,DE,16,16,,,,,,,,,,,,,,,1,2,0.1
455,Antwan Applewhite,CAR,26,de,12,1,,,,,,,,,,,,,,,1,2,0.2
456,Ronde Barber,TAM,36,RCB,16,16,,,,,,,,,,,,,,,1,2,0.1
457,Chris Canty,NYG,29,dt/RDT,16,16,,,,,,,,,,,,,,,1,2,0.1
458,Ryan Fitzpatrick,BUF,29,QB,16,16,,,,,,,,,1,,,,,,,2,0.1
459,James Hall,STL,34,DE,15,15,,,,,,,,,,,,,,,1,2,0.1
460,Leonard Hankerson,WAS,23,wr,4,2,,,,,,,,,1,,,,,,,2,0.5
461,Greg Hardy,CAR,23,DE,16,16,,,,,,,,,,,,,,,1,2,0.1
462,Anthony Hargrove,SEA,28,,15,0,,,,,,,,,,,,,,,1,2,0.1
463,,,,,,,,,,,,,,,,,,,,,,,
464,Phillip Hunt,PHI,25,,9,0,,,,,,,,,,,,,,,1,2,0.2
465,Sam Koch,BAL,29,P,16,0,,,,,,,,,1,,,,,,,2,0.1
466,Rolando McClain,OAK,22,lb/MLB,15,14,,,,,,,,,,,,,,,1,2,0.1
467,Josh McCown,CHI,32,qb,3,2,,,,,,,,,1,,,,,,,2,0.7
468,Stephen Paea,CHI,23,,11,0,,,,,,,,,,,,,,,1,2,0.2
469,Jason Pierre-Paul*+,NYG,22,DE,16,12,,,,,,,,,,,,,,,1,2,0.1
470,Sione Pouha,NYJ,32,NT,16,15,,,,,,,,,,,,,,,1,2,0.1
471,Kelvin Sheppard,BUF,23,MLB,16,9,,,,,,,,,,,,,,,1,2,0.1
472,Aldon Smith,SFO,22,,16,0,,,,,,,,,,,,,,,1,2,0.1
473,Muhammad Wilkerson,NYJ,22,DE,16,16,,,,,,,,,,,,,,,1,2,0.1
