,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
44,Davone Bess,MIA,27,WR,13,13,104,61,58.7%,778,12.8,1,39,7.5,4.7,59.8,1
45,Jermichael Finley,GNB,25,TE,16,14,87,61,70.1%,667,10.9,2,40,7.7,3.8,41.7,1
46,Dennis Pitta,BAL,27,te,16,5,94,61,64.9%,669,11.0,7,61,7.1,3.8,41.8,0
47,Ray Rice*,BAL,25,RB,16,16,83,61,73.5%,478,7.8,1,43,5.8,3.8,29.9,1
48,Donnie Avery,IND,28,WR,16,15,124,60,48.4%,781,13.0,3,48,6.3,3.8,48.8,1
49,Dwayne Bowe,KAN,28,WR,13,12,114,59,51.8%,801,13.6,3,47,7.0,4.5,61.6,1
50,Brandon Pettigrew,DET,27,TE,14,11,102,59,57.8%,567,9.6,3,24,5.6,4.2,40.5,4
51,Brent Celek,PHI,27,TE,15,14,88,57,64.8%,684,12.0,1,34,7.8,3.8,45.6,1
52,Malcom Floyd,SDG,31,WR,14,14,85,56,65.9%,814,14.5,5,39,9.6,4.0,58.1,0
53,Jeremy Kerley,NYJ,24,wr,16,7,95,56,58.9%,827,14.8,2,66,8.7,3.5,51.7,4
54,Martellus Bennett,NYG,25,TE,16,16,89,55,61.8%,626,11.4,5,33,7.0,3.4,39.1,0
55,Rob Gronkowski*,NWE,23,TE,11,11,79,55,69.6%,790,14.4,11,41,10.0,5.0,71.8,1
56,Cecil Shorts,JAX,25,WR,14,9,105,55,52.4%,979,17.8,7,80,9.3,3.9,69.9,1
57,LeSean McCoy,PHI,24,RB,12,12,67,54,80.6%,373,6.9,3,36,5.6,4.5,31.1,4
58,Jason Avant,PHI,29,wr,14,6,76,53,69.7%,648,12.2,0,39,8.5,3.8,46.3,1
59,Greg Little,CLE,23,WR,16,16,94,53,56.4%,647,12.2,4,43,6.9,3.3,40.4,0
60,,,,,,,,,,,,,,,,,
61,Hakeem Nicks,NYG,24,WR,13,11,100,53,53.0%,692,13.1,3,50,6.9,4.1,53.2,0
62,Jacquizz Rodgers,ATL,22,,16,0,59,53,89.8%,402,7.6,1,32,6.8,3.3,25.1,0
63,Kyle Rudolph*,MIN,23,TE,16,16,93,53,57.0%,493,9.3,9,29,5.3,3.3,30.8,0
64,Joique Bell,DET,26,,16,0,68,52,76.5%,485,9.3,0,50,7.1,3.3,30.3,2
65,Marcedes Lewis,JAX,28,TE,16,15,77,52,67.5%,540,10.4,4,26,7.0,3.3,33.8,0
66,Dexter McCluster,KAN,23,wr,16,6,77,52,67.5%,452,8.7,1,31,5.9,3.3,28.3,2
67,Marcel Reece*,OAK,27,FB/rb,16,14,73,52,71.2%,496,9.5,1,56,6.8,3.3,31.0,2
68,Jacob Tamme,DEN,27,TE,16,8,85,52,61.2%,555,10.7,2,36,6.5,3.3,34.7,0
69,Brandon Gibson,STL,25,WR,16,13,82,51,62.2%,691,13.5,5,34,8.4,3.2,43.2,0
70,Andrew Hawkins,CIN,26,wr,14,2,80,51,63.8%,533,10.5,4,59,6.7,3.6,38.1,1
71,Aaron Hernandez,NWE,23,rb/TE,10,10,83,51,61.4%,483,9.5,5,31,5.8,5.1,48.3,0
72,Denarius Moore,OAK,24,WR,15,15,114,51,44.7%,741,14.5,7,58,6.5,3.4,49.4,3
73,Trent Richardson,CLE,22,RB,15,15,70,51,72.9%,367,7.2,1,27,5.2,3.4,24.5,3
74,Josh Gordon,CLE,21,WR,16,13,96,50,52.1%,805,16.1,5,71,8.4,3.1,50.3,1
75,T.Y. Hilton,IND,23,wr,15,1,90,50,55.6%,861,17.2,7,61,9.6,3.3,57.4,1
76,Sidney Rice,SEA,26,WR,16,16,82,50,61.0%,748,15.0,7,46,9.1,3.1,46.8,0
77,Ronnie Brown,SDG,31,rb,14,1,59,49,83.1%,371,7.6,0,25,6.3,3.5,26.5,0
78,Antonio Gates,SDG,32,TE,15,15,80,49,61.3%,538,11.0,7,34,6.7,3.3,35.9,0
79,Doug Martin*,TAM,23,RB,16,16,70,49,70.0%,472,9.6,1,64,6.7,3.1,29.5,1
80,Jordy Nelson,GNB,27,WR,12,10,73,49,67.1%,745,15.2,7,73,10.2,4.1,62.1,0
81,Torrey Smith,BAL,23,WR,16,16,110,49,44.5%,855,17.4,8,54,7.8,3.1,53.4,0
82,Ben Watson,CLE,32,TE,16,14,82,49,59.8%,501,10.2,3,27,6.1,3.1,31.3,1
83,Josh Morgan,WAS,27,WR,16,15,73,48,65.8%,510,10.6,2,32,7.0,3.0,31.9,1
84,Dallas Clark,TAM,33,te,16,7,75,47,62.7%,435,9.3,4,33,5.8,2.9,27.2,0
85,Nate Washington,TEN,29,WR,16,14,89,46,51.7%,746,16.2,4,71,8.4,2.9,46.6,1
86,Dwayne Allen,IND,22,fb/te,16,16,66,45,68.2%,521,11.6,3,40,7.9,2.8,32.6,1
87,Kenny Britt,TEN,24,WR,14,11,90,45,50.0%,589,13.1,4,46,6.5,3.2,42.1,2
88,Michael Floyd,ARI,23,wr,16,3,86,45,52.3%,562,12.5,2,53,6.5,2.8,35.1,1
89,Rob Housler,ARI,24,TE,15,9,68,45,66.2%,417,9.3,0,33,6.1,3.0,27.8,0
90,DeSean Jackson,PHI,26,WR,11,11,87,45,51.7%,700,15.6,2,77,8.0,4.1,63.6,1
91,,,,,,,,,,,,,,,,,
92,Brandon Stokley,DEN,36,WR,15,9,58,45,77.6%,544,12.1,5,38,9.4,3.0,36.3,0
93,Golden Tate,SEA,24,WR,15,15,68,45,66.2%,688,15.3,7,51,10.1,3.0,45.9,1
94,Jared Cook,TEN,25,te,13,5,73,44,60.3%,523,11.9,4,61,7.2,3.4,40.2,1
95,Matt Forte,CHI,27,RB,15,15,59,44,74.6%,340,7.7,1,47,5.8,2.9,22.7,2
96,Pierre Garcon,WAS,26,WR,10,10,68,44,64.7%,633,14.4,4,88,9.3,4.4,63.3,0
97,Brandon LaFell,CAR,26,WR,14,12,76,44,57.9%,677,15.4,4,62,8.9,3.1,48.4,1
98,Emmanuel Sanders,PIT,25,wr,16,7,75,44,58.7%,626,14.2,1,37,8.3,2.8,39.1,3
99,Scott Chandler,BUF,27,TE,15,13,74,43,58.1%,571,13.3,6,43,7.7,2.9,38.1,2
100,C.J. Spiller*,BUF,25,RB,16,9,57,43,75.4%,459,10.7,2,66,8.1,2.7,28.7,3
101,Chris Givens,STL,23,WR,15,12,80,42,52.5%,698,16.6,3,65,8.7,2.8,46.5,0
102,Lance Kendricks,STL,24,fb/TE,16,14,64,42,65.6%,519,12.4,4,80,8.1,2.6,32.4,1
103,Mario Manningham,SFO,26,WR,12,10,57,42,73.7%,449,10.7,1,40,7.9,3.5,37.4,2
104,Darren McFadden,OAK,25,RB,12,12,63,42,66.7%,258,6.1,1,20,4.1,3.5,21.5,2
105,Tony Scheffler,DET,29,te,15,4,85,42,49.4%,504,12.0,1,57,5.9,2.8,33.6,0
106,Vernon Davis,SFO,28,TE,16,16,61,41,67.2%,548,13.4,5,53,9.0,2.6,34.3,0
107,Joel Dreessen,DEN,30,TE,16,15,58,41,70.7%,356,8.7,5,30,6.1,2.6,22.3,0
108,Anthony Fasano,MIA,28,TE,16,16,69,41,59.4%,332,8.1,5,22,4.8,2.6,20.8,0
109,Darrius Heyward-Bey,OAK,25,WR,15,14,80,41,51.3%,606,14.8,5,59,7.6,2.7,40.4,0
110,Donald Jones,BUF,25,WR,12,10,67,41,61.2%,443,10.8,4,68,6.6,3.4,36.9,1
111,Santana Moss,WAS,33,wr,16,1,62,41,66.1%,573,14.0,8,77,9.2,2.6,35.8,2
112,Kevin Walter,HOU,31,WR,16,14,68,41,60.3%,518,12.6,2,52,7.6,2.6,32.4,0
113,Arian Foster*,HOU,26,RB,16,16,58,40,69.0%,217,5.4,2,23,3.7,2.5,13.6,3
114,Michael Jenkins,MIN,30,WR,16,8,72,40,55.6%,449,11.2,2,32,6.2,2.5,28.1,0
115,Adrian Peterson*+,MIN,27,RB,16,16,51,40,78.4%,217,5.4,1,20,4.3,2.5,13.6,4
116,Danny Woodhead,NWE,27,rb,16,2,55,40,72.7%,446,11.2,3,25,8.1,2.5,27.9,1
117,Domenik Hixon,NYG,28,wr,13,3,59,39,66.1%,567,14.5,2,41,9.6,3.0,43.6,0
118,Ryan Mathews,SDG,25,RB,12,9,56,39,69.6%,252,6.5,0,24,4.5,3.3,21.0,2
119,Rod Streater,OAK,24,wr,16,2,74,39,52.7%,584,15.0,3,64,7.9,2.4,36.5,1
120,Pierre Thomas,NOR,28,rb,15,4,53,39,73.6%,354,9.1,1,36,6.7,2.6,23.6,0
121,Harry Douglas,ATL,28,wr,15,1,59,38,64.4%,395,10.4,1,37,6.7,2.5,26.3,1
122,,,,,,,,,,,,,,,,,
123,Leonard Hankerson,WAS,24,wr,16,5,57,38,66.7%,543,14.3,3,68,9.5,2.4,33.9,0
124,Steven Jackson,STL,29,RB,16,16,53,38,71.7%,321,8.4,0,22,6.1,2.4,20.1,0
125,Zach Miller,SEA,27,TE,16,15,53,38,71.7%,396,10.4,3,30,7.5,2.4,24.8,1
126,Danario Alexander,SDG,26,wr,10,6,62,37,59.7%,658,17.8,7,80,10.6,3.7,65.8,0
127,Greg Jennings,GNB,29,wr,8,5,62,36,58.1%,366,10.2,4,45,5.9,4.5,45.8,0
128,Chris Johnson,TEN,27,RB,16,15,49,36,73.5%,232,6.4,0,22,4.7,2.3,14.5,5
129,Reggie Bush,MIA,27,RB,16,16,52,35,67.3%,292,8.3,2,25,5.6,2.2,18.3,4
130,Jamaal Charles*,KAN,26,RB,16,15,49,35,71.4%,236,6.7,1,22,4.8,2.2,14.8,5
131,DeMarco Murray,DAL,24,RB,10,10,42,35,83.3%,251,7.2,0,22,6.0,3.5,25.1,3
132,James Casey,HOU,28,FB/te,16,9,45,34,75.6%,330,9.7,3,30,7.3,2.1,20.6,0
133,Fred Jackson,BUF,31,RB,10,8,42,34,81.0%,217,6.4,1,34,5.2,3.4,21.7,5
134,Mikel Leshoure,DET,22,RB,14,14,49,34,69.4%,214,6.3,0,15,4.4,2.4,15.3,3
135,Tony Moeaki,KAN,25,TE,15,14,56,33,58.9%,453,13.7,1,38,8.1,2.2,30.2,0
136,Titus Young,DET,23,WR,10,8,56,33,58.9%,383,11.6,4,46,6.8,3.3,38.3,0
137,Kevin Ogletree,DAL,25,wr,15,1,55,32,58.2%,436,13.6,4,65,7.9,2.1,29.1,0
138,T.J. Graham,BUF,23,WR,15,11,58,31,53.4%,322,10.4,1,51,5.6,2.1,21.5,0
139,Jason Snelling,ATL,29,fb,16,2,35,31,88.6%,203,6.5,1,16,5.8,1.9,12.7,1
140,Jacoby Jones*+,BAL,28,wr,16,3,55,30,54.5%,406,13.5,1,47,7.4,1.9,25.4,2
141,Austin Pettis,STL,24,wr,14,2,48,30,62.5%,261,8.7,4,36,5.4,2.1,18.6,0
142,Damian Williams,TEN,24,wr,13,2,45,30,66.7%,324,10.8,0,27,7.2,2.3,24.9,0
143,Doug Baldwin,SEA,24,wr,14,4,50,29,58.0%,366,12.6,3,50,7.3,2.1,26.1,0
144,Earl Bennett,CHI,25,wr,12,4,49,29,59.2%,375,12.9,2,60,7.7,2.4,31.3,0
145,Jeff Cumberland,NYJ,25,TE/wr,15,12,53,29,54.7%,359,12.4,3,39,6.8,1.9,23.9,0
146,Early Doucet,ARI,27,wr,12,3,53,28,52.8%,207,7.4,0,18,3.9,2.3,17.3,0
147,Frank Gore*,SFO,29,RB,16,16,36,28,77.8%,234,8.4,1,26,6.5,1.8,14.6,3
148,Garrett Graham,HOU,26,fb/te,15,9,39,28,71.8%,263,9.4,3,30,6.7,1.9,17.5,0
149,Dustin Keller,NYJ,28,te,8,5,36,28,77.8%,317,11.3,2,32,8.8,3.5,39.6,0
150,Randy Moss,SFO,35,wr,16,2,50,28,56.0%,434,15.5,3,55,8.7,1.8,27.1,1
151,Chaz Schilens,NYJ,27,wr,15,6,41,28,68.3%,289,10.3,2,25,7.0,1.9,19.3,1
152,Tiquan Underwood,TAM,25,wr,14,3,55,28,50.9%,425,15.2,2,62,7.7,2.0,30.4,0
153,,,,,,,,,,,,,,,,,
154,Nate Burleson,DET,31,wr,6,5,43,27,62.8%,240,8.9,2,26,5.6,4.5,40.0,0
155,Mike Tolbert,CAR,27,fb,16,5,39,27,69.2%,268,9.9,0,26,6.9,1.7,16.8,0
156,Coby Fleener,IND,24,TE,12,10,48,26,54.2%,281,10.8,2,26,5.9,2.2,23.4,0
157,Willis McGahee,DEN,31,RB,10,9,33,26,78.8%,221,8.5,0,31,6.7,2.6,22.1,5
158,Jerome Simpson,MIN,26,WR,12,10,52,26,50.0%,274,10.5,0,33,5.3,2.2,22.8,2
159,Clay Harbor,PHI,25,fb/TE,14,9,39,25,64.1%,186,7.4,2,19,4.8,1.8,13.3,1
160,Felix Jones,DAL,25,rb,16,7,36,25,69.4%,262,10.5,2,39,7.3,1.6,16.4,2
161,Louis Murphy,CAR,25,wr,16,5,61,25,41.0%,336,13.4,1,55,5.5,1.6,21.0,1
162,Logan Paulsen,WAS,25,TE,16,10,38,25,65.8%,308,12.3,1,31,8.1,1.6,19.3,0
163,Armon Binns,2TM,23,,11,5,40,24,60.0%,277,11.5,1,48,6.9,2.2,25.2,1
164,Fred Davis,WAS,26,te,7,7,31,24,77.4%,325,13.5,0,29,10.5,3.4,46.4,0
165,Shaun Draughn,KAN,25,,16,0,30,24,80.0%,158,6.6,0,23,5.3,1.5,9.9,2
166,Alshon Jeffery,CHI,22,wr,10,6,48,24,50.0%,367,15.3,3,55,7.6,2.4,36.7,0
167,Chris Ogbonnaya,CLE,26,rb,15,1,32,24,75.0%,187,7.8,0,38,5.8,1.6,12.5,1
168,Daryl Richardson,STL,22,,16,0,36,24,66.7%,163,6.8,0,26,4.5,1.5,10.2,3
169,Laurent Robinson,JAX,27,wr,7,4,43,24,55.8%,252,10.5,0,32,5.9,3.4,36.0,1
170,Ahmad Bradshaw,NYG,26,RB,14,12,31,23,74.2%,245,10.7,0,59,7.9,1.6,17.5,3
171,Riley Cooper,PHI,25,wr,11,5,47,23,48.9%,248,10.8,3,23,5.3,2.1,22.5,0
172,Devin Hester,CHI,30,wr,15,5,40,23,57.5%,242,10.5,1,39,6.1,1.5,16.1,1
173,Marshawn Lynch*+,SEA,26,RB,16,15,30,23,76.7%,196,8.5,1,27,6.5,1.4,12.3,5
174,Eddie Royal,SDG,26,wr,10,2,44,23,52.3%,234,10.2,1,31,5.3,2.3,23.4,1
175,Jordan Shipley,2TM,27,,7,2,39,23,59.0%,244,10.6,1,36,6.3,3.3,34.9,1
176,Micheal Spurlock,2TM,29,,14,1,29,23,79.3%,200,8.7,1,22,6.9,1.6,14.3,1
177,Craig Stevens,TEN,28,TE,15,15,33,23,69.7%,275,12.0,1,46,8.3,1.5,18.3,2
178,Ryan Broyles,DET,24,wr,10,3,32,22,68.8%,310,14.1,2,40,9.7,2.2,31.0,0
179,BenJarvus Green-Ellis,CIN,27,RB,15,15,30,22,73.3%,104,4.7,0,13,3.5,1.5,6.9,3
180,Devery Henderson,NOR,30,WR,15,9,47,22,46.8%,316,14.4,1,41,6.7,1.5,21.1,1
181,Jarius Wright,MIN,23,wr,7,1,36,22,61.1%,310,14.1,2,65,8.6,3.1,44.3,0
182,Ed Dickson,BAL,25,TE,13,11,33,21,63.6%,225,10.7,0,40,6.8,1.6,17.3,0
183,Julian Edelman,NWE,26,wr,9,3,32,21,65.6%,235,11.2,3,56,7.3,2.3,26.1,1
184,,,,,,,,,,,,,,,,,
185,Stephen Hill,NYJ,21,WR,11,8,47,21,44.7%,252,12.0,3,33,5.4,1.9,22.9,0
186,Vonta Leach*+,BAL,31,FB,16,13,24,21,87.5%,143,6.8,0,18,6.0,1.3,8.9,0
187,Knowshon Moreno,DEN,25,rb,8,6,26,21,80.8%,167,8.0,0,26,6.4,2.6,20.9,1
188,Delanie Walker,SFO,28,te,16,4,39,21,53.8%,344,16.4,3,45,8.8,1.3,21.5,1
189,Jonathan Baldwin,KAN,23,wr,15,7,47,20,42.6%,325,16.3,1,57,6.9,1.3,21.7,0
190,Jordan Cameron,CLE,24,te,14,6,40,20,50.0%,226,11.3,1,28,5.7,1.4,16.1,0
191,Toby Gerhart,MIN,25,,16,0,27,20,74.1%,155,7.8,0,21,5.7,1.3,9.7,2
192,Derek Hagan,OAK,28,wr,14,2,36,20,55.6%,259,13.0,0,38,7.2,1.4,18.5,0
193,Santonio Holmes,NYJ,28,wr,4,4,41,20,48.8%,272,13.6,1,38,6.6,5.0,68.0,1
194,Kellen Davis,CHI,27,TE,16,15,44,19,43.2%,229,12.1,2,25,5.2,1.2,14.3,1
195,Shonn Greene,NYJ,27,RB,16,14,30,19,63.3%,151,7.9,0,30,5.0,1.2,9.4,4
196,Rashad Jennings,JAX,27,rb,10,6,26,19,73.1%,130,6.8,0,26,5.0,1.9,13.0,3
197,Damaris Johnson,PHI,23,wr,14,1,31,19,61.3%,256,13.5,0,32,8.3,1.4,18.3,2
198,William Powell,ARI,24,rb,13,1,25,19,76.0%,132,6.9,0,25,5.3,1.5,10.2,2
199,Rueben Randle,NYG,21,wr,16,1,32,19,59.4%,298,15.7,3,56,9.3,1.2,18.6,1
200,Isaac Redman,PIT,28,rb,14,5,23,19,82.6%,244,12.8,0,55,10.6,1.4,17.4,3
201,Robert Turbin,SEA,23,,16,0,23,19,82.6%,181,9.5,0,20,7.9,1.2,11.3,0
202,Michael Turner,ATL,30,RB,16,16,30,19,63.3%,128,6.7,1,60,4.3,1.2,8.0,3
203,Travis Benjamin,CLE,23,wr,14,3,37,18,48.6%,298,16.6,2,69,8.1,1.3,21.3,1
204,Charles Clay,MIA,23,FB/te,14,9,33,18,54.5%,212,11.8,2,31,6.4,1.3,15.1,0
205,Jonathan Dwyer,PIT,23,rb,13,6,25,18,72.0%,106,5.9,0,15,4.2,1.4,8.2,2
206,Braylon Edwards,2TM,29,,13,4,35,18,51.4%,199,11.1,1,19,5.7,1.4,15.3,0
207,Alex Green,GNB,24,rb,12,4,30,18,60.0%,125,6.9,0,19,4.2,1.5,10.4,1
208,Marvin Jones,CIN,22,wr,11,5,32,18,56.3%,201,11.2,1,23,6.3,1.6,18.3,0
209,Anthony McCoy,SEA,25,te,16,5,28,18,64.3%,291,16.2,3,67,10.4,1.1,18.2,0
210,Mike Thomas,2TM,25,,16,4,40,18,45.0%,108,6.0,1,12,2.7,1.1,6.8,1
211,Vick Ballard,IND,22,RB,16,12,27,17,63.0%,152,8.9,1,19,5.6,1.1,9.5,3
212,Jerricho Cotchery,PIT,30,wr,14,2,27,17,63.0%,205,12.1,0,24,7.6,1.2,14.6,0
213,Dwayne Harris,DAL,25,,16,0,31,17,54.8%,222,13.1,1,36,7.2,1.1,13.9,1
214,Will Heller,DET,31,te,16,5,23,17,73.9%,150,8.8,1,19,6.5,1.1,9.4,0
215,,,,,,,,,,,,,,,,,
216,Jeff King,ARI,29,TE,16,12,29,17,58.6%,129,7.6,0,27,4.4,1.1,8.1,0
217,Mohamed Massaquoi,CLE,26,wr,9,5,33,17,51.5%,254,14.9,0,54,7.7,1.9,28.2,0
218,Bilal Powell,NYJ,24,rb,14,2,36,17,47.2%,140,8.2,0,16,3.9,1.2,10.0,0
219,LaRod Stephens-Howling,ARI,25,rb,14,5,30,17,56.7%,106,6.2,0,24,3.5,1.2,7.6,0
220,Jonathan Stewart,CAR,25,rb,9,6,23,17,73.9%,157,9.2,1,30,6.8,1.9,17.4,2
221,Deion Branch,NWE,33,wr,10,4,29,16,55.2%,145,9.1,0,25,5.0,1.6,14.5,0
222,Juron Criner,OAK,23,,12,0,33,16,48.5%,151,9.4,1,17,4.6,1.3,12.6,1
223,Clyde Gates,NYJ,26,wr,11,2,33,16,48.5%,224,14.0,0,42,6.8,1.5,20.4,0
224,Mike Goodson,OAK,25,,12,0,16,16,100.0%,195,12.2,1,64,12.2,1.3,16.3,0
225,Mohamed Sanu,CIN,23,wr,9,3,25,16,64.0%,154,9.6,4,34,6.2,1.8,17.1,0
226,Luke Stocker,TAM,24,TE,16,11,27,16,59.3%,165,10.3,1,33,6.1,1.0,10.3,0
227,Jackie Battle,SDG,29,rb,16,5,15,15,100.0%,108,7.2,1,18,7.2,0.9,6.8,0
228,Cole Beasley,DAL,23,,10,0,24,15,62.5%,128,8.5,0,20,5.3,1.5,12.8,0
229,Will Johnson,PIT,23,fb,16,7,26,15,57.7%,137,9.1,1,26,5.3,0.9,8.6,0
230,John Kuhn,GNB,30,fb,14,3,18,15,83.3%,148,9.9,0,32,8.2,1.1,10.6,0
231,Evan Royster,WAS,25,,16,0,23,15,65.2%,109,7.3,0,25,4.7,0.9,6.8,0
232,Daniel Thomas,MIA,25,,12,0,22,15,68.2%,156,10.4,0,32,7.1,1.3,13.0,3
233,Ramses Barden,NYG,26,wr,12,1,21,14,66.7%,220,15.7,0,31,10.5,1.2,18.3,0
234,Cedric Benson,GNB,30,rb,5,5,15,14,93.3%,97,6.9,0,18,6.5,2.8,19.4,1
235,Jed Collins,NOR,26,fb,15,7,16,14,87.5%,70,5.0,2,12,4.4,0.9,4.7,1
236,Maurice Jones-Drew,JAX,27,rb,6,5,18,14,77.8%,86,6.1,1,13,4.8,2.3,14.3,2
237,Robert Meachem,SDG,28,wr,15,3,32,14,43.8%,207,14.8,2,46,6.5,0.9,13.8,0
238,Chris Rainey,PIT,24,,16,0,22,14,63.6%,60,4.3,0,14,2.7,0.9,3.8,4
239,Brad Smith,BUF,29,wr,15,2,22,14,63.6%,152,10.9,2,35,6.9,0.9,10.1,1
240,Steve Smith,STL,27,wr,9,2,25,14,56.0%,131,9.4,0,25,5.2,1.6,14.6,0
241,Danny Ware,TAM,27,rb,16,1,20,14,70.0%,100,7.1,0,23,5.0,0.9,6.3,0
242,Kyle Williams,SFO,24,wr,11,3,22,14,63.6%,212,15.1,1,57,9.6,1.3,19.3,1
243,Bryce Brown,PHI,21,rb,16,4,19,13,68.4%,56,4.3,0,11,2.9,0.8,3.5,4
244,Jordan Norwood,CLE,26,,2,0,19,13,68.4%,137,10.5,0,27,7.2,6.5,68.5,0
245,Michael Robinson,SEA,29,fb/wr,16,6,15,13,86.7%,126,9.7,2,20,8.4,0.8,7.9,0
246,,,,,,,,,,,,,,,,,
247,Alex Smith,CLE,30,fb,12,2,18,13,72.2%,47,3.6,0,17,2.6,1.1,3.9,0
248,Brandon Tate,CIN,25,wr,16,3,25,13,52.0%,211,16.2,1,44,8.4,0.8,13.2,4
249,Lawrence Vickers,DAL,29,fb,16,6,15,13,86.7%,104,8.0,0,17,6.9,0.8,6.5,0
