,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
203,Rolando McClain,OAK,23,MLB,11,9,,,,,,1,0,0,0,0,1.0,60,37,23,3,2,
204,Aaron Ross,JAX,30,LCB/rcb,14,9,0,0,0,0,3,,,,,,,46,37,9,1,0,
205,Mario Williams,BUF,27,DE,16,16,0,0,0,0,4,2,0,2,0,0,10.5,46,37,9,12,15,
206,Usama Young,CLE,27,FS/ss,13,11,3,44,0,44,7,0,0,1,2,0,1.5,53,37,16,1,2,
207,Jabari Greer,NOR,30,LCB,14,13,3,31,0,28,13,,,,,,,51,36,15,0,0,
208,Sean Lee,DAL,26,lb,6,6,1,0,0,0,3,1,0,0,0,0,,57,36,21,3,1,
209,Corey Liuget,SDG,22,DE,16,16,0,0,0,0,9,0,0,1,0,0,7.0,51,36,15,11,10,
210,C.J. Mosley,JAX,29,DT,16,13,,,,,,1,0,3,0,0,2.5,45,36,9,4,6,
211,Bart Scott,NYJ,32,LB,15,13,1,11,0,11,1,0,0,1,38,0,2.5,60,36,24,9,5,
212,Muhammad Wilkerson,NYJ,23,DE/dt,16,15,0,0,0,0,5,3,0,1,21,1,5.0,69,36,33,7,12,
213,Sam Acho,ARI,24,ROLB,16,16,2,2,0,2,3,2,0,0,0,0,4.0,48,35,13,6,12,
214,Jared Allen*,MIN,30,DE,16,16,0,0,0,0,3,1,0,1,0,0,12.0,45,35,10,17,21,
215,Brandon Browner,SEA,28,RCB,12,12,3,39,0,35,7,3,0,1,0,0,,44,35,9,1,0,
216,,,,,,,,,,,,,,,,,,,,,,,
217,Kavell Conner,IND,25,MLB,14,12,0,0,0,0,4,,,,,,1.0,52,35,17,4,2,
218,Casey Hayward,GNB,23,cb/rcb,16,7,6,81,0,24,20,1,0,0,0,0,,48,35,13,1,1,
219,Michael Johnson,CIN,25,DE,16,15,1,3,0,3,2,0,0,1,0,0,11.5,52,35,17,15,20,
220,Akeem Jordan,PHI,27,lb,14,7,,,,,,2,0,0,0,0,,44,35,9,4,0,
221,Jeremy Mincey,JAX,29,DE,16,16,0,0,0,0,5,2,0,1,0,0,3.0,41,35,6,7,13,
222,Derrick Morgan,TEN,23,DE,16,16,0,0,0,0,5,1,0,1,0,0,6.5,59,35,24,10,23,
223,Calvin Pace,NYJ,32,LB,16,16,0,0,0,0,2,1,0,1,0,0,3.0,55,35,20,7,6,
224,Jimmy Wilson,MIA,26,db/s,15,4,0,0,0,0,4,1,0,0,0,0,2.0,40,35,5,3,3,
225,Lorenzo Alexander*,WAS,29,,16,0,,,,,,0,0,1,7,0,2.5,46,34,12,3,12,
226,Tyson Alualu,JAX,25,de/DT,16,16,0,0,0,0,1,0,0,1,0,0,3.5,45,34,11,3,4,
227,Connor Barwin,HOU,26,LB,16,16,0,0,0,0,6,0,0,1,0,0,3.0,43,34,9,12,16,1
228,Michael Bennett,TAM,27,DE,16,16,0,0,0,0,3,3,0,0,0,0,9.0,41,34,7,18,18,
229,Ahmad Brooks,SFO,28,LB,16,16,1,50,1,50,6,2,0,0,0,0,6.5,46,34,12,12,15,
230,Jurrell Casey,TEN,23,DT/ldt/rdt,16,16,,,,,,2,0,0,0,0,3.0,54,34,20,6,7,
231,Alfonzo Dennard,NWE,23,lcb/rcb/s,10,7,3,95,1,87,8,1,0,0,0,0,,35,34,1,2,0,
232,Carlos Dunlap,CIN,23,de,14,1,1,14,1,14,3,4,0,3,2,0,6.0,41,34,7,8,12,
233,Quentin Groves,ARI,28,lolb,16,7,,,,,,1,0,0,0,0,4.0,41,34,7,3,7,
234,Asante Samuel,ATL,31,CB/lcb,15,15,5,110,1,79,17,,,,,,,36,34,2,0,0,
235,Courtney Upshaw,BAL,23,LB,16,9,0,0,0,0,1,1,0,2,5,0,1.5,55,34,21,8,3,
236,Jovan Belcher,KAN,25,LILB,11,10,0,0,0,0,1,,,,,,,38,33,5,2,0,
237,Keith Brooking,DEN,37,lb/MLB,16,14,,,,,,1,0,0,0,0,1.0,54,33,21,1,1,
238,A.J. Jefferson,MIN,24,cb/rcb,15,7,0,0,0,0,5,0,1,1,-2,0,,36,33,3,0,0,
239,Linval Joseph,NYG,24,dt/LDT,16,16,,,,,,1,0,2,16,0,4.0,59,33,26,5,7,
240,Rocky McIntosh,STL,30,LB,16,9,1,34,0,34,1,,,,,,1.0,44,33,11,4,1,
241,Haloti Ngata*,BAL,28,DT,14,14,0,0,0,0,1,,,,,,5.0,51,33,18,7,14,
242,Shaun Phillips,SDG,31,LB,16,16,0,0,0,0,3,2,0,3,0,1,9.5,50,33,17,11,14,1
243,Jerraud Powers,IND,25,RCB,8,8,1,0,0,0,8,,,,,,,40,33,7,2,0,
244,Will Smith,NOR,31,DE,16,16,0,0,0,0,1,,,,,,6.0,58,33,25,10,19,
245,Aqib Talib,2TM,26,,10,9,2,59,1,59,10,0,0,1,0,0,,40,33,7,1,0,
