,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
250,Andre Ellington,ARI,26,rb,10,3,24,15,62.5%,148,9.9,0,32,6.2,1.5,14.8,1
251,Jeremy Hill,CIN,23,RB,16,15,19,15,78.9%,79,5.3,1,14,4.2,0.9,4.9,3
252,Marqise Lee,JAX,24,wr,10,1,32,15,46.9%,191,12.7,1,30,6.0,1.5,19.1,0
253,Ty Montgomery,GNB,22,wr,6,3,19,15,78.9%,136,9.1,2,31,7.2,2.5,22.7,0
254,Marlon Brown,BAL,24,wr,10,2,30,14,46.7%,112,8.0,0,22,3.7,1.4,11.2,0
255,Clay Harbor,JAX,28,te,15,3,20,14,70.0%,149,10.6,1,26,7.5,0.9,9.9,0
256,Andre Holmes,OAK,27,wr,16,1,33,14,42.4%,201,14.4,4,49,6.1,0.9,12.6,0
257,Darius Jennings,CLE,23,wr,4,1,21,14,66.7%,117,8.4,0,16,5.6,3.5,29.3,1
258,Keith Mumphery,HOU,23,wr,16,3,32,14,43.8%,129,9.2,0,26,4.0,0.9,8.1,3
259,Bishop Sankey,TEN,23,rb,13,3,22,14,63.6%,139,9.9,1,30,6.3,1.1,10.7,2
260,Jaelen Strong,HOU,21,wr,10,1,24,14,58.3%,161,11.5,3,42,6.7,1.4,16.1,0
261,Miles Austin,PHI,31,wr,11,1,31,13,41.9%,224,17.2,1,39,7.2,1.2,20.4,0
262,Patrick DiMarco*,ATL,26,fb/rb,16,8,17,13,76.5%,110,8.5,2,19,6.5,0.8,6.9,0
263,Aaron Dobson,NWE,24,wr,8,3,21,13,61.9%,141,10.8,0,24,6.7,1.6,17.6,0
264,Bruce Ellington,SFO,24,,13,0,19,13,68.4%,153,11.8,0,44,8.1,1.0,11.8,3
265,Cooper Helfet,SEA,26,te,13,2,22,13,59.1%,130,10.0,0,20,5.9,1.0,10.0,0
266,Marshawn Lynch,SEA,29,rb,7,6,21,13,61.9%,80,6.2,0,19,3.8,1.9,11.4,0
267,Bradley Marquez,STL,23,wr,16,1,22,13,59.1%,88,6.8,0,14,4.0,0.8,5.5,1
268,Chris Matthews,2TM,26,,13,0,25,13,52.0%,151,11.6,1,21,6.0,1.0,11.6,0
269,Branden Oliver,SDG,24,rb,8,1,15,13,86.7%,112,8.6,0,17,7.5,1.6,14.0,0
270,Wes Welker,STL,34,,8,0,22,13,59.1%,102,7.8,0,14,4.6,1.6,12.8,0
271,Stedman Bailey,STL,25,wr,8,3,25,12,48.0%,182,15.2,1,68,7.3,1.5,22.8,0
272,Brice Butler,DAL,25,wr,7,2,26,12,46.2%,258,21.5,0,67,9.9,1.7,36.9,0
273,Jack Doyle,IND,25,te,16,2,14,12,85.7%,72,6.0,1,19,5.1,0.8,4.5,0
274,Chris Gragg,BUF,25,te,13,4,20,12,60.0%,150,12.5,0,29,7.5,0.9,11.5,0
275,Virgil Green,DEN,27,fb/te,16,5,15,12,80.0%,173,14.4,1,32,11.5,0.8,10.8,0
276,Tim Hightower,NOR,29,rb,8,3,13,12,92.3%,129,10.8,0,27,9.9,1.5,16.1,0
277,,,,,,,,,,,,,,,,,
278,Brandon Myers,TAM,30,fb/te,11,6,17,12,70.6%,127,10.6,0,17,7.5,1.1,11.5,0
279,Lee Smith,OAK,28,TE,15,15,13,12,92.3%,70,5.8,1,17,5.4,0.8,4.7,0
280,Craig Stevens,TEN,31,TE,16,11,16,12,75.0%,121,10.1,2,27,7.6,0.8,7.6,0
281,Adam Thielen,MIN,25,wr,16,2,18,12,66.7%,144,12.0,0,30,8.0,0.8,9.0,0
282,Fozzy Whittaker,CAR,26,rb,15,1,15,12,80.0%,64,5.3,0,15,4.3,0.8,4.3,0
283,Jaron Brown,ARI,25,,16,0,23,11,47.8%,144,13.1,1,39,6.3,0.7,9.0,0
284,Donteea Dye,TAM,22,wr,10,6,30,11,36.7%,132,12.0,1,44,4.4,1.1,13.2,1
285,Rhett Ellison,MIN,27,TE,15,9,19,11,57.9%,124,11.3,1,41,6.5,0.7,8.3,0
286,Michael Hoomanawanui,2TM,27,,14,8,16,11,68.8%,76,6.9,3,19,4.8,0.8,5.4,1
287,Carlos Hyde,SFO,25,rb,7,7,15,11,73.3%,53,4.8,0,11,3.5,1.6,7.6,1
288,Tyler Kroft,CIN,23,te,16,6,15,11,73.3%,129,11.7,1,22,8.6,0.7,8.1,0
289,Cameron Meredith,CHI,23,,11,0,16,11,68.8%,120,10.9,0,22,7.5,1.0,10.9,0
290,JJ Nelson,ARI,23,wr,11,2,27,11,40.7%,299,27.2,2,64,11.1,1.0,27.2,1
291,Justin Perillo,GNB,24,,9,0,13,11,84.6%,102,9.3,1,24,7.8,1.2,11.3,0
292,Andre Roberts,WAS,27,,9,0,21,11,52.4%,135,12.3,0,38,6.4,1.2,15.0,0
293,Karlos Williams,BUF,22,fb/rb,11,3,14,11,78.6%,96,8.7,2,26,6.9,1.0,8.7,2
294,Ahmad Bradshaw,IND,29,,6,0,14,10,71.4%,64,6.4,3,10,4.6,1.7,10.7,0
295,Rex Burkhead,CIN,25,,16,0,15,10,66.7%,94,9.4,1,27,6.3,0.6,5.9,1
296,Andre Caldwell,DEN,30,,14,0,22,10,45.5%,72,7.2,2,24,3.3,0.7,5.1,0
297,T.J. Jones,DET,23,,10,0,18,10,55.6%,132,13.2,1,29,7.3,1.0,13.2,2
298,Bruce Miller,SFO,28,fb,16,5,14,10,71.4%,135,13.5,0,52,9.6,0.6,8.4,0
299,Alfred Morris,WAS,27,RB,16,16,13,10,76.9%,55,5.5,0,12,4.2,0.6,3.4,0
300,Louis Murphy,TAM,28,wr,6,1,18,10,55.6%,198,19.8,0,54,11.0,1.7,33.0,0
301,John Phillips,SDG,28,te,16,5,11,10,90.9%,69,6.9,1,15,6.3,0.6,4.3,0
302,MyCole Pruitt,MIN,23,te,16,3,16,10,62.5%,89,8.9,0,32,5.6,0.6,5.6,0
303,Brian Quick,STL,26,wr,13,3,32,10,31.3%,102,10.2,0,37,3.2,0.8,7.8,0
304,Joseph Randle,DAL,24,rb,6,6,10,10,100.0%,86,8.6,0,25,8.6,1.7,14.3,1
305,Jared Abbrederis,GNB,25,,9,0,16,9,56.3%,111,12.3,0,32,6.9,1.0,12.3,1
306,Kenjon Barner,PHI,25,,11,0,12,9,75.0%,22,2.4,0,12,1.8,0.8,2.0,1
307,Brenton Bersin,CAR,25,wr,9,2,11,9,81.8%,119,13.2,0,30,10.8,1.0,13.2,1
308,,,,,,,,,,,,,,,,,
309,James Hanna,DAL,26,te,14,7,14,9,64.3%,79,8.8,0,17,5.6,0.6,5.6,0
310,DuJuan Harris,2TM,27,,4,1,14,9,64.3%,97,10.8,0,31,6.9,2.3,24.3,1
311,Roy Helu,OAK,27,,9,0,16,9,56.3%,75,8.3,1,15,4.7,1.0,8.3,0
312,Dan Herron,2TM,26,,10,0,10,9,90.0%,47,5.2,0,9,4.7,0.9,4.7,1
313,Charles Johnson,MIN,26,wr,11,4,13,9,69.2%,127,14.1,0,35,9.8,0.8,11.5,0
314,Jamize Olawale,OAK,26,fb,14,3,11,9,81.8%,84,9.3,0,15,7.6,0.6,6.0,0
315,Thomas Rawls,SEA,22,rb,13,7,11,9,81.8%,76,8.4,1,31,6.9,0.7,5.8,1
316,Jeremy Ross,2TM,27,,11,0,14,9,64.3%,88,9.8,0,18,6.3,0.8,8.0,4
317,Devin Smith,NYJ,23,wr,10,3,28,9,32.1%,115,12.8,1,22,4.1,0.9,11.5,1
318,Zac Stacy,NYJ,24,,8,0,12,9,75.0%,65,7.2,0,16,5.4,1.1,8.1,0
319,Luke Stocker,TAM,27,TE,14,13,13,9,69.2%,61,6.8,1,14,4.7,0.6,4.4,0
320,Pierre Thomas,2TM,31,,5,0,11,9,81.8%,84,9.3,0,15,7.6,1.8,16.8,0
321,Terron Ward,ATL,23,,13,0,13,9,69.2%,73,8.1,0,18,5.6,0.7,5.6,0
322,Tim Wright,DET,25,te,9,1,16,9,56.3%,77,8.6,2,26,4.8,1.0,8.6,0
323,Donald Brown,SDG,28,rb,9,2,13,8,61.5%,88,11.0,0,31,6.8,0.9,9.8,1
324,Chase Coffman,2TM,29,,2,0,11,8,72.7%,71,8.9,1,16,6.5,4.0,35.5,0
325,Jerome Cunningham,NYG,24,fb/te,9,3,16,8,50.0%,59,7.4,0,16,3.7,0.9,6.6,0
326,Gavin Escobar,DAL,24,te,14,4,13,8,61.5%,64,8.0,1,22,4.9,0.6,4.6,1
327,Kendall Gaskins,SFO,25,,9,0,10,8,80.0%,69,8.6,0,16,6.9,0.9,7.7,0
328,Ryan Hewitt,CIN,24,RB/te,15,12,12,8,66.7%,99,12.4,0,22,8.3,0.5,6.6,0
329,Jesse James,PIT,21,te,8,2,11,8,72.7%,56,7.0,1,20,5.1,1.0,7.0,0
330,Rashad Ross,WAS,25,,13,0,13,8,61.5%,184,23.0,1,71,14.2,0.6,14.2,0
331,Jay Ajayi,MIA,22,,9,0,11,7,63.6%,90,12.9,0,20,8.2,0.8,10.0,0
332,Mike Davis,SFO,22,,6,0,13,7,53.8%,38,5.4,0,11,2.9,1.2,6.3,0
333,Jonas Gray,2TM,25,,8,0,8,7,87.5%,76,10.9,0,25,9.5,0.9,9.5,0
334,Demetrius Harris,KAN,24,TE,16,9,11,7,63.6%,74,10.6,1,25,6.7,0.4,4.6,0
335,Taiwan Jones,OAK,27,,12,0,9,7,77.8%,106,15.1,1,59,11.8,0.6,8.8,2
336,Marlon Moore,CLE,28,wr,14,2,10,7,70.0%,81,11.6,1,20,8.1,0.5,5.8,0
337,Hakeem Nicks,NYG,27,wr,6,2,14,7,50.0%,54,7.7,0,19,3.9,1.2,9.0,0
338,Brandon Pettigrew,DET,30,TE,8,8,15,7,46.7%,67,9.6,1,21,4.5,0.9,8.4,0
339,,,,,,,,,,,,,,,,,
340,Devin Street,DAL,24,wr,14,2,13,7,53.8%,114,16.3,1,25,8.8,0.5,8.1,1
341,Levine Toilolo,ATL,24,TE,16,15,12,7,58.3%,44,6.3,0,11,3.7,0.4,2.8,0
342,Robert Turbin,2TM,26,,10,0,10,7,70.0%,23,3.3,0,15,2.3,0.7,2.3,0
343,Myles White,NYG,25,,12,0,20,7,35.0%,88,12.6,1,28,4.4,0.6,7.3,0
344,LeGarrette Blount,NWE,29,rb,12,6,7,6,85.7%,43,7.2,1,14,6.1,0.5,3.6,1
345,Daniel Brown,BAL,23,wr,6,1,11,6,54.5%,64,10.7,0,31,5.8,1.0,10.7,0
346,Michael Burton,DET,23,fb/te,16,7,6,6,100.0%,39,6.5,1,12,6.5,0.4,2.4,0
347,Anthony Dixon,BUF,28,rb,16,1,7,6,85.7%,44,7.3,0,14,6.3,0.4,2.8,0
348,Jim Dray,CLE,29,fb/TE,16,10,16,6,37.5%,61,10.2,0,18,3.8,0.4,3.8,0
349,Daniel Fells,NYG,32,te,2,1,7,6,85.7%,60,10.0,0,23,8.6,3.0,30.0,0
350,Mike Gillislee,BUF,25,rb,5,1,7,6,85.7%,29,4.8,0,14,4.1,1.2,5.8,1
351,Jarryd Hayne,SFO,27,rb,8,1,7,6,85.7%,27,4.5,0,7,3.9,0.8,3.4,3
352,Akeem Hunt,HOU,22,rb,7,1,10,6,60.0%,39,6.5,0,27,3.9,0.9,5.6,0
353,Chris Johnson,ARI,30,RB,11,9,13,6,46.2%,58,9.7,0,40,4.5,0.5,5.3,2
354,John Kuhn*,GNB,33,fb,16,6,10,6,60.0%,56,9.3,0,19,5.6,0.4,3.5,0
355,Cody Latimer,DEN,23,wr,14,1,11,6,54.5%,59,9.8,1,15,5.4,0.4,4.2,0
356,Zach Line,MIN,25,fb/te,16,5,9,6,66.7%,95,15.8,1,49,10.6,0.4,5.9,0
357,James O'Shaughnessy,KAN,23,te,7,3,9,6,66.7%,87,14.5,0,30,9.7,0.9,12.4,0
358,Chris Owusu,NYJ,25,wr,3,2,13,6,46.2%,80,13.3,0,43,6.2,2.0,26.7,0
359,Josh Robinson,IND,23,,5,0,6,6,100.0%,33,5.5,0,9,5.5,1.2,6.6,1
360,Juwan Thompson,DEN,23,fb,15,1,9,6,66.7%,51,8.5,0,16,5.7,0.4,3.4,0
361,Spencer Ware,KAN,24,rb,11,2,6,6,100.0%,5,0.8,0,5,0.8,0.5,0.5,0
362,Lucky Whitehead,DAL,23,wr,15,1,8,6,75.0%,16,2.7,0,8,2.0,0.4,1.1,1
363,Darrel Young,WAS,28,fb,16,3,6,6,100.0%,22,3.7,0,8,3.7,0.4,1.4,1
364,Cameron Artis-Payne,CAR,25,,7,0,5,5,100.0%,58,11.6,0,20,11.6,0.7,8.3,0
365,Dwayne Bowe,CLE,31,,7,0,13,5,38.5%,53,10.6,0,16,4.1,0.7,7.6,0
366,Michael Campanaro,BAL,24,,4,0,6,5,83.3%,35,7.0,0,11,5.8,1.3,8.8,0
367,Jeff Cumberland,NYJ,28,te,15,6,14,5,35.7%,77,15.4,0,44,5.5,0.3,5.1,0
368,Jalston Fowler,TEN,25,,16,0,6,5,83.3%,44,8.8,1,19,7.3,0.3,2.8,0
369,Cory Harkey,STL,25,fb/te,16,6,6,5,83.3%,26,5.2,0,12,4.3,0.3,1.6,0
370,,,,,,,,,,,,,,,,,
371,Austin Johnson,NOR,26,fb,10,1,8,5,62.5%,30,6.0,0,12,3.8,0.5,3.0,0
372,Preston Parker,NYG,28,wr,2,1,12,5,41.7%,43,8.6,0,15,3.6,2.5,21.5,0
373,Jerome Simpson,SFO,29,wr,5,1,19,5,26.3%,54,10.8,1,16,2.8,1.0,10.8,0
374,Jake Stoneburner,MIA,26,te,11,1,5,5,100.0%,47,9.4,2,13,9.4,0.5,4.3,0
375,Lorenzo Taliaferro,BAL,24,,3,0,5,5,100.0%,29,5.8,0,11,5.8,1.7,9.7,0
376,Zurlon Tipton,IND,25,,10,0,8,5,62.5%,57,11.4,0,27,7.1,0.5,5.7,0
377,Tommy Bohanon,NYJ,25,fb,16,4,8,4,50.0%,56,14.0,0,23,7.0,0.3,3.5,0
378,Reggie Bush,SFO,30,rb,5,1,10,4,40.0%,19,4.8,0,8,1.9,0.8,3.8,0
379,Corey Fuller,DET,25,,12,0,9,4,44.4%,76,19.0,0,48,8.4,0.3,6.3,1
380,Garrett Graham,HOU,29,fb/te,8,2,19,4,21.1%,30,7.5,1,9,1.6,0.5,3.8,0
381,T.J. Graham,NOR,26,,4,1,4,4,100.0%,24,6.0,0,18,6.0,1.0,6.0,0
382,Rob Housler,2TM,27,,10,0,7,4,57.1%,33,8.3,0,12,4.7,0.4,3.3,0
383,Malcolm Johnson,CLE,23,fb,12,5,6,4,66.7%,15,3.8,0,8,2.5,0.3,1.3,0
384,Ricardo Lockette,SEA,29,,8,0,7,4,57.1%,69,17.3,1,40,9.9,0.5,8.6,0
385,Troy Niklas,ARI,23,te,16,3,4,4,100.0%,33,8.3,2,13,8.3,0.3,2.1,0
386,Andrew Quarless,GNB,27,te,5,1,5,4,80.0%,31,7.8,0,13,6.2,0.8,6.2,0
387,Stevan Ridley,NYJ,26,rb,9,1,5,4,80.0%,-2,-0.5,0,3,-0.4,0.4,-0.2,0
388,Anthony Sherman,KAN,27,fb,16,2,5,4,80.0%,34,8.5,0,18,6.8,0.3,2.1,0
389,Terrance West,2TM,24,,8,0,5,4,80.0%,21,5.3,0,8,4.2,0.5,2.6,2
390,Trey Burton,PHI,24,,16,0,4,3,75.0%,54,18.0,0,43,13.5,0.2,3.4,0
391,Ka'Deem Carey,CHI,23,rb,10,1,3,3,100.0%,19,6.3,1,11,6.3,0.3,1.9,1
392,Orleans Darkwa,NYG,23,,16,0,5,3,60.0%,31,10.3,0,15,6.2,0.2,1.9,0
393,Kellen Davis,NYJ,30,fb/te,16,9,11,3,27.3%,18,6.0,1,9,1.6,0.2,1.1,0
394,Toby Gerhart,JAX,28,rb,7,1,5,3,60.0%,23,7.7,0,8,4.6,0.4,3.3,0
395,Matt LaCosse,NYG,23,,2,0,3,3,100.0%,22,7.3,0,10,7.3,1.5,11.0,0
396,Christine Michael,2TM,25,,8,2,6,3,50.0%,16,5.3,0,11,2.7,0.4,2.0,0
397,Tony Moeaki,ATL,28,,10,0,5,3,60.0%,58,19.3,1,42,11.6,0.3,5.8,0
398,Bernard Pierce,JAX,24,,7,0,5,3,60.0%,7,2.3,0,6,1.4,0.4,1.0,0
399,Bobby Rainey,TAM,28,,16,0,3,3,100.0%,16,5.3,0,8,5.3,0.2,1.0,8
400,Greg Salas,BUF,27,,2,0,5,3,60.0%,41,13.7,0,20,8.2,1.5,20.5,0
401,,,,,,,,,,,,,,,,,
402,Russell Shepard,TAM,25,wr,13,2,9,3,33.3%,28,9.3,1,18,3.1,0.2,2.2,0
403,Kevin Smith,SEA,24,wr,7,1,5,3,60.0%,43,14.3,0,21,8.6,0.4,6.1,0
404,Phillip Supernaw,TEN,25,te,16,1,4,3,75.0%,32,10.7,0,16,8.0,0.2,2.0,1
405,Michael Williams,NWE,25,rb/te/wr,15,9,6,3,50.0%,26,8.7,0,15,4.3,0.2,1.7,0
406,Chandler Worthy,HOU,22,,3,0,4,3,75.0%,14,4.7,0,12,3.5,1.0,4.7,1
407,Tyson Alualu,JAX,28,DT,16,14,3,2,66.7%,19,9.5,0,16,6.3,0.1,1.2,0
408,Tevin Coleman,ATL,22,rb,12,3,11,2,18.2%,14,7.0,0,10,1.3,0.2,1.2,3
409,B.J. Daniels,2TM,27,,8,0,2,2,100.0%,18,9.0,0,12,9.0,0.3,2.3,0
410,Geremy Davis,NYG,23,,10,0,3,2,66.7%,21,10.5,0,16,7.0,0.2,2.1,0
411,Knile Davis,KAN,24,,14,0,3,2,66.7%,24,12.0,0,12,8.0,0.1,1.7,0
412,Marquise Goodwin,BUF,25,,2,0,2,2,100.0%,24,12.0,0,14,12.0,1.0,12.0,0
413,Corey Grant,JAX,24,,6,0,3,2,66.7%,13,6.5,0,8,4.3,0.3,2.2,1
414,Jeff Janis,GNB,24,,16,0,12,2,16.7%,79,39.5,0,46,6.6,0.1,4.9,0
415,Will Johnson,PIT,26,fb,16,4,4,2,50.0%,16,8.0,0,11,4.0,0.1,1.0,0
416,Jonathan Krause,PHI,23,,2,0,4,2,50.0%,11,5.5,0,7,2.8,1.0,5.5,0
417,Jorvorskie Lane,TAM,28,fb,16,6,2,2,100.0%,13,6.5,0,8,6.5,0.1,0.8,0
418,Tre McBride,TEN,23,,7,0,4,2,50.0%,8,4.0,1,7,2.0,0.3,1.1,0
419,Roosevelt Nix,PIT,23,fb,15,4,3,2,66.7%,16,8.0,0,10,5.3,0.1,1.1,0
420,Cordarrelle Patterson,MIN,24,wr,16,1,2,2,100.0%,10,5.0,0,9,5.0,0.1,0.6,1
421,Matt Spaeth,PIT,32,te,13,7,3,2,66.7%,10,5.0,0,6,3.3,0.2,0.8,0
422,Brandon Tate,CIN,28,,16,0,3,2,66.7%,59,29.5,1,55,19.7,0.1,3.7,1
423,Deonte Thompson,CHI,26,,7,0,3,2,66.7%,81,40.5,0,45,27.0,0.3,11.6,0
424,Andrew Turzilli,TEN,24,,3,0,2,2,100.0%,25,12.5,0,18,12.5,0.7,8.3,0
425,Darren Waller,BAL,23,wr,6,1,6,2,33.3%,18,9.0,0,17,3.0,0.3,3.0,0
426,DeAndrew White,SFO,24,,4,0,2,2,100.0%,18,9.0,0,10,9.0,0.5,4.5,1
427,Kerwynn Williams,ARI,24,,6,0,2,2,100.0%,16,8.0,0,12,8.0,0.3,2.7,1
428,Tyrell Williams,SDG,23,,4,0,5,2,40.0%,90,45.0,1,80,18.0,0.5,22.5,0
429,Zach Zenner,DET,24,rb,6,1,3,2,66.7%,11,5.5,0,7,3.7,0.3,1.8,0
430,Seyi Ajirotutu,PHI,28,,13,0,3,1,33.3%,4,4.0,0,4,1.3,0.1,0.3,0
431,Mario Alford,CIN,23,,1,0,1,1,100.0%,15,15.0,0,15,15.0,1.0,15.0,0
432,,,,,,,,,,,,,,,,,
433,E.J. Bibbs,CLE,24,,7,0,2,1,50.0%,7,7.0,0,7,3.5,0.1,1.0,0
434,Tom Brady*,NWE,38,QB,16,16,1,1,100.0%,36,36.0,0,36,36.0,0.1,2.3,6
435,Malcolm Brown,STL,22,,1,0,1,1,100.0%,-2,-2.0,0,-2,-2.0,1.0,-2.0,0
436,Vincent Brown,SDG,26,,1,0,2,1,50.0%,22,22.0,0,22,11.0,1.0,22.0,0
437,Asante Cleveland,NWE,23,te,4,1,1,1,100.0%,1,1.0,0,1,1.0,0.3,0.3,0
438,Tyler Clutts,DAL,31,fb,16,5,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.3,0
439,Sammie Coates,PIT,22,,7,0,2,1,50.0%,11,11.0,0,11,5.5,0.1,1.6,0
440,David Cobb,TEN,22,rb,7,1,2,1,50.0%,-2,-2.0,0,-2,-1.0,0.1,-0.3,0
441,Derrick Coleman,SEA,25,fb/rb,14,3,1,1,100.0%,0,0.0,0,0,0.0,0.1,0.0,0
442,Cody Davis,STL,26,,16,0,2,1,50.0%,20,20.0,0,20,10.0,0.1,1.3,1
443,Marcus Easley,BUF,28,,13,0,3,1,33.3%,58,58.0,1,58,19.3,0.1,4.5,0
444,Ben Edwards,NYG,23,,2,0,2,1,50.0%,9,9.0,0,9,4.5,0.5,4.5,0
445,Jerome Felton,BUF,29,FB,16,8,2,1,50.0%,12,12.0,0,12,6.0,0.1,0.8,0
446,Jake Fisher,CIN,22,te,14,1,5,1,20.0%,31,31.0,0,31,6.2,0.1,2.2,0
447,Ereck Flowers,NYG,21,T,15,15,1,1,100.0%,-11,-11.0,0,-11,-11.0,0.1,-0.7,0
448,Brittan Golden,ARI,27,,16,0,1,1,100.0%,5,5.0,0,5,5.0,0.1,0.3,1
449,MarQueis Gray,BUF,26,,4,0,1,1,100.0%,2,2.0,0,2,2.0,0.3,0.5,0
450,Chris Harper,NWE,22,,5,0,3,1,33.3%,6,6.0,0,6,2.0,0.2,1.2,1
451,Mike Iupati*,ARI,28,LG,13,13,1,1,100.0%,10,10.0,0,10,10.0,0.1,0.8,0
452,Steven Jackson,NWE,32,rb,2,1,1,1,100.0%,20,20.0,0,20,20.0,0.5,10.0,0
453,Nic Jacobs,JAX,24,te,11,3,3,1,33.3%,6,6.0,0,6,2.0,0.1,0.5,0
454,David Johnson,SDG,28,te,16,4,2,1,50.0%,4,4.0,0,4,2.0,0.1,0.3,1
455,Wesley Johnson,NYJ,24,c,10,1,1,1,100.0%,-5,-5.0,0,-5,-5.0,0.1,-0.5,0
456,Kendall Lamm,HOU,23,t/te,15,4,1,1,100.0%,7,7.0,0,7,7.0,0.1,0.5,0
457,Khari Lee,CHI,23,te,16,7,3,1,33.3%,7,7.0,0,7,2.3,0.1,0.4,0
458,Brian Leonhardt,SFO,25,,4,0,1,1,100.0%,4,4.0,0,4,4.0,0.3,1.0,0
459,Terrence Magee,BAL,22,,3,0,1,1,100.0%,2,2.0,0,2,2.0,0.3,0.7,0
460,Marcus Mariota,TEN,22,QB,12,12,1,1,100.0%,41,41.0,1,41,41.0,0.1,3.4,10
461,Matthew Mulligan,BUF,30,te,12,5,1,1,100.0%,2,2.0,0,2,2.0,0.1,0.2,0
462,Tyler Murphy,PIT,23,,2,0,1,1,100.0%,16,16.0,0,16,16.0,0.5,8.0,0
463,,,,,,,,,,,,,,,,,
464,Nick O'Leary,BUF,23,,4,0,3,1,33.3%,37,37.0,0,37,12.3,0.3,9.3,0
465,Brian Parker,KAN,23,,9,0,2,1,50.0%,6,6.0,0,6,3.0,0.1,0.7,0
466,Donald Penn,OAK,32,T,16,16,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.2,0
467,Terrelle Pryor,CLE,26,wr,3,2,8,1,12.5%,42,42.0,0,42,5.3,0.3,14.0,0
468,Paul Richardson,SEA,23,,1,0,1,1,100.0%,40,40.0,0,40,40.0,1.0,40.0,0
469,Aaron Ripkowski,GNB,23,,15,0,1,1,100.0%,18,18.0,0,18,18.0,0.1,1.2,0
470,Jacquizz Rodgers,CHI,25,,5,0,3,1,33.3%,10,10.0,0,10,3.3,0.2,2.0,0
471,Scott Simonson,CAR,23,,9,0,1,1,100.0%,10,10.0,0,10,10.0,0.1,1.1,0
472,Rod Smith,2TM,23,,11,0,2,1,50.0%,6,6.0,0,6,3.0,0.1,0.5,0
473,Matthew Stafford,DET,27,QB,16,16,1,1,100.0%,-6,-6.0,0,-6,-6.0,0.1,-0.4,4
474,Rod Streater,OAK,27,,1,0,1,1,100.0%,8,8.0,0,8,8.0,1.0,8.0,0
475,Geoff Swaim,DAL,22,te,4,1,1,1,100.0%,0,0.0,0,0,0.0,0.3,0.0,0
476,Ryan Tannehill,MIA,27,QB,16,16,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.6,10
477,Stepfan Taylor,ARI,24,,16,0,3,1,33.3%,4,4.0,0,4,1.3,0.1,0.3,0
478,Tyrod Taylor*,BUF,26,QB/wr,14,14,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.3,9
479,Will Tukuafu,SEA,31,fb,14,1,1,1,100.0%,7,7.0,1,7,7.0,0.1,0.5,1
480,C.J. Uzomah,CIN,22,,5,0,1,1,100.0%,4,4.0,0,4,4.0,0.2,0.8,0
481,Tyler Varga,IND,22,,3,0,2,1,50.0%,18,18.0,0,18,9.0,0.3,6.0,0
482,Eric Weems,ATL,30,,16,0,1,1,100.0%,11,11.0,0,11,11.0,0.1,0.7,0
483,Andre Williams,NYG,23,,16,0,3,1,33.3%,7,7.0,0,7,2.3,0.1,0.4,0
484,Kasen Williams,SEA,23,,2,0,1,1,100.0%,8,8.0,0,8,8.0,0.5,4.0,0
485,Cierre Wood,BUF,24,,2,0,1,1,100.0%,-6,-6.0,0,-6,-6.0,0.5,-3.0,0
