,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
112,Brandon LaFell,NWE,29,wr,11,7,74,37,50.0%,515,13.9,0,54,7.0,3.4,46.8,0
113,Eddie Royal,CHI,29,WR,9,9,50,37,74.0%,238,6.4,1,30,4.8,4.1,26.4,0
114,Kenny Britt,STL,27,WR,16,14,72,36,50.0%,681,18.9,3,60,9.5,2.3,42.6,0
115,Harry Douglas,TEN,31,WR,14,12,72,36,50.0%,411,11.4,2,51,5.7,2.6,29.4,2
116,Dwayne Harris,NYG,28,fb/wr,15,6,57,36,63.2%,396,11.0,4,38,6.9,2.4,26.4,3
117,Chris Hogan,BUF,28,wr,16,4,59,36,61.0%,450,12.5,2,46,7.6,2.3,28.1,0
118,David Johnson,ARI,24,rb,16,5,57,36,63.2%,457,12.7,4,55,8.0,2.3,28.6,4
119,Dion Lewis,NWE,25,rb,7,6,50,36,72.0%,388,10.8,2,40,7.8,5.1,55.4,2
120,Kendall Wright,TEN,26,WR,10,9,60,36,60.0%,408,11.3,3,52,6.8,3.6,40.8,0
121,T.J. Yeldon,JAX,22,RB,12,12,46,36,78.3%,279,7.8,1,67,6.1,3.0,23.3,0
122,,,,,,,,,,,,,,,,,
123,Jordan Cameron,MIA,27,TE,16,16,70,35,50.0%,386,11.0,3,29,5.5,2.2,24.1,1
124,Dontrelle Inman,SDG,26,wr,14,7,63,35,55.6%,486,13.9,3,68,7.7,2.5,34.7,2
125,Chris Thompson,WAS,25,,13,0,48,35,72.9%,240,6.9,2,23,5.0,2.7,18.5,2
126,Albert Wilson,KAN,23,WR,14,12,57,35,61.4%,451,12.9,2,44,7.9,2.5,32.2,0
127,Frank Gore,IND,32,RB,16,16,58,34,58.6%,267,7.9,1,34,4.6,2.1,16.7,4
128,Zach Miller,CHI,31,fb/TE,15,14,46,34,73.9%,439,12.9,5,87,9.5,2.3,29.3,0
129,C.J. Spiller,NOR,28,rb,13,2,44,34,77.3%,239,7.0,2,80,5.4,2.6,18.4,1
130,Jarius Wright,MIN,26,wr,16,3,50,34,68.0%,442,13.0,0,52,8.8,2.1,27.6,1
131,Crockett Gillmore,BAL,24,TE,10,10,47,33,70.2%,412,12.5,4,46,8.8,3.3,41.2,0
132,Melvin Gordon,SDG,22,RB,14,13,37,33,89.2%,192,5.8,0,18,5.2,2.4,13.7,6
133,Vincent Jackson,TAM,32,WR,10,9,62,33,53.2%,543,16.5,3,36,8.8,3.3,54.3,0
134,Doug Martin*+,TAM,26,RB,16,16,44,33,75.0%,271,8.2,1,25,6.2,2.1,16.9,5
135,Mohamed Sanu,CIN,26,wr,16,4,49,33,67.3%,394,11.9,0,52,8.0,2.1,24.6,2
136,Torrey Smith,SFO,26,WR,16,12,62,33,53.2%,663,20.1,4,76,10.7,2.1,41.4,0
137,Dorial Green-Beckham,TEN,22,wr,16,5,67,32,47.8%,549,17.2,4,47,8.2,2.0,34.3,0
138,Fred Jackson,SEA,34,,16,0,41,32,78.0%,257,8.0,2,26,6.3,2.0,16.1,1
139,LeSean McCoy*,BUF,27,RB,12,12,50,32,64.0%,292,9.1,2,22,5.8,2.7,24.3,2
140,Mychal Rivera,OAK,25,,16,0,46,32,69.6%,280,8.8,1,29,6.1,2.0,17.5,2
141,Seth Roberts,OAK,24,fb/wr,16,5,55,32,58.2%,480,15.0,5,43,8.7,2.0,30.0,0
142,Bryan Walters,JAX,28,wr,11,1,45,32,71.1%,368,11.5,1,31,8.2,2.9,33.5,0
143,Maxx Williams,BAL,21,te,14,7,48,32,66.7%,268,8.4,1,28,5.6,2.3,19.1,1
144,Corey Brown,CAR,24,WR,14,11,54,31,57.4%,447,14.4,4,39,8.3,2.2,31.9,0
145,Dez Bryant,DAL,27,WR,9,9,72,31,43.1%,401,12.9,3,51,5.6,3.4,44.6,0
146,Jeremy Butler,BAL,24,,8,0,44,31,70.5%,363,11.7,0,41,8.3,3.9,45.4,1
147,Justin Forsett,BAL,30,RB,10,10,41,31,75.6%,153,4.9,0,32,3.7,3.1,15.3,0
148,Devin Funchess,CAR,21,wr,16,5,63,31,49.2%,473,15.3,5,52,7.5,1.9,29.6,1
149,Dexter McCluster,TEN,26,rb,11,2,41,31,75.6%,260,8.4,1,35,6.3,2.8,23.6,2
150,Brandon Coleman,NOR,23,wr,16,4,49,30,61.2%,454,15.1,2,31,9.3,1.9,28.4,0
151,Malcom Floyd,SDG,34,WR,15,13,68,30,44.1%,561,18.7,3,70,8.3,2.0,37.4,1
152,Chris Ivory*,NYJ,27,RB,15,14,37,30,81.1%,217,7.2,1,36,5.9,2.0,14.5,4
153,,,,,,,,,,,,,,,,,
154,DeSean Jackson,WAS,29,WR,10,9,49,30,61.2%,528,17.6,4,77,10.8,3.0,52.8,1
155,Vance McDonald,SFO,25,TE/wr,14,11,46,30,65.2%,326,10.9,3,36,7.1,2.1,23.3,2
156,Quinton Patton,SFO,25,wr,16,4,57,30,52.6%,394,13.1,1,41,6.9,1.9,24.6,0
157,Adrian Peterson*+,MIN,30,RB,16,16,36,30,83.3%,222,7.4,0,49,6.2,1.9,13.9,7
158,Marcel Reece,OAK,30,fb/te,15,7,37,30,81.1%,269,9.0,3,55,7.3,2.0,17.9,0
159,Larry Donnell,NYG,27,TE,8,8,41,29,70.7%,223,7.7,2,22,5.4,3.6,27.9,0
160,Rashad Jennings,NYG,30,RB,16,16,40,29,72.5%,296,10.2,1,51,7.4,1.8,18.5,2
161,Lance Moore,DET,32,WR,14,8,43,29,67.4%,337,11.6,4,42,7.8,2.1,24.1,1
162,Taylor Gabriel,CLE,24,wr,13,4,48,28,58.3%,241,8.6,0,56,5.0,2.2,18.5,1
163,Clive Walford,OAK,24,te,16,2,50,28,56.0%,329,11.8,3,33,6.6,1.8,20.6,0
164,Marquess Wilson,CHI,23,wr,11,6,51,28,54.9%,464,16.6,1,50,9.1,2.5,42.2,0
165,Brent Celek,PHI,30,TE,16,13,35,27,77.1%,398,14.7,3,60,11.4,1.7,24.9,1
166,Shaun Draughn,2TM,28,,11,6,35,27,77.1%,176,6.5,0,26,5.0,2.5,16.0,1
167,Andrew Hawkins,CLE,29,WR,8,8,43,27,62.8%,276,10.2,0,25,6.4,3.4,34.5,1
168,Josh Huff,PHI,24,wr,15,4,42,27,64.3%,312,11.6,3,41,7.4,1.8,20.8,0
169,Adam Humphries,TAM,22,,13,0,40,27,67.5%,260,9.6,1,27,6.5,2.1,20.0,0
170,Kenny Stills,MIA,23,WR,16,8,63,27,42.9%,440,16.3,3,47,7.0,1.7,27.5,0
171,Benny Cunningham,STL,25,rb,16,1,36,26,72.2%,250,9.6,0,42,6.9,1.6,15.6,1
172,Anthony Fasano,TEN,31,TE,16,11,42,26,61.9%,289,11.1,2,33,6.9,1.6,18.1,0
173,Jonathan Grimes,HOU,26,,14,0,31,26,83.9%,173,6.7,1,19,5.6,1.9,12.4,0
174,Leonard Hankerson,3TM,27,,10,0,46,26,56.5%,327,12.6,3,55,7.1,2.6,32.7,0
175,DeVante Parker,MIA,22,wr,15,4,50,26,52.0%,494,19.0,3,49,9.9,1.7,32.9,0
176,Ameer Abdullah,DET,22,RB,16,9,38,25,65.8%,183,7.3,1,36,4.8,1.6,11.4,5
177,C.J. Anderson,DEN,24,rb,15,6,36,25,69.4%,183,7.3,0,27,5.1,1.7,12.2,2
178,Lance Kendricks,STL,27,TE/wr,15,12,36,25,69.4%,245,9.8,2,37,6.8,1.7,16.3,0
179,Le'Veon Bell,PIT,23,rb,6,6,26,24,92.3%,136,5.7,0,20,5.2,4.0,22.7,0
180,Javontee Herndon,SDG,24,wr,8,2,33,24,72.7%,195,8.1,0,21,5.9,3.0,24.4,2
181,Ronnie Hillman,DEN,24,RB,16,11,35,24,68.6%,111,4.6,0,14,3.2,1.5,6.9,3
182,Keshawn Martin,NWE,25,WR,9,8,37,24,64.9%,269,11.2,2,39,7.3,2.7,29.9,1
183,Nelson Agholor,PHI,22,WR,13,12,44,23,52.3%,283,12.3,1,53,6.4,1.8,21.8,1
184,,,,,,,,,,,,,,,,,
185,Cameron Brate,TAM,24,te,14,4,30,23,76.7%,288,12.5,3,46,9.6,1.6,20.6,0
186,Scott Chandler,NWE,30,te,15,4,42,23,54.8%,259,11.3,4,30,6.2,1.5,17.3,0
187,Ryan Grant,WAS,25,wr,16,5,42,23,54.8%,268,11.7,2,35,6.4,1.4,16.8,0
188,Joique Bell,DET,29,rb,13,5,27,22,81.5%,286,13.0,0,39,10.6,1.7,22.0,1
189,Quincy Enunwa,NYJ,23,wr,12,6,46,22,47.8%,315,14.3,0,48,6.8,1.8,26.3,0
190,Arian Foster,HOU,29,rb,4,4,28,22,78.6%,227,10.3,2,32,8.1,5.5,56.8,2
191,Justin Hunter,TEN,24,wr,9,5,31,22,71.0%,264,12.0,1,29,8.5,2.4,29.3,0
192,Jeremy Langford,CHI,24,rb,16,2,42,22,52.4%,279,12.7,1,83,6.6,1.4,17.4,0
193,Marc Mariani,CHI,28,wr,16,5,33,22,66.7%,300,13.6,0,26,9.1,1.4,18.8,3
194,Jordan Norwood,DEN,29,wr,11,5,32,22,68.8%,207,9.4,0,34,6.5,2.0,18.8,1
195,Antonio Andrews,TEN,23,RB,14,10,29,21,72.4%,174,8.3,0,23,6.0,1.5,12.4,1
196,Jamaal Charles,KAN,29,rb,5,5,29,21,72.4%,177,8.4,1,26,6.1,4.2,35.4,2
197,Riley Cooper,PHI,28,WR,16,13,41,21,51.2%,327,15.6,2,62,8.0,1.3,20.4,0
198,Lance Dunbar,DAL,25,,4,0,23,21,91.3%,215,10.2,0,39,9.3,5.3,53.8,0
199,Darren Fells,ARI,29,TE,14,12,28,21,75.0%,311,14.8,3,48,11.1,1.5,22.2,0
200,Todd Gurley*,STL,21,RB,13,12,26,21,80.8%,188,9.0,0,31,7.2,1.6,14.5,3
201,Justin Hardy,ATL,24,wr,9,1,36,21,58.3%,194,9.2,0,23,5.4,2.3,21.6,0
202,Darrius Heyward-Bey,PIT,28,wr,16,4,39,21,53.8%,314,15.0,2,66,8.1,1.3,19.6,0
203,Jerick McKinnon,MIN,23,,16,0,29,21,72.4%,173,8.2,1,30,6.0,1.3,10.8,0
204,Denard Robinson,JAX,25,rb,13,3,30,21,70.0%,164,7.8,0,16,5.5,1.6,12.6,3
205,Austin Seferian-Jenkins,TAM,23,te,7,3,39,21,53.8%,338,16.1,4,43,8.7,3.0,48.3,0
206,Damien Williams,MIA,23,,16,0,28,21,75.0%,142,6.8,1,23,5.1,1.3,8.9,2
207,Chris Givens,2TM,26,,15,6,54,20,37.0%,353,17.7,1,48,6.5,1.3,23.5,0
208,Ryan Griffin,HOU,25,te,9,4,34,20,58.8%,251,12.6,2,37,7.4,2.2,27.9,0
209,Eddie Lacy,GNB,25,RB,15,12,28,20,71.4%,188,9.4,2,28,6.7,1.3,12.5,4
210,Ryan Mathews,PHI,28,rb,13,6,28,20,71.4%,146,7.3,1,23,5.2,1.5,11.2,3
211,Charcandrick West,KAN,24,RB,15,9,34,20,58.8%,214,10.7,1,80,6.3,1.3,14.3,1
212,Matt Asiata,MIN,28,,16,0,22,19,86.4%,132,6.9,0,22,6.0,1.2,8.3,0
213,Josh Bellamy,CHI,26,wr,16,3,34,19,55.9%,224,11.8,2,48,6.6,1.2,14.0,0
214,Brandon Bolden,NWE,25,rb,15,2,30,19,63.3%,180,9.5,2,63,6.0,1.3,12.0,0
215,,,,,,,,,,,,,,,,,
216,Garrett Celek,SFO,27,TE,11,8,28,19,67.9%,186,9.8,3,33,6.6,1.7,16.9,0
217,Isaiah Crowell,CLE,22,RB,16,9,22,19,86.4%,182,9.6,1,53,8.3,1.2,11.4,0
218,Rashad Greene,JAX,23,,9,0,35,19,54.3%,93,4.9,2,18,2.7,2.1,10.3,1
219,Percy Harvin,BUF,27,wr,5,5,30,19,63.3%,218,11.5,1,51,7.3,3.8,43.6,1
220,Greg Jennings,MIA,32,wr,16,5,36,19,52.8%,208,10.9,1,31,5.8,1.2,13.0,0
221,Matt Jones,WAS,22,,13,0,25,19,76.0%,304,16.0,1,78,12.2,1.5,23.4,5
222,Griff Whalen,IND,25,,14,0,26,19,73.1%,205,10.8,1,38,7.9,1.4,14.6,4
223,Nick Boyle,BAL,22,te,11,2,23,18,78.3%,153,8.5,0,25,6.7,1.6,13.9,0
224,Phillip Dorsett,IND,22,,11,0,39,18,46.2%,225,12.5,1,35,5.8,1.6,20.5,2
225,Jermaine Gresham,ARI,27,TE/wr,15,12,32,18,56.3%,223,12.4,1,22,7.0,1.2,14.9,0
226,Tre Mason,STL,22,rb,13,3,25,18,72.0%,88,4.9,0,16,3.5,1.4,6.8,3
227,Dion Sims,MIA,24,te,13,4,25,18,72.0%,127,7.1,1,22,5.1,1.4,9.8,1
228,Mike Tolbert*+,CAR,30,fb/rb,16,3,23,18,78.3%,154,8.6,3,40,6.7,1.1,9.6,0
229,Travaris Cadet,3TM,26,,7,1,22,17,77.3%,214,12.6,1,44,9.7,2.4,30.6,1
230,Derek Carrier,WAS,25,fb/TE/wr,12,12,22,17,77.3%,141,8.3,1,20,6.4,1.4,11.8,0
231,Chris Conley,KAN,23,wr,16,5,31,17,54.8%,199,11.7,1,44,6.4,1.1,12.4,0
232,Ed Dickson,CAR,28,TE,16,11,26,17,65.4%,121,7.1,2,17,4.7,1.1,7.6,0
233,C.J. Fiedorowicz,HOU,24,TE,16,14,24,17,70.8%,167,9.8,1,25,7.0,1.1,10.4,1
234,Khiry Robinson,NOR,26,,8,0,20,17,85.0%,115,6.8,0,22,5.8,2.1,14.4,0
235,De'Anthony Thomas,KAN,22,wr,10,1,25,17,68.0%,140,8.2,1,36,5.6,1.7,14.0,2
236,Kenbrell Thompkins,NYJ,27,wr,7,2,33,17,51.5%,165,9.7,0,43,5.0,2.4,23.6,0
237,Nick Williams,ATL,25,,14,0,25,17,68.0%,159,9.4,2,29,6.4,1.2,11.4,0
238,Luke Willson,SEA,25,te,14,7,26,17,65.4%,213,12.5,1,24,8.2,1.2,15.2,0
239,Dwayne Allen,IND,25,TE,13,12,29,16,55.2%,109,6.8,1,21,3.8,1.2,8.4,0
240,Bennie Fowler,DEN,24,wr,16,1,25,16,64.0%,203,12.7,0,41,8.1,1.0,12.7,0
241,Josh Hill,NOR,25,te,16,7,30,16,53.3%,120,7.5,2,19,4.0,1.0,7.5,0
242,Jeremy Kerley,NYJ,27,wr,16,1,26,16,61.5%,152,9.5,2,25,5.8,1.0,9.5,1
243,Marcedes Lewis,JAX,31,TE,16,16,37,16,43.2%,226,14.1,0,45,6.1,1.0,14.1,0
244,Chris Polk,HOU,26,rb,15,2,28,16,57.1%,109,6.8,1,12,3.9,1.1,7.3,0
245,Jonathan Stewart*,CAR,28,RB,13,13,21,16,76.2%,99,6.2,1,15,4.7,1.2,7.6,3
246,,,,,,,,,,,,,,,,,
247,Jason Avant,KAN,32,wr,16,1,24,15,62.5%,119,7.9,0,20,5.0,0.9,7.4,0
248,Blake Bell,SFO,24,te,14,5,25,15,60.0%,186,12.4,0,48,7.4,1.1,13.3,0
249,Alfred Blue,HOU,24,RB,15,9,16,15,93.8%,109,7.3,1,21,6.8,1.0,7.3,2
