,Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
65,Danny Woodhead,SDG,30,rb,16,2,3,6,,,,,,9,,,,,,,,54,3.4
66,James Jones,GNB,31,WR,16,15,,8,,,,,,8,2,,,,,,,52,3.3
67,Richard Rodgers,GNB,23,TE,16,12,,8,,,,,,8,1,,,,,,,50,3.1
68,Chris Ivory*,NYJ,27,RB,15,14,7,1,,,,,,8,,,,,,,,48,3.2
69,Tyler Lockett*+,SEA,23,fb/wr,16,8,,6,1,1,,,,8,,,,,,,,48,3.0
70,Jeremy Maclin,KAN,27,WR,15,15,,8,,,,,,8,,,,,,,,48,3.2
71,Jordan Matthews,PHI,23,WR,16,13,,8,,,,,,8,,,,,,,,48,3.0
72,Rueben Randle,NYG,24,WR,16,16,,8,,,,,,8,,,,,,,,48,3.0
73,Matt Forte,CHI,30,RB,13,13,4,3,,,,,,7,1,,,,,,,44,3.4
74,Jeremy Langford,CHI,24,rb,16,2,6,1,,,,,,7,1,,,,,,,44,2.8
75,LeGarrette Blount,NWE,29,rb,12,6,6,1,,,,,,7,,,,,,,,42,3.5
76,John Brown,ARI,25,WR,15,11,,7,,,,,,7,,,,,,,,42,2.8
77,Martavis Bryant,PIT,24,wr,11,5,1,6,,,,,,7,,,,,,,,42,3.8
78,Randall Cobb,GNB,25,WR,16,15,,6,,,1,,,7,,,,,,,,42,2.6
79,Julian Edelman,NWE,29,WR,9,9,,7,,,,,,7,,,,,,,,42,4.7
80,Frank Gore,IND,32,RB,16,16,6,1,,,,,,7,,,,,,,,42,2.6
81,Ronnie Hillman,DEN,24,RB,16,11,7,,,,,,,7,,,,,,,,42,2.6
82,Zach Hocker,2TM,24,,8,0,,,,,,,,,,,12,13,10,14,,42,5.3
83,Doug Martin*+,TAM,26,RB,16,16,6,1,,,,,,7,,,,,,,,42,2.6
84,Ryan Mathews,PHI,28,rb,13,6,6,1,,,,,,7,,,,,,,,42,3.2
85,DeMarco Murray,PHI,27,RB,15,8,6,1,,,,,,7,,,,,,,,42,2.8
86,Greg Olsen*,CAR,30,TE,16,16,,7,,,,,,7,,,,,,,,42,2.6
87,Jonathan Stewart*,CAR,28,RB,13,13,6,1,,,,,,7,,,,,,,,42,3.2
88,Shayne Graham,ATL,38,k,5,0,,,,,,,,,,,8,8,11,13,,41,8.2
89,Mark Ingram,NOR,26,RB,12,10,6,,,,,,,6,1,,,,,,,38,3.2
90,Jarvis Landry*,MIA,23,WR,16,14,1,4,1,,,,,6,1,,,,,,,38,2.4
91,,,,,,,,,,,,,,,,,,,,,,,
92,Delanie Walker*,TEN,31,TE,15,10,,6,,,,,,6,1,,,,,,,38,2.5
93,Travis Benjamin,CLE,26,WR,16,15,,5,1,,,,,6,,,,,,,,36,2.3
94,Amari Cooper*,OAK,21,WR,16,15,,6,,,,,,6,,,,,,,,36,2.3
95,Michael Floyd,ARI,26,wr,15,6,,6,,,,,,6,,,,,,,,36,2.4
96,Pierre Garcon,WAS,29,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
97,Dwayne Harris,NYG,28,fb/wr,15,6,,4,1,1,,,,6,,,,,,,,36,2.4
98,Donte Moncrief,IND,22,WR,16,10,,6,,,,,,6,,,,,,,,36,2.3
99,Latavius Murray*,OAK,25,RB,16,16,6,,,,,,,6,,,,,,,,36,2.3
100,Emmanuel Sanders,DEN,28,WR,15,15,,6,,,,,,6,,,,,,,,36,2.4
101,Darren Sproles*,PHI,32,rb/wr,16,4,3,1,2,,,,,6,,,,,,,,36,2.3
102,Golden Tate,DET,27,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
103,Demaryius Thomas,DEN,28,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
104,Spencer Ware,KAN,24,rb,11,2,6,,,,,,,6,,,,,,,,36,3.3
105,Ben Watson,NOR,35,TE,16,16,,6,,,,,,6,,,,,,,,36,2.3
106,James White,NWE,23,rb,14,1,2,4,,,,,,6,,,,,,,,36,2.6
107,Jameis Winston*,TAM,21,QB,16,16,6,,,,,,,6,,,,,,,,36,2.3
108,Travis Kelce*,KAN,26,TE,16,16,,5,,,,,,5,2,,,,,,,34,2.1
109,LeSean McCoy*,BUF,27,RB,12,12,3,2,,,,,,5,1,,,,,,,32,2.7
110,Seth Roberts,OAK,24,fb/wr,16,5,,5,,,,,,5,1,,,,,,,32,2.0
111,Markus Wheaton,PIT,24,WR,16,8,,5,,,,,,5,1,,,,,,,32,2.0
112,Kamar Aiken,BAL,26,WR,16,14,,5,,,,,,5,,,,,,,,30,1.9
113,C.J. Anderson,DEN,24,rb,15,6,5,,,,,,,5,,,,,,,,30,2.0
114,Cole Beasley,DAL,26,wr,16,3,,5,,,,,,5,,,,,,,,30,1.9
115,Jamaal Charles,KAN,29,rb,5,5,4,1,,,,,,5,,,,,,,,30,6.0
116,Kirk Cousins,WAS,27,QB,16,16,5,,,,,,,5,,,,,,,,30,1.9
117,Isaiah Crowell,CLE,22,RB,16,9,4,1,,,,,,5,,,,,,,,30,1.9
118,Eric Ebron,DET,22,TE,14,8,,5,,,,,,5,,,,,,,,30,2.1
119,Devin Funchess,CAR,21,wr,16,5,,5,,,,,,5,,,,,,,,30,1.9
120,Antonio Gates,SDG,35,te,11,4,,5,,,,,,5,,,,,,,,30,2.7
121,T.Y. Hilton*,IND,26,WR,16,15,,5,,,,,,5,,,,,,,,30,1.9
122,,,,,,,,,,,,,,,,,,,,,,,
123,Jermaine Kearse,SEA,25,WR,16,16,,5,,,,,,5,,,,,,,,30,1.9
124,Eddie Lacy,GNB,25,RB,15,12,3,2,,,,,,5,,,,,,,,30,2.0
125,Zach Miller,CHI,31,fb/TE,15,14,,5,,,,,,5,,,,,,,,30,2.0
126,Thomas Rawls,SEA,22,rb,13,7,4,1,,,,,,5,,,,,,,,30,2.3
127,Kyle Rudolph,MIN,26,TE,16,16,,5,,,,,,5,,,,,,,,30,1.9
128,James Starks,GNB,29,rb,16,4,2,3,,,,,,5,,,,,,,,30,1.9
129,Julius Thomas,JAX,27,TE,12,11,,5,,,,,,5,,,,,,,,30,2.5
130,Charcandrick West,KAN,24,RB,15,9,4,1,,,,,,5,,,,,,,,30,2.0
131,Ladarius Green,SDG,25,TE,13,11,,4,,,,,,4,2,,,,,,,28,2.2
132,Dorial Green-Beckham,TEN,22,wr,16,5,,4,,,,,,4,1,,,,,,,26,1.6
133,Rashad Jennings,NYG,30,RB,16,16,3,1,,,,,,4,,,,,,,1,26,1.6
134,Torrey Smith,SFO,26,WR,16,12,,4,,,,,,4,1,,,,,,,26,1.6
135,Tyrod Taylor*,BUF,26,QB/wr,14,14,4,,,,,,,4,1,,,,,,,26,1.9
136,Keenan Allen,SDG,23,WR,8,8,,4,,,,,,4,,,,,,,,24,3.0
137,Joique Bell,DET,29,rb,13,5,4,,,,,,,4,,,,,,,,24,1.8
138,Anquan Boldin,SFO,35,WR,14,13,,4,,,,,,4,,,,,,,,24,1.7
139,Kyle Brindza,TAM,22,k,4,0,,,,,,,,,,,6,8,6,12,,24,6.0
140,Corey Brown,CAR,24,WR,14,11,,4,,,,,,4,,,,,,,,24,1.7
141,Scott Chandler,NWE,30,te,15,4,,4,,,,,,4,,,,,,,,24,1.6
142,Marques Colston,NOR,32,wr,13,5,,4,,,,,,4,,,,,,,,24,1.8
143,Stefon Diggs,MIN,22,WR,13,9,,4,,,,,,4,,,,,,,,24,1.8
144,Crockett Gillmore,BAL,24,TE,10,10,,4,,,,,,4,,,,,,,,24,2.4
145,Tim Hightower,NOR,29,rb,8,3,4,,,,,,,4,,,,,,,,24,3.0
146,Andre Holmes,OAK,27,wr,16,1,,4,,,,,,4,,,,,,,,24,1.5
147,DeSean Jackson,WAS,29,WR,10,9,,4,,,,,,4,,,,,,,,24,2.4
148,Alshon Jeffery,CHI,25,WR,9,8,,4,,,,,,4,,,,,,,,24,2.7
149,Andre Johnson,IND,34,WR,16,14,,4,,,,,,4,,,,,,,,24,1.5
150,Marvin Jones,CIN,25,rb/WR,16,13,,4,,,,,,4,,,,,,,,24,1.5
151,Matt Jones,WAS,22,,13,0,3,1,,,,,,4,,,,,,,,24,1.8
152,Kyle Juszczyk,BAL,24,FB,16,11,,4,,,,,,4,,,,,,,,24,1.5
153,,,,,,,,,,,,,,,,,,,,,,,
154,Dion Lewis,NWE,25,rb,7,6,2,2,,,,,,4,,,,,,,,24,3.4
155,Rishard Matthews,MIA,26,WR,11,11,,4,,,,,,4,,,,,,,,24,2.2
156,Lance Moore,DET,32,WR,14,8,,4,,,,,,4,,,,,,,,24,1.7
157,Joseph Randle,DAL,24,rb,6,6,4,,,,,,,4,,,,,,,,24,4.0
158,Khiry Robinson,NOR,26,,8,0,4,,,,,,,4,,,,,,,,24,3.0
159,Josh Scobee,PIT,33,k,4,0,,,,,,,,,,,6,7,6,10,,24,6.0
160,Austin Seferian-Jenkins,TAM,23,te,7,3,,4,,,,,,4,,,,,,,,24,3.4
161,Charles Sims,TAM,25,,16,0,,4,,,,,,4,,,,,,,,24,1.5
162,Mike Tolbert*+,CAR,30,fb/rb,16,3,1,3,,,,,,4,,,,,,,,24,1.5
163,Shane Vereen,NYG,26,,16,0,,4,,,,,,4,,,,,,,,24,1.5
164,Nate Washington,HOU,32,WR,14,14,,4,,,,,,4,,,,,,,,24,1.7
165,Teddy Bridgewater*,MIN,23,QB,16,16,3,,,,,,,3,1,,,,,,,20,1.3
166,Coby Fleener,IND,27,TE/wr,16,11,,3,,,,,,3,1,,,,,,,20,1.3
167,Vincent Jackson,TAM,32,WR,10,9,,3,,,,,,3,1,,,,,,,20,2.0
168,Marshawn Lynch,SEA,29,rb,7,6,3,,,,,,,3,1,,,,,,,20,2.9
169,Darren McFadden,DAL,28,RB,16,10,3,,,,,,,3,1,,,,,,,20,1.3
170,Ameer Abdullah,DET,22,RB,16,9,2,1,,,,,,3,,,,,,,,18,1.1
171,Javorius Allen,BAL,24,rb,16,6,1,2,,,,,,3,,,,,,,,18,1.1
172,Danny Amendola,NWE,30,wr,14,7,,3,,,,,,3,,,,,,,,18,1.3
173,Antonio Andrews,TEN,23,RB,14,10,3,,,,,,,3,,,,,,,,18,1.3
174,Le'Veon Bell,PIT,23,rb,6,6,3,,,,,,,3,,,,,,,,18,3.0
175,Martellus Bennett,CHI,28,TE,11,11,,3,,,,,,3,,,,,,,,18,1.6
176,Alfred Blue,HOU,24,RB,15,9,2,1,,,,,,3,,,,,,,,18,1.2
177,Ahmad Bradshaw,IND,29,,6,0,,3,,,,,,3,,,,,,,,18,3.0
178,Tom Brady*,NWE,38,QB,16,16,3,,,,,,,3,,,,,,,,18,1.1
179,Cameron Brate,TAM,24,te,14,4,,3,,,,,,3,,,,,,,,18,1.3
180,Kenny Britt,STL,27,WR,16,14,,3,,,,,,3,,,,,,,,18,1.1
181,Dez Bryant,DAL,27,WR,9,9,,3,,,,,,3,,,,,,,,18,2.0
182,Jordan Cameron,MIA,27,TE,16,16,,3,,,,,,3,,,,,,,,18,1.1
183,Ka'Deem Carey,CHI,23,rb,10,1,2,1,,,,,,3,,,,,,,,18,1.8
184,,,,,,,,,,,,,,,,,,,,,,,
185,Brent Celek,PHI,30,TE,16,13,,3,,,,,,3,,,,,,,,18,1.1
186,Garrett Celek,SFO,27,TE,11,8,,3,,,,,,3,,,,,,,,18,1.6
187,Charles Clay,BUF,26,TE,13,13,,3,,,,,,3,,,,,,,,18,1.4
188,Jerricho Cotchery,CAR,33,wr,14,3,,3,,,,,,3,,,,,,,,18,1.3
189,Andy Dalton,CIN,28,QB,13,13,3,,,,,,,3,,,,,,,,18,1.4
190,Owen Daniels,DEN,33,TE,16,16,,3,,,,,,3,,,,,,,,18,1.1
191,Ed Dickson,CAR,28,TE,16,11,,2,,,1,,,3,,,,,,,,18,1.1
192,Andre Ellington,ARI,26,rb,10,3,3,,,,,,,3,,,,,,,,18,1.8
193,Mike Evans,TAM,22,WR,15,14,,3,,,,,,3,,,,,,,,18,1.2
194,Darren Fells,ARI,29,TE,14,12,,3,,,,,,3,,,,,,,,18,1.3
195,Joe Flacco,BAL,30,QB,10,10,3,,,,,,,3,,,,,,,,18,1.8
196,Malcom Floyd,SDG,34,WR,15,13,,3,,,,,,3,,,,,,,,18,1.2
197,Arian Foster,HOU,29,rb,4,4,1,2,,,,,,3,,,,,,,,18,4.5
198,Mike Gillislee,BUF,25,rb,5,1,3,,,,,,,3,,,,,,,,18,3.6
199,Rashad Greene,JAX,23,,9,0,,2,1,,,,,3,,,,,,,,18,2.0
200,Leonard Hankerson,3TM,27,,10,0,,3,,,,,,3,,,,,,,,18,1.8
201,Michael Hoomanawanui,2TM,27,,14,8,,3,,,,,,3,,,,,,,,18,1.3
202,Josh Huff,PHI,24,wr,15,4,,3,,,,,,3,,,,,,,,18,1.2
203,Carlos Hyde,SFO,25,rb,7,7,3,,,,,,,3,,,,,,,,18,2.6
204,Dontrelle Inman,SDG,26,wr,14,7,,3,,,,,,3,,,,,,,,18,1.3
205,Chris Johnson,ARI,30,RB,11,9,3,,,,,,,3,,,,,,,,18,1.6
206,Steve Johnson,SDG,29,WR,10,8,,3,,,,,,3,,,,,,,,18,1.8
207,Zach Line,MIN,25,fb/te,16,5,2,1,,,,,,3,,,,,,,,18,1.1
208,Marcus Mariota,TEN,22,QB,12,12,2,1,,,,,,3,,,,,,,,18,1.5
209,Vance McDonald,SFO,25,TE/wr,14,11,,3,,,,,,3,,,,,,,,18,1.3
210,Jerick McKinnon,MIN,23,,16,0,2,1,,,,,,3,,,,,,,,18,1.1
211,DeVante Parker,MIA,22,wr,15,4,,3,,,,,,3,,,,,,,,18,1.2
212,Bilal Powell,NYJ,27,fb/rb,11,2,1,2,,,,,,3,,,,,,,,18,1.6
213,Marcel Reece,OAK,30,fb/te,15,7,,3,,,,,,3,,,,,,,,18,1.2
214,Theo Riddick,DET,24,rb,16,1,,3,,,,,,3,,,,,,,,18,1.1
215,,,,,,,,,,,,,,,,,,,,,,,
216,Rashad Ross,WAS,25,,13,0,,1,,1,,,1,3,,,,,,,,18,1.4
217,Steve Smith,BAL,36,wr,7,7,,3,,,,,,3,,,,,,,,18,2.6
218,Willie Snead,NOR,23,fb/WR,15,9,,3,,,,,,3,,,,,,,,18,1.2
219,Kenny Stills,MIA,23,WR,16,8,,3,,,,,,3,,,,,,,,18,1.1
220,Jaelen Strong,HOU,21,wr,10,1,,3,,,,,,3,,,,,,,,18,1.8
221,Will Tye,NYG,24,te/wr,13,7,,3,,,,,,3,,,,,,,,18,1.4
222,Clive Walford,OAK,24,te,16,2,,3,,,,,,3,,,,,,,,18,1.1
223,Terrance Williams,DAL,26,WR,16,13,,3,,,,,,3,,,,,,,,18,1.1
224,Jason Witten,DAL,33,TE,16,16,,3,,,,,,3,,,,,,,,18,1.1
225,Robert Woods,BUF,23,WR,14,9,,3,,,,,,3,,,,,,,,18,1.3
226,Kendall Wright,TEN,26,WR,10,9,,3,,,,,,3,,,,,,,,18,1.8
227,T.J. Yeldon,JAX,22,RB,12,12,2,1,,,,,,3,,,,,,,,18,1.5
228,Jamison Crowder,WAS,22,fb/wr,16,6,,2,,,,,,2,2,,,,,,,16,1.0
229,Cody Parkey,PHI,23,k,3,0,,,,,,,,,,,7,7,3,4,,16,5.3
230,Jonathan Grimes,HOU,26,,14,0,1,1,,,,,,2,1,,,,,,,14,1.0
231,Dexter McCluster,TEN,26,rb,11,2,1,1,,,,,,2,1,,,,,,,14,1.3
232,Heath Miller,PIT,33,TE,15,15,,2,,,,,,2,1,,,,,,,14,0.9
233,Josh Bellamy,CHI,26,wr,16,3,,2,,,,,,2,,,,,,,,12,0.8
234,Giovani Bernard,CIN,24,rb,16,1,2,,,,,,,2,,,,,,,,12,0.8
235,Brandon Bolden,NWE,25,rb,15,2,,2,,,,,,2,,,,,,,,12,0.8
236,Blake Bortles,JAX,23,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
237,Tyvon Branch,KAN,29,ss,16,1,,,,,1,1,,2,,,,,,,,12,0.8
238,Andre Caldwell,DEN,30,,14,0,,2,,,,,,2,,,,,,,,12,0.9
239,Brandon Coleman,NOR,23,wr,16,4,,2,,,,,,2,,,,,,,,12,0.8
240,Riley Cooper,PHI,28,WR,16,13,,2,,,,,,2,,,,,,,,12,0.8
241,Karlos Dansby,CLE,34,MLB,16,16,,,,,,2,,2,,,,,,,,12,0.8
242,Patrick DiMarco*,ATL,26,fb/rb,16,8,,2,,,,,,2,,,,,,,,12,0.8
243,Larry Donnell,NYG,27,TE,8,8,,2,,,,,,2,,,,,,,,12,1.5
244,Harry Douglas,TEN,31,WR,14,12,,2,,,,,,2,,,,,,,,12,0.9
245,Zach Ertz,PHI,25,te,15,7,,2,,,,,,2,,,,,,,,12,0.8
246,,,,,,,,,,,,,,,,,,,,,,,
247,Anthony Fasano,TEN,31,TE,16,11,,2,,,,,,2,,,,,,,,12,0.8
248,Ryan Fitzpatrick,NYJ,33,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
249,Justin Forsett,BAL,30,RB,10,10,2,,,,,,,2,,,,,,,,12,1.2
250,Jalston Fowler,TEN,25,,16,0,1,1,,,,,,2,,,,,,,,12,0.8
251,Jimmy Graham,SEA,29,TE,11,11,,2,,,,,,2,,,,,,,,12,1.1
252,Ryan Grant,WAS,25,wr,16,5,,2,,,,,,2,,,,,,,,12,0.8
253,Ryan Griffin,HOU,25,te,9,4,,2,,,,,,2,,,,,,,,12,1.3
254,Brian Hartline,CLE,29,wr,12,4,,2,,,,,,2,,,,,,,,12,1.0
255,Darrius Heyward-Bey,PIT,28,wr,16,4,,2,,,,,,2,,,,,,,,12,0.8
256,Josh Hill,NOR,25,te,16,7,,2,,,,,,2,,,,,,,,12,0.8
257,Chris Hogan,BUF,28,wr,16,4,,2,,,,,,2,,,,,,,,12,0.8
258,Fred Jackson,SEA,34,,16,0,,2,,,,,,2,,,,,,,,12,0.8
259,Duke Johnson,CLE,22,rb,16,7,,2,,,,,,2,,,,,,,,12,0.8
260,Reshad Jones*,MIA,27,S,16,16,,,,,,2,,2,,,,,,,,12,0.8
261,Lance Kendricks,STL,27,TE/wr,15,12,,2,,,,,,2,,,,,,,,12,0.8
262,Jeremy Kerley,NYJ,27,wr,16,1,,2,,,,,,2,,,,,,,,12,0.8
263,John Kuhn*,GNB,33,fb,16,6,2,,,,,,,2,,,,,,,,12,0.8
264,Keshawn Martin,NWE,25,WR,9,8,,2,,,,,,2,,,,,,,,12,1.3
265,Ty Montgomery,GNB,22,wr,6,3,,2,,,,,,2,,,,,,,,12,2.0
266,JJ Nelson,ARI,23,wr,11,2,,2,,,,,,2,,,,,,,,12,1.1
267,Troy Niklas,ARI,23,te,16,3,,2,,,,,,2,,,,,,,,12,0.8
268,Josh Norman*+,CAR,28,RCB,16,16,,,,,,2,,2,,,,,,,,12,0.8
269,Cordarrelle Patterson,MIN,24,wr,16,1,,,,2,,,,2,,,,,,,,12,0.8
270,Marcus Peters*,KAN,22,cb/LCB/rcb,16,16,,,,,,2,,2,,,,,,,,12,0.8
271,Chris Polk,HOU,26,rb,15,2,1,1,,,,,,2,,,,,,,,12,0.8
272,Dominique Rodgers-Cromartie*,NYG,29,cb/LCB,15,15,,,,,1,1,,2,,,,,,,,12,0.8
273,Bishop Sankey,TEN,23,rb,13,3,1,1,,,,,,2,,,,,,,,12,0.9
274,Mohamed Sanu,CIN,26,wr,16,4,2,,,,,,,2,,,,,,,,12,0.8
275,Cecil Shorts,HOU,28,wr,11,4,,2,,,,,,2,,,,,,,,12,1.1
276,Alex Smith,KAN,31,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
277,,,,,,,,,,,,,,,,,,,,,,,
278,C.J. Spiller,NOR,28,rb,13,2,,2,,,,,,2,,,,,,,,12,0.9
279,Craig Stevens,TEN,31,TE,16,11,,2,,,,,,2,,,,,,,,12,0.8
280,Jake Stoneburner,MIA,26,te,11,1,,2,,,,,,2,,,,,,,,12,1.1
281,Aqib Talib*,DEN,29,cb/LCB,15,15,,,,,,2,,2,,,,,,,,12,0.8
282,De'Anthony Thomas,KAN,22,wr,10,1,1,1,,,,,,2,,,,,,,,12,1.2
283,Chris Thompson,WAS,25,,13,0,,2,,,,,,2,,,,,,,,12,0.9
284,Will Tukuafu,SEA,31,fb,14,1,1,1,,,,,,2,,,,,,,,12,0.9
285,Bobby Wagner*,SEA,25,MLB,15,15,,,,,2,,,2,,,,,,,,12,0.8
286,Mike Wallace,MIN,29,WR,16,12,,2,,,,,,2,,,,,,,,12,0.8
287,Nick Williams,ATL,25,,14,0,,2,,,,,,2,,,,,,,,12,0.9
288,Albert Wilson,KAN,23,WR,14,12,,2,,,,,,2,,,,,,,,12,0.9
289,Tim Wright,DET,25,te,9,1,,2,,,,,,2,,,,,,,,12,1.3
290,Davante Adams,GNB,23,WR,13,12,,1,,,,,,1,1,,,,,,,8,0.6
291,Jay Ajayi,MIA,22,,9,0,1,,,,,,,1,1,,,,,,,8,0.9
292,Stephone Anthony,NOR,23,MLB,16,16,,,,,1,,,1,1,,,,,,,8,0.5
293,Clay Harbor,JAX,28,te,15,3,,1,,,,,,1,1,,,,,,,8,0.5
294,Jesse James,PIT,21,te,8,2,,1,,,,,,1,1,,,,,,,8,1.0
295,Will Johnson,PIT,26,fb,16,4,1,,,,,,,1,1,,,,,,,8,0.5
