,Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
19,Alex Henery,PHI,25,K,16,0,,,,,,,,,,,25,26,27,31,,106,6.6
20,Arian Foster*,HOU,26,RB,16,16,15,2,,,,,,17,,,,,,,,102,6.4
21,Rian Lindell,BUF,35,K,16,0,,,,,,,,,,,39,39,21,24,,102,6.4
22,Ryan Succop,KAN,26,K,16,0,,,,,,,,,,,17,17,28,34,,101,6.3
23,Jay Feely,ARI,36,K,16,0,,,,,,,,,,,25,25,25,28,,100,6.3
24,Robbie Gould,CHI,30,K,13,0,,,,,,,,,,,33,33,21,25,,96,7.4
25,Greg Zuerlein,STL,25,K,16,0,,,,,,,,,,,26,26,23,31,,95,5.9
26,Nick Folk,NYJ,28,K,16,0,,,,,,,,,,,30,30,21,27,,93,5.8
27,Josh Scobee,JAX,30,K,16,0,,,,,,,,,,,18,19,25,28,,93,5.8
28,Dan Carpenter,MIA,27,K,14,0,,,,,,,,,,,26,26,22,27,,92,6.6
29,,,,,,,,,,,,,,,,,,,,,,,
30,Mike Nugent,CIN,30,K,12,0,,,,,,,,,,,35,35,19,23,,92,7.7
31,Nick Novak,SDG,31,K,13,0,,,,,,,,,,,33,33,18,20,,87,6.7
32,Kai Forbath,WAS,25,K,11,0,,,,,,,,,,,33,34,17,18,,84,7.6
33,James Jones,GNB,28,WR,16,16,,14,,,,,,14,,,,,,,,84,5.3
34,Adrian Peterson*+,MIN,27,RB,16,16,12,1,,,,,,13,1,,,,,,,80,5.0
35,Eric Decker,DEN,25,WR,16,15,,13,,,,,,13,,,,,,,,78,4.9
36,Alfred Morris,WAS,24,RB,16,16,13,,,,,,,13,,,,,,,,78,4.9
37,Dez Bryant,DAL,24,WR,16,14,,12,,,,,,12,1,,,,,,,74,4.6
38,Marshawn Lynch*+,SEA,26,RB,16,15,11,1,,,,,,12,,,,,,,,72,4.5
39,Doug Martin*,TAM,23,RB,16,16,11,1,,,,,,12,,,,,,,,72,4.5
40,Trent Richardson,CLE,22,RB,15,15,11,1,,,,,,12,,,,,,,,72,4.8
41,Stevan Ridley,NWE,23,RB,16,12,12,,,,,,,12,,,,,,,,72,4.5
42,A.J. Green*,CIN,24,WR,16,16,,11,,,,,,11,,,,,,,,66,4.1
43,Rob Gronkowski*,NWE,23,TE,11,11,,11,,,,,,11,,,,,,,,66,6.0
44,Brandon Marshall*+,CHI,28,WR,16,16,,11,,,,,,11,,,,,,,,66,4.1
45,Michael Turner,ATL,30,RB,16,16,10,1,,,,,,11,,,,,,,,66,4.1
46,Marques Colston,NOR,29,WR,16,13,,10,,,,,,10,,,,,,,,60,3.8
47,Victor Cruz*,NYG,26,WR,16,16,,10,,,,,,10,,,,,,,,60,3.8
48,Frank Gore*,SFO,29,RB,16,16,8,1,,,1,,,10,,,,,,,,60,3.8
49,Julio Jones*,ATL,23,WR,16,15,,10,,,,,,10,,,,,,,,60,3.8
50,Ray Rice*,BAL,25,RB,16,16,9,1,,,,,,10,,,,,,,,60,3.8
51,Demaryius Thomas*,DEN,25,WR,16,16,,10,,,,,,10,,,,,,,,60,3.8
52,Kyle Rudolph*,MIN,23,TE,16,16,,9,,,,,,9,1,,,,,,,56,3.5
53,Randall Cobb,GNB,22,rb/wr,15,8,,8,1,,,,,9,,,,,,,,54,3.6
54,Michael Crabtree,SFO,25,WR,16,16,,9,,,,,,9,,,,,,,,54,3.4
55,Jimmy Graham,NOR,26,TE,15,9,,9,,,,,,9,,,,,,,,54,3.6
56,Mikel Leshoure,DET,22,RB,14,14,9,,,,,,,9,,,,,,,,54,3.9
57,Mike Williams,TAM,25,WR,16,16,,9,,,,,,9,,,,,,,,54,3.4
58,Andre Brown,NYG,26,rb,10,2,8,,,,,,,8,1,,,,,,,50,5.0
59,Vincent Jackson*,TAM,29,WR,16,16,,8,,,,,,8,1,,,,,,,50,3.1
60,,,,,,,,,,,,,,,,,,,,,,,
61,Heath Miller*,PIT,30,TE,15,15,,8,,,,,,8,1,,,,,,,50,3.3
62,Darren Sproles,NOR,29,rb,13,6,1,7,,,,,,8,1,,,,,,,50,3.8
63,Reggie Bush,MIA,27,RB,16,16,6,2,,,,,,8,,,,,,,,48,3.0
64,Tony Gonzalez*+,ATL,36,TE,16,16,,8,,,,,,8,,,,,,,,48,3.0
65,Shonn Greene,NYJ,27,RB,16,14,8,,,,,,,8,,,,,,,,48,3.0
66,T.Y. Hilton,IND,23,wr,15,1,,7,1,,,,,8,,,,,,,,48,3.2
67,Santana Moss,WAS,33,wr,16,1,,8,,,,,,8,,,,,,,,48,3.0
68,Cam Newton,CAR,23,QB,16,16,8,,,,,,,8,,,,,,,,48,3.0
69,Torrey Smith,BAL,23,WR,16,16,,8,,,,,,8,,,,,,,,48,3.0
70,C.J. Spiller*,BUF,25,RB,16,9,6,2,,,,,,8,,,,,,,,48,3.0
71,Mike Wallace,PIT,26,WR,15,14,,8,,,,,,8,,,,,,,,48,3.2
72,Graham Gano,CAR,25,k,6,0,,,,,,,,,,,20,21,9,11,,47,7.8
73,Justin Medlock,CAR,29,K,10,0,,,,,,,,,,,23,23,7,10,,44,4.4
74,Jordy Nelson,GNB,27,WR,12,10,,7,,,,,,7,1,,,,,,,44,3.7
75,Danario Alexander,SDG,26,wr,10,6,,7,,,,,,7,,,,,,,,42,4.2
76,Antonio Gates,SDG,32,TE,15,15,,7,,,,,,7,,,,,,,,42,2.8
77,Robert Griffin*,WAS,22,QB,15,15,7,,,,,,,7,,,,,,,,42,2.8
78,Jeremy Maclin,PHI,24,WR,15,15,,7,,,,,,7,,,,,,,,42,2.8
79,Denarius Moore,OAK,24,WR,15,15,,7,,,,,,7,,,,,,,,42,2.8
80,Dennis Pitta,BAL,27,te,16,5,,7,,,,,,7,,,,,,,,42,2.6
81,Sidney Rice,SEA,26,WR,16,16,,7,,,,,,7,,,,,,,,42,2.6
82,Cecil Shorts,JAX,25,WR,14,9,,7,,,,,,7,,,,,,,,42,3.0
83,Golden Tate,SEA,24,WR,15,15,,7,,,,,,7,,,,,,,,42,2.8
84,Mike Tolbert,CAR,27,fb,16,5,7,,,,,,,7,,,,,,,,42,2.6
85,Roddy White,ATL,31,WR,16,15,,7,,,,,,7,,,,,,,,42,2.6
86,DeAngelo Williams,CAR,29,RB,16,10,5,2,,,,,,7,,,,,,,,42,2.6
87,Danny Woodhead,NWE,27,rb,16,2,4,3,,,,,,7,,,,,,,,42,2.6
88,Josh Brown,CIN,33,k,4,0,,,,,,,,,,,8,8,11,12,,41,10.3
89,Billy Cundiff,WAS,32,k,5,0,,,,,,,,,,,17,17,7,12,,38,7.6
90,Miles Austin,DAL,28,WR,16,15,,6,,,,,,6,,,,,,,,36,2.3
91,,,,,,,,,,,,,,,,,,,,,,,
92,Ahmad Bradshaw,NYG,26,RB,14,12,6,,,,,,,6,,,,,,,,36,2.6
93,Scott Chandler,BUF,27,TE,15,13,,6,,,,,,6,,,,,,,,36,2.4
94,Jamaal Charles*,KAN,26,RB,16,15,5,1,,,,,,6,,,,,,,,36,2.3
95,Owen Daniels*,HOU,30,TE,15,14,,6,,,,,,6,,,,,,,,36,2.4
96,Matt Forte,CHI,27,RB,15,15,5,1,,,,,,6,,,,,,,,36,2.4
97,BenJarvus Green-Ellis,CIN,27,RB,15,15,6,,,,,,,6,,,,,,,,36,2.4
98,Chris Johnson,TEN,27,RB,16,15,6,,,,,,,6,,,,,,,,36,2.3
99,Steve Johnson,BUF,26,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
100,Lance Moore,NOR,29,wr,15,7,,6,,,,,,6,,,,,,,,36,2.4
101,Wes Welker*,NWE,31,WR,16,12,,6,,,,,,6,,,,,,,,36,2.3
102,David Wilson,NYG,21,rb,16,2,4,1,,1,,,,6,,,,,,,,36,2.3
103,Nate Kaeding,2TM,30,,5,0,,,,,,,,,,,9,9,8,10,,33,6.6
104,Justin Blackmon,JAX,22,WR,16,14,,5,,,,,,5,1,,,,,,,32,2.0
105,Anthony Fasano,MIA,28,TE,16,16,,5,,,,,,5,1,,,,,,,32,2.0
106,Martellus Bennett,NYG,25,TE,16,16,,5,,,,,,5,,,,,,,,30,1.9
107,Antonio Brown,PIT,24,WR,13,10,,5,,,,,,5,,,,,,,,30,2.3
108,Michael Bush,CHI,28,rb,13,1,5,,,,,,,5,,,,,,,,30,2.3
109,Vernon Davis,SFO,28,TE,16,16,,5,,,,,,5,,,,,,,,30,1.9
110,Joel Dreessen,DEN,30,TE,16,15,,5,,,,,,5,,,,,,,,30,1.9
111,Julian Edelman,NWE,26,wr,9,3,,3,1,,1,,,5,,,,,,,,30,3.3
112,Malcom Floyd,SDG,31,WR,14,14,,5,,,,,,5,,,,,,,,30,2.1
113,Pierre Garcon,WAS,26,WR,10,10,,4,,,1,,,5,,,,,,,,30,3.0
114,Brandon Gibson,STL,25,WR,16,13,,5,,,,,,5,,,,,,,,30,1.9
115,Josh Gordon,CLE,21,WR,16,13,,5,,,,,,5,,,,,,,,30,1.9
116,Jermaine Gresham*,CIN,24,TE,16,15,,5,,,,,,5,,,,,,,,30,1.9
117,Percy Harvin,MIN,24,WR,9,8,1,3,,1,,,,5,,,,,,,,30,3.3
118,Aaron Hernandez,NWE,23,rb/TE,10,10,,5,,,,,,5,,,,,,,,30,3.0
119,Darrius Heyward-Bey,OAK,25,WR,15,14,,5,,,,,,5,,,,,,,,30,2.0
120,Mark Ingram,NOR,23,rb,16,5,5,,,,,,,5,,,,,,,,30,1.9
121,Calvin Johnson*+,DET,27,WR,16,16,,5,,,,,,5,,,,,,,,30,1.9
122,,,,,,,,,,,,,,,,,,,,,,,
123,Felix Jones,DAL,25,rb,16,7,3,2,,,,,,5,,,,,,,,30,1.9
124,Colin Kaepernick,SFO,25,qb,13,7,5,,,,,,,5,,,,,,,,30,2.3
125,Brandon Lloyd,NWE,31,WR,16,15,,4,,,1,,,5,,,,,,,,30,1.9
126,Andrew Luck*,IND,23,QB,16,16,5,,,,,,,5,,,,,,,,30,1.9
127,LeSean McCoy,PHI,24,RB,12,12,2,3,,,,,,5,,,,,,,,30,2.5
128,Greg Olsen,CAR,27,TE,16,16,,5,,,,,,5,,,,,,,,30,1.9
129,Andre Roberts,ARI,24,WR,15,15,,5,,,,,,5,,,,,,,,30,2.0
130,Brandon Stokley,DEN,36,WR,15,9,,5,,,,,,5,,,,,,,,30,2.0
131,Reggie Wayne*,IND,34,WR,16,15,,5,,,,,,5,,,,,,,,30,1.9
132,Beanie Wells,ARI,24,rb,8,7,5,,,,,,,5,,,,,,,,30,3.8
133,Anquan Boldin,BAL,32,WR,15,15,,4,,,,,,4,1,,,,,,,26,1.7
134,Kenny Britt,TEN,24,WR,14,11,,4,,,,,,4,1,,,,,,,26,1.9
135,Steven Jackson,STL,29,RB,16,16,4,,,,,,,4,1,,,,,,,26,1.6
136,Lance Kendricks,STL,24,fb/TE,16,14,,4,,,,,,4,1,,,,,,,26,1.6
137,Willis McGahee,DEN,31,RB,10,9,4,,,,,,,4,1,,,,,,,26,2.6
138,Olindo Mare,CHI,39,k,3,0,,,,,,,,,,,7,7,6,8,,25,8.3
139,Jackie Battle,SDG,29,rb,16,5,3,1,,,,,,4,,,,,,,,24,1.5
140,Tom Brady*,NWE,35,QB,16,16,4,,,,,,,4,,,,,,,,24,1.5
141,Bryce Brown,PHI,21,rb,16,4,4,,,,,,,4,,,,,,,,24,1.5
142,Dallas Clark,TAM,33,te,16,7,,4,,,,,,4,,,,,,,,24,1.5
143,Jared Cook,TEN,25,te,13,5,,4,,,,,,4,,,,,,,,24,1.8
144,Andy Dalton,CIN,25,QB,16,16,4,,,,,,,4,,,,,,,,24,1.5
145,Larry Fitzgerald*,ARI,29,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
146,Andrew Hawkins,CIN,26,wr,14,2,,4,,,,,,4,,,,,,,,24,1.7
147,Fred Jackson,BUF,31,RB,10,8,3,1,,,,,,4,,,,,,,,24,2.4
148,Janoris Jenkins,STL,24,RCB,15,14,,,,,1,3,,4,,,,,,,,24,1.6
149,Greg Jennings,GNB,29,wr,8,5,,4,,,,,,4,,,,,,,,24,3.0
150,Andre Johnson*,HOU,31,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
151,Donald Jones,BUF,25,WR,12,10,,4,,,,,,4,,,,,,,,24,2.0
152,Jacoby Jones*+,BAL,28,wr,16,3,,1,1,2,,,,4,,,,,,,,24,1.5
153,,,,,,,,,,,,,,,,,,,,,,,
154,Brandon LaFell,CAR,26,WR,14,12,,4,,,,,,4,,,,,,,,24,1.7
155,Marcedes Lewis,JAX,28,TE,16,15,,4,,,,,,4,,,,,,,,24,1.5
156,Greg Little,CLE,23,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
157,Knowshon Moreno,DEN,25,rb,8,6,4,,,,,,,4,,,,,,,,24,3.0
158,DeMarco Murray,DAL,24,RB,10,10,4,,,,,,,4,,,,,,,,24,2.4
159,Brandon Myers,OAK,27,TE,16,16,,4,,,,,,4,,,,,,,,24,1.5
160,Kevin Ogletree,DAL,25,wr,15,1,,4,,,,,,4,,,,,,,,24,1.6
161,Austin Pettis,STL,24,wr,14,2,,4,,,,,,4,,,,,,,,24,1.7
162,Bilal Powell,NYJ,24,rb,14,2,4,,,,,,,4,,,,,,,,24,1.7
163,Mohamed Sanu,CIN,23,wr,9,3,,4,,,,,,4,,,,,,,,24,2.7
164,Brad Smith,BUF,29,wr,15,2,1,2,,1,,,,4,,,,,,,,24,1.6
165,Steve Smith,CAR,33,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
166,Matthew Stafford,DET,24,QB,16,16,4,,,,,,,4,,,,,,,,24,1.5
167,LaRod Stephens-Howling,ARI,25,rb,14,5,4,,,,,,,4,,,,,,,,24,1.7
168,Daniel Thomas,MIA,25,,12,0,4,,,,,,,4,,,,,,,,24,2.0
169,David Thomas,NOR,29,fb/te,15,7,,4,,,,,,4,,,,,,,,24,1.6
170,Shane Vereen,NWE,23,rb,13,1,3,1,,,,,,4,,,,,,,,24,1.8
171,Nate Washington,TEN,29,WR,16,14,,4,,,,,,4,,,,,,,,24,1.5
172,Russell Wilson*,SEA,24,QB,16,16,4,,,,,,,4,,,,,,,,24,1.5
173,Kendall Wright,TEN,23,wr,15,5,,4,,,,,,4,,,,,,,,24,1.6
174,Titus Young,DET,23,WR,10,8,,4,,,,,,4,,,,,,,,24,2.4
175,Danny Amendola,STL,27,WR,11,8,,3,,,,,,3,1,,,,,,,20,1.8
176,Chris Givens,STL,23,WR,15,12,,3,,,,,,3,1,,,,,,,20,1.3
177,Jorvorskie Lane,MIA,25,fb,16,5,2,1,,,,,,3,1,,,,,,,20,1.3
178,Rod Streater,OAK,24,wr,16,2,,3,,,,,,3,1,,,,,,,20,1.3
179,Dwayne Allen,IND,22,fb/te,16,16,,3,,,,,,3,,,,,,,,18,1.1
180,Donnie Avery,IND,28,WR,16,15,,3,,,,,,3,,,,,,,,18,1.1
181,Doug Baldwin,SEA,24,wr,14,4,,3,,,,,,3,,,,,,,,18,1.3
182,Vick Ballard,IND,22,RB,16,12,2,1,,,,,,3,,,,,,,,18,1.1
183,Joique Bell,DET,26,,16,0,3,,,,,,,3,,,,,,,,18,1.1
184,,,,,,,,,,,,,,,,,,,,,,,
185,Travis Benjamin,CLE,23,wr,14,3,,2,1,,,,,3,,,,,,,,18,1.3
186,Dwayne Bowe,KAN,28,WR,13,12,,3,,,,,,3,,,,,,,,18,1.4
187,Delone Carter,IND,25,,10,0,3,,,,,,,3,,,,,,,,18,1.8
188,James Casey,HOU,28,FB/te,16,9,,3,,,,,,3,,,,,,,,18,1.1
189,Riley Cooper,PHI,25,wr,11,5,,3,,,,,,3,,,,,,,,18,1.6
190,Tom Crabtree,GNB,27,te,14,6,,3,,,,,,3,,,,,,,,18,1.3
191,Jeff Cumberland,NYJ,25,TE/wr,15,12,,3,,,,,,3,,,,,,,,18,1.2
192,Joe Flacco,BAL,27,QB,16,16,3,,,,,,,3,,,,,,,,18,1.1
193,Garrett Graham,HOU,26,fb/te,15,9,,3,,,,,,3,,,,,,,,18,1.2
194,Leonard Hankerson,WAS,24,wr,16,5,,3,,,,,,3,,,,,,,,18,1.1
195,Jamie Harper,TEN,23,,10,0,3,,,,,,,3,,,,,,,,18,1.8
196,Stephen Hill,NYJ,21,WR,11,8,,3,,,,,,3,,,,,,,,18,1.6
197,Alshon Jeffery,CHI,22,wr,10,6,,3,,,,,,3,,,,,,,,18,1.8
198,Jeremy Kerley,NYJ,24,wr,16,7,,2,1,,,,,3,,,,,,,,18,1.1
199,Anthony McCoy,SEA,25,te,16,5,,3,,,,,,3,,,,,,,,18,1.1
200,Darren McFadden,OAK,25,RB,12,12,2,1,,,,,,3,,,,,,,,18,1.5
201,Zach Miller,SEA,27,TE,16,15,,3,,,,,,3,,,,,,,,18,1.1
202,Joe Morgan,NOR,24,wr,14,5,,3,,,,,,3,,,,,,,,18,1.3
203,Josh Morgan,WAS,27,WR,16,15,,2,,,1,,,3,,,,,,,,18,1.1
204,Randy Moss,SFO,35,wr,16,2,,3,,,,,,3,,,,,,,,18,1.1
205,Hakeem Nicks,NYG,24,WR,13,11,,3,,,,,,3,,,,,,,,18,1.4
206,Brandon Pettigrew,DET,27,TE,14,11,,3,,,,,,3,,,,,,,,18,1.3
207,Rueben Randle,NYG,21,wr,16,1,,3,,,,,,3,,,,,,,,18,1.1
208,Darius Reynaud,TEN,28,,16,0,,,2,1,,,,3,,,,,,,,18,1.1
209,Aldrick Robinson,WAS,24,wr,15,2,,3,,,,,,3,,,,,,,,18,1.2
210,Dante Rosario,SDG,28,te,13,2,,3,,,,,,3,,,,,,,,18,1.4
211,Micheal Spurlock,2TM,29,,14,1,,1,1,1,,,,3,,,,,,,,18,1.3
212,Charles Tillman*+,CHI,31,RCB,16,16,,,,,,3,,3,,,,,,,,18,1.1
213,Delanie Walker,SFO,28,te,16,4,,3,,,,,,3,,,,,,,,18,1.1
214,Ben Watson,CLE,32,TE,16,14,,3,,,,,,3,,,,,,,,18,1.1
215,,,,,,,,,,,,,,,,,,,,,,,
216,Jason Witten*,DAL,30,TE,16,16,,3,,,,,,3,,,,,,,,18,1.1
217,Nate Burleson,DET,31,wr,6,5,,2,,,,,,2,1,,,,,,,14,2.3
218,Rashad Jennings,JAX,27,rb,10,6,2,,,,,,,2,1,,,,,,,14,1.4
219,Lance Ball,DEN,27,,15,0,1,1,,,,,,2,,,,,,,,12,0.8
220,Earl Bennett,CHI,25,wr,12,4,,2,,,,,,2,,,,,,,,12,1.0
221,LeGarrette Blount,TAM,26,,13,0,2,,,,,,,2,,,,,,,,12,0.9
222,Brandon Bolden,NWE,22,,10,0,2,,,,,,,2,,,,,,,,12,1.2
223,Lance Briggs,CHI,32,LB,16,16,,,,,,2,,2,,,,,,,,12,0.8
224,Zach Brown,TEN,23,LB,16,14,,,,,,2,,2,,,,,,,,12,0.8
225,Ryan Broyles,DET,24,wr,10,3,,2,,,,,,2,,,,,,,,12,1.2
226,Darius Butler,IND,26,cb/rcb,11,4,,,,,,2,,2,,,,,,,,12,1.1
227,Tony Carter,DEN,26,,15,0,,,,,1,1,,2,,,,,,,,12,0.8
228,Charles Clay,MIA,23,FB/te,14,9,,2,,,,,,2,,,,,,,,12,0.9
229,Jed Collins,NOR,26,fb,15,7,,2,,,,,,2,,,,,,,,12,0.8
230,Kellen Davis,CHI,27,TE,16,15,,2,,,,,,2,,,,,,,,12,0.8
231,Anthony Dixon,SFO,25,,16,0,2,,,,,,,2,,,,,,,,12,0.8
232,Shaun Draughn,KAN,25,,16,0,2,,,,,,,2,,,,,,,,12,0.8
233,Donald Driver,GNB,37,wr,13,1,,2,,,,,,2,,,,,,,,12,0.9
234,Jonathan Dwyer,PIT,23,rb,13,6,2,,,,,,,2,,,,,,,,12,0.9
235,Jermichael Finley,GNB,25,TE,16,14,,2,,,,,,2,,,,,,,,12,0.8
236,Coby Fleener,IND,24,TE,12,10,,2,,,,,,2,,,,,,,,12,1.0
237,Michael Floyd,ARI,23,wr,16,3,,2,,,,,,2,,,,,,,,12,0.8
238,Ryan Grant,2TM,30,,5,1,2,,,,,,,2,,,,,,,,12,2.4
239,Clay Harbor,PHI,25,fb/TE,14,9,,2,,,,,,2,,,,,,,,12,0.9
240,Chris Harris,DEN,23,cb/RCB,15,12,,,,,,2,,2,,,,,,,,12,0.8
241,DuJuan Harris,GNB,24,rb,4,2,2,,,,,,,2,,,,,,,,12,3.0
242,Dwayne Harris,DAL,25,,16,0,,1,1,,,,,2,1,,,,,,,12,0.8
243,Jacob Hester,DEN,27,,3,0,2,,,,,,,2,,,,,,,,12,4.0
244,Domenik Hixon,NYG,28,wr,13,3,,2,,,,,,2,,,,,,,,12,0.9
245,Trindon Holliday,2TM,26,,15,0,,,1,1,,,,2,,,,,,,,12,0.8
246,,,,,,,,,,,,,,,,,,,,,,,
247,Kendall Hunter,SFO,24,,11,0,2,,,,,,,2,,,,,,,,12,1.1
248,Chris Ivory,NOR,24,rb,6,2,2,,,,,,,2,,,,,,,,12,2.0
249,DeSean Jackson,PHI,26,WR,11,11,,2,,,,,,2,,,,,,,,12,1.1
250,Quentin Jammer,SDG,33,LCB,16,16,,,,,1,1,,2,,,,,,,,12,0.8
251,Michael Jenkins,MIN,30,WR,16,8,,2,,,,,,2,,,,,,,,12,0.8
252,Maurice Jones-Drew,JAX,27,rb,6,5,1,1,,,,,,2,,,,,,,,12,2.0
253,Dustin Keller,NYJ,28,te,8,5,,2,,,,,,2,,,,,,,,12,1.5
254,Leodis McKelvin,BUF,27,lcb,13,4,,,2,,,,,2,,,,,,,,12,0.9
255,Robert Meachem,SDG,28,wr,15,3,,2,,,,,,2,,,,,,,,12,0.8
256,Captain Munnerlyn,CAR,24,LCB,16,11,,,,,,2,,2,,,,,,,,12,0.8
257,Louis Murphy,CAR,25,wr,16,5,,1,,,1,,,2,,,,,,,,12,0.8
258,Christian Ponder,MIN,24,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
259,Leonard Pope,PIT,29,te,16,2,,2,,,,,,2,,,,,,,,12,0.8
260,Brian Quick,STL,23,wr,15,1,,2,,,,,,2,,,,,,,,12,0.8
261,Chris Rainey,PIT,24,,16,0,2,,,,,,,2,,,,,,,,12,0.8
262,Isaac Redman,PIT,28,rb,14,5,2,,,,,,,2,,,,,,,,12,0.9
263,Michael Robinson,SEA,29,fb/wr,16,6,,2,,,,,,2,,,,,,,,12,0.8
264,Aaron Rodgers*,GNB,29,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
265,Jacquizz Rodgers,ATL,22,,16,0,1,1,,,,,,2,,,,,,,,12,0.8
266,Evan Royster,WAS,25,,16,0,2,,,,,,,2,,,,,,,,12,0.8
267,Chaz Schilens,NYJ,27,wr,15,6,,2,,,,,,2,,,,,,,,12,0.8
268,Richard Sherman+,SEA,24,LCB,16,16,,,,,,1,1,2,,,,,,,,12,0.8
269,Harrison Smith,MIN,23,FS,16,16,,,,,,2,,2,,,,,,,,12,0.8
270,Kevin Smith,DET,26,rb,12,2,1,1,,,,,,2,,,,,,,,12,1.0
271,Lee Smith,BUF,25,te/wr,16,7,,2,,,,,,2,,,,,,,,12,0.8
272,Jonathan Stewart,CAR,25,rb,9,6,1,1,,,,,,2,,,,,,,,12,1.3
273,Jacob Tamme,DEN,27,TE,16,8,,2,,,,,,2,,,,,,,,12,0.8
274,Ryan Tannehill,MIA,24,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
275,Ben Tate,HOU,24,,11,0,2,,,,,,,2,,,,,,,,12,1.1
276,Marcus Thigpen,MIA,26,,16,0,,,1,1,,,,2,,,,,,,,12,0.8
277,,,,,,,,,,,,,,,,,,,,,,,
278,Pierre Thomas,NOR,28,rb,15,4,1,1,,,,,,2,,,,,,,,12,0.8
279,Tiquan Underwood,TAM,25,wr,14,3,,2,,,,,,2,,,,,,,,12,0.9
280,Kevin Walter,HOU,31,WR,16,14,,2,,,,,,2,,,,,,,,12,0.8
281,Leon Washington*,SEA,30,,16,0,1,,,1,,,,2,,,,,,,,12,0.8
282,Demorrio Williams,SDG,32,lb,14,3,,,,,,2,,2,,,,,,,,12,0.9
283,Jarius Wright,MIN,23,wr,7,1,,2,,,,,,2,,,,,,,,12,1.7
284,Darrel Young,WAS,25,fb/te,16,8,,2,,,,,,2,,,,,,,,12,0.8
285,Donald Brown,IND,25,rb,10,4,1,,,,,,,1,1,,,,,,,8,0.8
286,Juron Criner,OAK,23,,12,0,,1,,,,,,1,1,,,,,,,8,0.7
287,Montell Owens,JAX,28,fb/rb,13,4,1,,,,,,,1,1,,,,,,,8,0.6
288,Shaun Phillips,SDG,31,LB,16,16,,,,,1,,,1,,,,,,,1,8,0.5
289,Tony Romo,DAL,32,QB,16,16,1,,,,,,,1,1,,,,,,,8,0.5
290,Anthony Allen,BAL,24,,16,0,1,,,,,,,1,,,,,,,,6,0.4
291,Armando Allen,CHI,23,,15,0,1,,,,,,,1,,,,,,,,6,0.4
292,Jonathan Babineaux,ATL,31,de/DT,16,16,,,,,1,,,1,,,,,,,,6,0.4
293,Jonathan Baldwin,KAN,23,wr,15,7,,1,,,,,,1,,,,,,,,6,0.4
294,Ronde Barber,TAM,37,cb/FS,16,16,,,,,,1,,1,,,,,,,,6,0.4
295,Gary Barnidge,CAR,27,te,16,5,,1,,,,,,1,,,,,,,,6,0.4
296,Baron Batch,PIT,25,,12,0,1,,,,,,,1,,,,,,,,6,0.5
297,Cedric Benson,GNB,30,rb,5,5,1,,,,,,,1,,,,,,,,6,1.2
