,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
347,Chris Johnson,ARI,31,,4,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,25,95,1,18,3.8,23.8,6.3,25,3.8,95,1,0
348,Jonathan Williams,BUF,22,,11,0,2,1,0,0.0,0,0,0.1,0.0,50.0%,0.0,27,94,1,20,3.5,8.5,2.5,28,3.4,94,1,2
349,Stephen Anderson,HOU,23,,13,0,16,11,93,8.5,1,14,0.8,7.2,68.8%,5.8,,,,,,,,11,8.5,93,1,0
350,T.J. Jones,DET,24,,3,0,14,5,93,18.6,0,36,1.7,31.0,35.7%,6.6,,,,,,,,5,18.6,93,0,0
351,Larry Donnell,NYG,28,te,14,6,22,15,92,6.1,1,15,1.1,6.6,68.2%,4.2,,,,,,,,15,6.1,92,1,1
352,Tyler Kroft,CIN,24,TE/wr,14,11,12,10,92,9.2,0,21,0.7,6.6,83.3%,7.7,,,,,,,,10,9.2,92,0,0
353,Fitzgerald Toussaint,PIT,26,,16,0,3,3,33,11.0,0,15,0.2,2.1,100.0%,11.0,14,58,0,16,4.1,3.6,0.9,17,5.4,91,0,0
354,Greg Salas,BUF,28,wr,2,1,6,4,89,22.3,1,71,2.0,44.5,66.7%,14.8,,,,,,,,4,22.3,89,1,0
355,Aaron Burbridge,SFO,23,wr,16,3,16,7,88,12.6,0,24,0.4,5.5,43.8%,5.5,,,,,,,,7,12.6,88,0,1
356,Reggie Bush,BUF,31,,13,0,10,7,90,12.9,0,25,0.5,6.9,70.0%,9.0,12,-3,1,5,-0.3,-0.2,0.9,19,4.6,87,1,1
357,Tommylee Lewis,NOR,24,wr,12,1,11,7,76,10.9,0,26,0.6,6.3,63.6%,6.9,3,11,0,7,3.7,0.9,0.3,10,8.7,87,0,2
358,Bryce Treggs,PHI,22,wr,9,1,12,3,80,26.7,0,58,0.3,8.9,25.0%,6.7,2,7,0,4,3.5,0.8,0.2,5,17.4,87,0,0
359,Derek Watt,SDG,24,fb,16,2,4,4,83,20.8,0,53,0.3,5.2,100.0%,20.8,2,4,0,2,2.0,0.3,0.1,6,14.5,87,0,0
360,Andre Williams,SDG,24,,1,0,2,0,0,,0,0,0.0,0.0,0.0%,0.0,18,87,0,14,4.8,87.0,18.0,18,4.8,87,0,0
361,Blake Bell,SFO,25,,13,0,9,4,85,21.3,0,45,0.3,6.5,44.4%,9.4,,,,,,,,4,21.3,85,0,0
362,Malcolm Brown,LAR,23,,16,0,3,3,46,15.3,0,26,0.2,2.9,100.0%,15.3,18,39,0,10,2.2,2.4,1.1,21,4.0,85,0,1
363,Tyler Higbee,LAR,23,te/wr,16,7,29,11,85,7.7,1,31,0.7,5.3,37.9%,2.9,,,,,,,,11,7.7,85,1,0
364,Andre Johnson,TEN,35,wr,8,4,22,9,85,9.4,2,20,1.1,10.6,40.9%,3.9,,,,,,,,9,9.4,85,2,0
365,Darren Waller,BAL,24,te,12,3,17,10,85,8.5,2,15,0.8,7.1,58.8%,5.0,,,,,,,,10,8.5,85,2,0
366,Jacoby Brissett,NWE,24,qb,3,2,0,0,0,,0,0,0.0,0.0,0.0%,,16,83,1,27,5.2,27.7,5.3,16,5.2,83,1,3
367,Anthony Fasano,TEN,32,TE,16,10,13,8,83,10.4,2,17,0.5,5.2,61.5%,6.4,,,,,,,,8,10.4,83,2,0
368,Brittan Golden,ARI,28,wr,12,1,14,8,82,10.3,1,22,0.7,6.8,57.1%,5.9,,,,,,,,8,10.3,82,1,1
369,Mack Brown,WAS,25,,9,0,1,1,-2,-2.0,0,-2,0.1,-0.2,100.0%,-2.0,8,82,1,61,10.3,9.1,0.9,9,8.9,80,1,0
370,David Johnson,PIT,29,te/wr,16,5,11,7,80,11.4,0,26,0.4,5.0,63.6%,7.3,,,,,,,,7,11.4,80,0,0
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Adrian Peterson,MIN,31,rb,3,3,6,3,8,2.7,0,7,1.0,2.7,50.0%,1.3,37,72,0,13,1.9,24.0,12.3,40,2.0,80,0,1
373,Rashard Higgins,CLE,22,,16,0,12,6,77,12.8,0,19,0.4,4.8,50.0%,6.4,,,,,,,,6,12.8,77,0,0
374,Johnny Holton,OAK,25,,15,0,3,2,34,17.0,0,30,0.1,2.3,66.7%,11.3,6,43,0,29,7.2,2.9,0.4,8,9.6,77,0,1
375,Andy Janovich,DEN,23,fb,11,5,7,5,44,8.8,0,13,0.5,4.0,71.4%,6.3,4,33,1,28,8.3,3.0,0.4,9,8.6,77,1,0
376,Ryan Grant,WAS,26,wr,16,1,19,9,76,8.4,0,17,0.6,4.8,47.4%,4.0,,,,,,,,9,8.4,76,0,0
377,Cody Latimer,DEN,24,wr,12,1,15,8,76,9.5,0,16,0.7,6.3,53.3%,5.1,,,,,,,,8,9.5,76,0,0
378,Mike Davis,SFO,23,rb,8,1,5,3,25,8.3,0,10,0.4,3.1,60.0%,5.0,19,50,1,8,2.6,6.3,2.4,22,3.4,75,1,1
379,Wendall Williams,HOU,26,,3,0,7,4,75,18.8,0,32,1.3,25.0,57.1%,10.7,,,,,,,,4,18.8,75,0,0
380,Byron Marshall,PHI,22,,3,0,5,3,10,3.3,0,7,1.0,3.3,60.0%,2.0,19,64,0,12,3.4,21.3,6.3,22,3.4,74,0,0
381,Marcel Reece,SEA,31,,4,0,5,5,73,14.6,0,31,1.3,18.3,100.0%,14.6,2,0,0,0,0.0,0.0,0.5,7,10.4,73,0,0
382,Michael Campanaro,BAL,25,,3,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,3,72,0,39,24.0,24.0,1.0,3,24.0,72,0,0
383,John Phillips,2TM,29,,16,7,15,10,72,7.2,1,16,0.6,4.5,66.7%,4.8,,,,,,,,10,7.2,72,1,0
384,Alex Erickson,CIN,24,,16,0,8,6,71,11.8,0,20,0.4,4.4,75.0%,8.9,,,,,,,,6,11.8,71,0,3
385,Crockett Gillmore,BAL,25,te,7,5,14,8,71,8.9,1,22,1.1,10.1,57.1%,5.1,,,,,,,,8,8.9,71,1,0
386,Derek Carr*,OAK,25,QB,15,15,0,0,0,,0,0,0.0,0.0,0.0%,,39,70,0,13,1.8,4.7,2.6,39,1.8,70,0,5
387,Jerome Felton,BUF,30,fb,15,4,9,6,57,9.5,0,22,0.4,3.8,66.7%,6.3,8,13,0,6,1.6,0.9,0.5,14,5.0,70,0,0
388,Keith Mumphery,HOU,24,wr,11,3,12,10,69,6.9,0,11,0.9,6.3,83.3%,5.8,,,,,,,,10,6.9,69,0,0
389,Geoff Swaim,DAL,23,te,9,6,8,6,69,11.5,0,28,0.7,7.7,75.0%,8.6,,,,,,,,6,11.5,69,0,0
390,C.J. Spiller,2TM,29,,6,0,13,6,50,8.3,1,24,1.0,8.3,46.2%,3.8,6,18,0,13,3.0,3.0,1.0,12,5.7,68,1,1
391,Jarius Wright,MIN,27,wr,8,1,14,11,67,6.1,1,11,1.4,8.4,78.6%,4.8,,,,,,,,11,6.1,67,1,0
392,Josh Doctson,WAS,24,,2,0,6,2,66,33.0,0,57,1.0,33.0,33.3%,11.0,,,,,,,,2,33.0,66,0,0
393,Maurice Harris,WAS,24,,10,0,12,8,66,8.3,0,15,0.8,6.6,66.7%,5.5,,,,,,,,8,8.3,66,0,1
394,Chris Moore,BAL,23,,15,0,16,7,46,6.6,0,13,0.5,3.1,43.8%,2.9,3,19,0,10,6.3,1.3,0.2,10,6.5,65,0,1
395,Tom Brady*,NWE,39,QB,12,12,0,0,0,,0,0,0.0,0.0,0.0%,,28,64,0,15,2.3,5.3,2.3,28,2.3,64,0,5
396,De'Anthony Thomas,KAN,23,,12,0,9,7,35,5.0,0,15,0.6,2.9,77.8%,3.9,4,29,0,23,7.3,2.4,0.3,11,5.8,64,0,0
397,Keenan Allen,SDG,24,wr,1,1,7,6,63,10.5,0,15,6.0,63.0,85.7%,9.0,,,,,,,,6,10.5,63,0,0
398,Brandon Bostick,NYJ,27,te,16,7,11,8,63,7.9,0,14,0.5,3.9,72.7%,5.7,,,,,,,,8,7.9,63,0,0
399,Phillip Supernaw,TEN,26,te,15,2,5,4,62,15.5,0,30,0.3,4.1,80.0%,12.4,,,,,,,,4,15.5,62,0,0
400,Dominique Jones,MIA,29,te,9,2,10,7,61,8.7,1,24,0.8,6.8,70.0%,6.1,,,,,,,,7,8.7,61,1,0
401,Jordan Cameron,MIA,28,te,3,3,11,8,60,7.5,1,13,2.7,20.0,72.7%,5.5,,,,,,,,8,7.5,60,1,0
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Jace Amaro,TEN,24,,3,0,4,3,59,19.7,0,26,1.0,19.7,75.0%,14.8,,,,,,,,3,19.7,59,0,0
404,Brandon Myers,TAM,31,TE,16,9,14,7,59,8.4,1,12,0.4,3.7,50.0%,4.2,,,,,,,,7,8.4,59,1,0
405,Jordan Todman,IND,26,,16,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,9,59,0,19,6.6,3.7,0.6,9,6.6,59,0,0
406,Nick Williams,ATL,26,,2,0,7,5,59,11.8,0,19,2.5,29.5,71.4%,8.4,,,,,,,,5,11.8,59,0,0
407,Sam Bradford,MIN,29,QB,15,15,1,1,5,5.0,0,5,0.1,0.3,100.0%,5.0,20,53,0,24,2.7,3.5,1.3,21,2.8,58,0,10
408,Rhett Ellison,MIN,28,te,15,6,14,9,57,6.3,0,21,0.6,3.8,64.3%,4.1,1,1,1,1,1.0,0.1,0.1,10,5.8,58,1,0
409,Joe Flacco,BAL,31,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,21,58,2,16,2.8,3.6,1.3,21,2.8,58,2,5
410,Trevor Siemian,DEN,25,QB,14,14,0,0,0,,0,0,0.0,0.0,0.0%,,28,57,0,14,2.0,4.1,2.0,28,2.0,57,0,4
411,Jamaal Charles,KAN,30,,3,0,3,2,14,7.0,0,16,0.7,4.7,66.7%,4.7,12,40,1,17,3.3,13.3,4.0,14,3.9,54,1,0
412,Knile Davis,2TM,25,,11,0,7,5,25,5.0,0,11,0.5,2.3,71.4%,3.6,18,28,0,6,1.6,2.5,1.6,23,2.3,53,0,0
413,Patrick DiMarco,ATL,27,FB,16,8,10,7,52,7.4,1,18,0.4,3.3,70.0%,5.2,,,,,,,,7,7.4,52,1,0
414,Case Keenum,LAR,28,QB,10,9,0,0,0,,0,0,0.0,0.0,0.0%,,20,51,1,13,2.6,5.1,2.0,20,2.6,51,1,5
415,Markus Wheaton,PIT,25,wr,3,2,9,4,51,12.8,1,30,1.3,17.0,44.4%,5.7,,,,,,,,4,12.8,51,1,0
416,Tavarres King,NYG,26,,7,0,4,2,50,25.0,0,44,0.3,7.1,50.0%,12.5,,,,,,,,2,25.0,50,0,0
417,Ifeanyi Momah,ARI,27,te,5,1,4,2,50,25.0,0,27,0.4,10.0,50.0%,12.5,,,,,,,,2,25.0,50,0,0
418,Javorius Allen,BAL,25,,8,0,4,3,15,5.0,0,8,0.4,1.9,75.0%,3.8,9,34,0,7,3.8,4.3,1.1,12,4.1,49,0,0
419,Troymaine Pope,2TM,23,,4,0,2,1,5,5.0,0,5,0.3,1.3,50.0%,2.5,12,44,0,18,3.7,11.0,3.0,13,3.8,49,0,0
420,Brandon Wilds,NYJ,23,,4,0,2,2,20,10.0,0,12,0.5,5.0,100.0%,10.0,10,27,0,6,2.7,6.8,2.5,12,3.9,47,0,0
421,Malcolm Johnson,CLE,24,fb,7,1,7,5,44,8.8,0,21,0.7,6.3,71.4%,6.3,1,2,0,2,2.0,0.3,0.1,6,7.7,46,0,1
422,Nick Boyle,BAL,23,,6,0,6,6,44,7.3,0,20,1.0,7.3,100.0%,7.3,,,,,,,,6,7.3,44,0,0
423,Quan Bray,IND,23,,6,0,4,3,36,12.0,0,22,0.5,6.0,75.0%,9.0,1,7,0,7,7.0,1.2,0.2,4,10.8,43,0,0
424,Daniel Lasco,NOR,24,,7,0,4,2,11,5.5,0,7,0.3,1.6,50.0%,2.8,11,32,0,6,2.9,4.6,1.6,13,3.3,43,0,0
425,Joshua Perkins,ATL,23,te,8,1,5,3,42,14.0,1,26,0.4,5.3,60.0%,8.4,,,,,,,,3,14.0,42,1,0
426,Demarcus Ayers,PIT,22,wr,2,1,13,6,53,8.8,1,15,3.0,26.5,46.2%,4.1,2,-12,0,0,-6.0,-6.0,1.0,8,5.1,41,1,0
427,Ben Braunecker,CHI,22,te,13,2,6,4,41,10.3,0,14,0.3,3.2,66.7%,6.8,,,,,,,,4,10.3,41,0,0
428,Mike James,TAM,25,,4,0,4,4,22,5.5,0,6,1.0,5.5,100.0%,5.5,4,19,0,9,4.8,4.8,1.0,8,5.1,41,0,0
429,Bradley Marquez,LAR,24,,14,0,7,3,37,12.3,0,13,0.2,2.6,42.9%,5.3,1,2,0,2,2.0,0.1,0.1,4,9.8,39,0,0
430,Alan Cross,TAM,23,,14,0,10,6,38,6.3,1,10,0.4,2.7,60.0%,3.8,,,,,,,,6,6.3,38,1,0
431,Dexter McCluster,SDG,27,,6,0,11,7,36,5.1,0,10,1.2,6.0,63.6%,3.3,3,2,0,2,0.7,0.3,0.5,10,3.8,38,0,0
432,Carson Palmer,ARI,37,QB,15,15,0,0,0,,0,0,0.0,0.0,0.0%,,14,38,0,16,2.7,2.5,0.9,14,2.7,38,0,14
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Jeremy Ross,2TM,28,,6,1,4,4,37,9.3,1,15,0.7,6.2,100.0%,9.3,,,,,,,,4,9.3,37,1,0
435,Mike Thomas,LAR,22,,15,0,9,3,37,12.3,0,16,0.2,2.5,33.3%,4.1,,,,,,,,3,12.3,37,0,1
436,Brandon Williams,SEA,29,fb,16,1,3,2,36,18.0,0,20,0.1,2.3,66.7%,12.0,,,,,,,,2,18.0,36,0,0
437,Taiwan Jones,OAK,28,,13,0,4,4,43,10.8,0,16,0.3,3.3,100.0%,10.8,1,-8,0,-8,-8.0,-0.6,0.1,5,7.0,35,0,0
438,Justin Perillo,GNB,25,te,9,1,5,4,35,8.8,0,13,0.4,3.9,80.0%,7.0,,,,,,,,4,8.8,35,0,0
439,Philip Rivers*,SDG,35,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,14,35,0,10,2.5,2.2,0.9,14,2.5,35,0,9
440,George Atkinson,CLE,24,,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,7,34,1,11,4.9,2.1,0.4,7,4.9,34,1,1
441,Terrell Watson,PHI,23,,1,0,1,1,5,5.0,0,5,1.0,5.0,100.0%,5.0,9,28,1,8,3.1,28.0,9.0,10,3.3,33,1,0
442,Rashad Greene,JAX,24,,8,0,8,5,32,6.4,0,9,0.6,4.0,62.5%,4.0,,,,,,,,5,6.4,32,0,4
443,Don Jackson,GNB,23,rb,3,1,1,0,0,,0,0,0.0,0.0,0.0%,0.0,10,32,0,7,3.2,10.7,3.3,10,3.2,32,0,0
444,Nick Vannett,SEA,23,te,9,2,4,3,32,10.7,0,21,0.3,3.6,75.0%,8.0,,,,,,,,3,10.7,32,0,0
445,Quinton Dunbar,WAS,24,cb,14,2,1,1,31,31.0,0,31,0.1,2.2,100.0%,31.0,,,,,,,,1,31.0,31,0,1
446,Gavin Escobar,DAL,25,te,16,1,7,4,30,7.5,1,14,0.3,1.9,57.1%,4.3,,,,,,,,4,7.5,30,1,0
447,Chris Jones,DAL,27,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,30,0,30,30.0,1.9,0.1,1,30.0,30,0,0
448,Leonte Carroo,MIA,22,wr,14,2,6,3,29,9.7,1,15,0.2,2.1,50.0%,4.8,,,,,,,,3,9.7,29,1,0
449,Lee Smith,OAK,29,te,4,4,6,6,29,4.8,0,12,1.5,7.3,100.0%,4.8,,,,,,,,6,4.8,29,0,0
450,Isaiah Pead,MIA,27,,3,0,1,1,6,6.0,0,6,0.3,2.0,100.0%,6.0,8,22,0,4,2.8,7.3,2.7,9,3.1,28,0,0
451,Marquette King,OAK,28,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,27,0,27,13.5,1.7,0.1,2,13.5,27,0,1
452,Niles Paul,WAS,27,te,8,1,2,2,27,13.5,0,16,0.3,3.4,100.0%,13.5,,,,,,,,2,13.5,27,0,0
453,Danny Vitale,CLE,23,fb,9,3,5,4,27,6.8,0,17,0.4,3.0,80.0%,5.4,,,,,,,,4,6.8,27,0,0
454,D.J. Foster,NWE,23,,3,0,2,1,2,2.0,0,2,0.3,0.7,50.0%,1.0,7,24,0,7,3.4,8.0,2.3,8,3.3,26,0,0
455,Jon Ryan,SEA,35,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,26,0,26,13.0,1.6,0.1,2,13.0,26,0,3
456,Juwan Thompson,DEN,24,fb,8,1,1,0,0,,0,0,0.0,0.0,0.0%,0.0,8,26,1,14,3.3,3.3,1.0,8,3.3,26,1,0
457,Paxton Lynch,DEN,22,qb,3,2,0,0,0,,0,0,0.0,0.0,0.0%,,11,25,0,10,2.3,8.3,3.7,11,2.3,25,0,2
458,Sean McGrath,SDG,29,te,16,5,2,2,25,12.5,0,13,0.1,1.6,100.0%,12.5,,,,,,,,2,12.5,25,0,0
459,Keith Smith,DAL,24,fb,16,1,4,3,20,6.7,0,14,0.2,1.3,75.0%,5.0,2,5,0,3,2.5,0.3,0.1,5,5.0,25,0,0
460,Jay Cutler,CHI,33,qb,5,5,0,0,0,,0,0,0.0,0.0,0.0%,,5,24,0,12,4.8,4.8,1.0,5,4.8,24,0,6
461,Trevor Davis,GNB,23,,11,0,7,3,24,8.0,1,9,0.3,2.2,42.9%,3.4,,,,,,,,3,8.0,24,1,2
462,Shane Wynn,JAX,24,,5,0,3,1,19,19.0,0,19,0.2,3.8,33.3%,6.3,2,5,0,7,2.5,1.0,0.4,3,8.0,24,0,0
463,DeAndre Smelter,SFO,25,,2,0,1,1,23,23.0,0,23,0.5,11.5,100.0%,23.0,,,,,,,,1,23.0,23,0,0
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Luke Stocker,TAM,28,TE,12,10,8,5,23,4.6,0,11,0.4,1.9,62.5%,2.9,,,,,,,,5,4.6,23,0,0
466,Matt Lengel,NWE,26,,6,0,3,2,22,11.0,1,18,0.3,3.7,66.7%,7.3,,,,,,,,2,11.0,22,1,0
467,EJ Manuel,BUF,26,qb,6,1,0,0,0,,0,0,0.0,0.0,0.0%,,8,22,0,8,2.8,3.7,1.3,8,2.8,22,0,2
468,Khiry Robinson,NYJ,27,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,8,22,0,10,2.8,22.0,8.0,8,2.8,22,0,1
469,Griff Whalen,SDG,26,,8,0,4,2,22,11.0,0,12,0.3,2.8,50.0%,5.5,,,,,,,,2,11.0,22,0,0
470,Tyler Ervin,HOU,23,,12,0,5,3,18,6.0,0,9,0.3,1.5,60.0%,3.6,1,3,0,3,3.0,0.3,0.1,4,5.3,21,0,3
471,Josh McCown,CLE,37,qb,5,3,0,0,0,,0,0,0.0,0.0,0.0%,,7,21,0,7,3.0,4.2,1.4,7,3.0,21,0,7
472,Drew Brees*,NOR,37,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,23,20,2,7,0.9,1.3,1.4,23,0.9,20,2,5
473,Devin Smith,NYJ,24,,4,0,3,1,20,20.0,0,20,0.3,5.0,33.3%,6.7,,,,,,,,1,20.0,20,0,0
474,Devin Street,IND,25,,5,0,6,1,20,20.0,0,20,0.2,4.0,16.7%,3.3,,,,,,,,1,20.0,20,0,0
475,Brandon Bolden,NWE,26,,14,0,4,2,15,7.5,0,13,0.1,1.1,50.0%,3.8,1,4,0,4,4.0,0.3,0.1,3,6.3,19,0,0
476,Clay Harbor,2TM,29,,15,2,3,3,19,6.3,0,9,0.2,1.3,100.0%,6.3,,,,,,,,3,6.3,19,0,0
477,Bryce Petty,NYJ,25,qb,6,4,0,0,0,,0,0,0.0,0.0,0.0%,,5,19,0,9,3.8,3.2,0.8,5,3.8,19,0,1
478,James Develin,NWE,28,fb/rb,16,4,6,3,18,6.0,0,13,0.2,1.1,50.0%,3.0,,,,,,,,3,6.0,18,0,0
479,Cody Kessler,CLE,23,QB,9,8,0,0,0,,0,0,0.0,0.0,0.0%,,11,18,0,8,1.6,2.0,1.2,11,1.6,18,0,4
480,J.D. McKissic,SEA,23,,1,0,2,2,16,8.0,0,10,2.0,16.0,100.0%,8.0,1,2,0,2,2.0,2.0,1.0,3,6.0,18,0,0
481,Cole Wick,DET,23,,6,0,3,2,18,9.0,0,13,0.3,3.0,66.7%,6.0,,,,,,,,2,9.0,18,0,0
482,Brenton Bersin,CAR,26,,10,0,6,2,17,8.5,0,10,0.2,1.7,33.3%,2.8,,,,,,,,2,8.5,17,0,0
483,Jalston Fowler,TEN,26,fb,16,7,2,1,14,14.0,0,14,0.1,0.9,50.0%,7.0,1,3,0,3,3.0,0.2,0.1,2,8.5,17,0,0
484,Connor Hamlett,CLE,24,te,3,2,1,1,17,17.0,1,17,0.3,5.7,100.0%,17.0,,,,,,,,1,17.0,17,1,0
485,Percy Harvin,BUF,28,wr,2,1,4,2,6,3.0,0,5,1.0,3.0,50.0%,1.5,1,11,0,11,11.0,5.5,0.5,3,5.7,17,0,0
486,Damiere Byrd,CAR,23,,1,0,1,1,16,16.0,0,16,1.0,16.0,100.0%,16.0,,,,,,,,1,16.0,16,0,0
487,Jared Goff,LAR,22,qb,7,7,0,0,0,,0,0,0.0,0.0,0.0%,,8,16,1,6,2.0,2.3,1.1,8,2.0,16,1,5
488,Colton Schmidt,BUF,26,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,16,0,16,16.0,1.0,0.1,1,16.0,16,0,1
489,Bralon Addison,CHI,23,,2,0,1,1,11,11.0,0,11,0.5,5.5,100.0%,11.0,1,4,0,4,4.0,2.0,0.5,2,7.5,15,0,1
490,Antonio Andrews,TEN,24,,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,15,0,9,7.5,0.9,0.1,2,7.5,15,0,0
491,Zach Line,MIN,26,fb/te,15,4,3,0,0,,0,0,0.0,0.0,0.0%,0.0,7,15,0,5,2.1,1.0,0.5,7,2.1,15,0,0
492,Marc Mariani,TEN,29,,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,15,0,15,15.0,0.9,0.1,1,15.0,15,0,1
493,Logan Paulsen,CHI,29,TE,16,12,10,3,15,5.0,0,7,0.2,0.9,30.0%,1.5,,,,,,,,3,5.0,15,0,0
494,Cedric Peerman,CIN,30,,6,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,6,15,0,4,2.5,2.5,1.0,6,2.5,15,0,0
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Jay Prosch,HOU,24,fb,15,1,1,1,6,6.0,0,6,0.1,0.4,100.0%,6.0,4,9,0,5,2.3,0.6,0.3,5,3.0,15,0,0
497,Ross Travis,KAN,23,te,6,3,6,3,15,5.0,0,6,0.5,2.5,50.0%,2.5,,,,,,,,3,5.0,15,0,0
498,Laquon Treadwell,MIN,21,wr,9,1,3,1,15,15.0,0,15,0.1,1.7,33.3%,5.0,,,,,,,,1,15.0,15,0,0
499,Gerald Christian,BUF,25,,3,0,2,1,14,14.0,0,14,0.3,4.7,50.0%,7.0,,,,,,,,1,14.0,14,0,0
500,Ben Roethlisberger*,PIT,34,QB,14,14,0,0,0,,0,0,0.0,0.0,0.0%,,16,14,1,14,0.9,1.0,1.1,16,0.9,14,1,8
501,Je'Ron Hamm,SFO,24,,5,0,4,2,13,6.5,0,7,0.4,2.6,50.0%,3.3,,,,,,,,2,6.5,13,0,0
502,Dwayne Harris*,NYG,29,wr,16,1,1,1,13,13.0,1,13,0.1,0.8,100.0%,13.0,,,,,,,,1,13.0,13,1,3
503,Ryan Hewitt,CIN,25,RB,16,11,3,2,13,6.5,0,8,0.1,0.8,66.7%,4.3,,,,,,,,2,6.5,13,0,0
504,Henry Krieger-Coble,DEN,24,,2,0,1,1,13,13.0,0,13,0.5,6.5,100.0%,13.0,,,,,,,,1,13.0,13,0,0
505,MyCole Pruitt,2TM,24,,4,0,2,2,13,6.5,0,7,0.5,3.3,100.0%,6.5,,,,,,,,2,6.5,13,0,0
506,Jake Fisher,CIN,23,rt,15,3,1,1,12,12.0,0,12,0.1,0.8,100.0%,12.0,,,,,,,,1,12.0,12,0,1
507,Terrence Magee,SEA,23,,2,0,0,0,0,,0,0,0.0,0.0,0.0%,,3,12,0,5,4.0,6.0,1.5,3,4.0,12,0,0
508,Tom Savage,HOU,26,qb,3,2,0,0,0,,0,0,0.0,0.0,0.0%,,6,12,0,11,2.0,4.0,2.0,6,2.0,12,0,1
509,Stepfan Taylor,ARI,25,,15,0,0,0,0,,0,0,0.0,0.0,0.0%,,4,12,0,12,3.0,0.8,0.3,4,3.0,12,0,0
510,Jeremy Butler,SDG,25,,4,0,2,2,11,5.5,0,6,0.5,2.8,100.0%,5.5,,,,,,,,2,5.5,11,0,0
511,Alex Ellis,JAX,23,te,6,3,4,3,11,3.7,0,6,0.5,1.8,75.0%,2.8,,,,,,,,3,3.7,11,0,0
512,Bronson Hill,JAX,23,,3,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,2,11,0,7,5.5,3.7,0.7,2,5.5,11,0,0
513,Paul Lasike,CHI,26,fb/wr,10,3,1,1,3,3.0,0,3,0.1,0.3,100.0%,3.0,3,8,0,5,2.7,0.8,0.3,4,2.8,11,0,0
514,Anthony Sherman,KAN,28,fb,16,3,6,4,11,2.8,0,6,0.3,0.7,66.7%,1.8,,,,,,,,4,2.8,11,0,0
515,Derek Carrier,WAS,26,,8,0,2,2,10,5.0,0,6,0.3,1.3,100.0%,5.0,,,,,,,,2,5.0,10,0,0
516,Taylor Lewan*,TEN,25,LT,16,16,1,1,10,10.0,1,10,0.1,0.6,100.0%,10.0,,,,,,,,1,10.0,10,1,0
517,Chris Manhertz,2TM,24,,7,2,1,1,10,10.0,0,10,0.1,1.4,100.0%,10.0,,,,,,,,1,10.0,10,0,0
518,Lorenzo Taliaferro,BAL,25,,3,0,3,3,10,3.3,0,8,1.0,3.3,100.0%,3.3,1,0,0,0,0.0,0.0,0.3,4,2.5,10,0,0
519,Jimmy Garoppolo,NWE,25,qb,6,2,1,1,3,3.0,0,3,0.2,0.5,100.0%,3.0,10,6,0,10,0.6,1.0,1.7,11,0.8,9,0,2
520,Geno Smith,NYJ,26,qb,2,1,0,0,0,,0,0,0.0,0.0,0.0%,,2,9,0,7,4.5,4.5,1.0,2,4.5,9,0,1
521,Tony Washington,JAX,24,,2,0,1,1,9,9.0,0,9,0.5,4.5,100.0%,9.0,,,,,,,,1,9.0,9,0,0
522,Jared Abbrederis,GNB,26,,5,0,2,1,8,8.0,0,8,0.2,1.6,50.0%,4.0,,,,,,,,1,8.0,8,0,0
523,Matthew Mulligan,DET,31,,8,0,1,1,8,8.0,0,8,0.1,1.0,100.0%,8.0,,,,,,,,1,8.0,8,0,0
524,Rashad Ross,WAS,26,,5,0,1,1,8,8.0,0,8,0.2,1.6,100.0%,8.0,,,,,,,,1,8.0,8,0,0
525,Joe Banyard,JAX,28,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,7,0,7,3.5,7.0,2.0,2,3.5,7,0,0
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Daryl Richardson,PIT,26,,3,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,7,0,6,3.5,2.3,0.7,2,3.5,7,0,0
528,Stevan Ridley,ATL,27,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,3,7,0,7,2.3,7.0,3.0,3,2.3,7,0,0
