,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
18,Johnathan Cyprien,JAX,23,SS,15,15,1,27,0,27,6,2,0,0,0,0,1.0,102,86,16,1,3,
19,Mychal Kendricks,PHI,23,LB,15,15,3,25,0,18,4,2,0,4,6,0,4.0,113,86,27,8,8,
20,Lawrence Timmons,PIT,27,lb/RILB,16,16,2,26,0,23,5,1,0,1,29,0,3.0,126,86,40,7,6,
21,James Anderson,CHI,30,LB,16,16,0,0,0,0,3,0,0,1,0,0,4.0,102,85,17,10,5,
22,Donald Butler,SDG,25,LB,13,12,1,30,0,30,4,1,0,1,0,0,0.5,101,85,16,4,1,
23,Thomas Davis,CAR,30,LB,16,16,2,-2,0,0,7,1,0,0,0,0,4.0,123,85,38,13,5,
24,James Laurinaitis,STL,27,MLB,16,16,2,9,0,9,9,0,0,2,43,0,3.5,117,85,32,8,5,
25,DeAndre Levy,DET,26,LB,16,16,6,76,1,66,15,,,,,,,117,85,32,8,3,
26,Reshad Jones,MIA,25,fs/S,16,16,1,25,1,25,4,,,,,,1.5,107,84,23,3,4,
27,Kevin Burnett,OAK,31,LB,16,16,1,0,0,0,4,3,0,1,3,0,2.5,105,83,22,12,5,
28,Chad Greenway,MIN,30,LB,16,16,3,23,0,23,4,,,,,,3.0,134,83,51,6,5,
29,Nick Roach,OAK,28,MLB,16,16,1,0,0,0,3,4,0,0,0,0,5.5,112,83,29,8,4,
30,,,,,,,,,,,,,,,,,,,,,,,
31,Philip Wheeler,MIA,29,LB/lolb,16,16,0,0,0,0,7,0,0,1,0,0,0.5,118,83,35,5,5,
32,Patrick Willis*,SFO,28,LB,14,14,0,0,0,0,1,2,0,0,0,0,3.0,104,82,22,10,5,
33,Antoine Bethea,IND,29,SS,16,16,2,48,0,46,6,0,0,1,0,0,1.0,110,80,30,3,4,
34,Kam Chancellor*,SEA,25,SS,16,16,3,78,0,32,6,1,0,0,0,0,,134,80,54,3,1,
35,Antrel Rolle*,NYG,31,fs/SS,16,16,6,23,0,25,12,1,0,1,10,0,2.0,98,80,18,4,2,
36,Paul Worrilow,ATL,23,lb/mlb,16,12,0,0,0,0,1,,,,,,2.0,127,79,48,4,3,
37,Major Wright,CHI,25,SS,15,15,2,46,1,38,3,2,0,0,0,0,,101,79,22,0,0,
38,Earl Thomas*+,SEA,24,FS,16,16,5,9,0,11,9,2,0,0,0,0,,105,78,27,0,0,
39,Bernard Pollard,TEN,29,SS,16,16,3,36,0,32,9,,,,,,0.5,99,77,22,3,3,
40,Prince Amukamara,NYG,24,RCB,16,16,1,-4,0,-4,13,2,0,0,0,0,,85,76,9,4,0,
41,D'Qwell Jackson,CLE,30,LB,16,16,1,0,0,0,7,1,0,1,0,0,1.5,141,75,66,1,4,
42,T.J. Ward*,CLE,27,SS,16,16,2,57,1,44,5,0,0,1,51,1,1.5,112,75,37,9,2,
43,Charles Woodson,OAK,37,FS,16,16,1,13,0,13,3,3,0,2,25,1,2.0,97,75,22,5,2,
44,A.J. Hawk,GNB,29,LB,16,16,1,7,0,7,5,1,0,1,0,0,5.0,118,74,44,13,6,
45,Eric Berry*+,KAN,25,SS,15,15,3,134,2,49,11,2,0,2,24,0,3.5,82,73,9,11,7,
46,Bruce Carter,DAL,25,LB,15,13,0,0,0,0,3,,,,,,2.0,96,73,23,5,4,
47,Chris Conte,CHI,24,FS,16,16,3,48,0,35,7,2,0,0,0,0,,90,73,17,1,0,
48,Eric Reid*,SFO,22,FS,16,16,4,54,0,53,11,0,0,2,0,0,,91,73,18,0,1,
49,Jon Beason,2TM,28,,15,13,1,9,0,9,1,,,,,,,104,72,32,1,1,
50,Zach Brown,TEN,24,LB,16,13,1,3,0,3,5,1,0,1,0,0,4.0,91,72,19,9,7,
51,Perry Riley,WAS,25,LB,16,16,1,0,0,0,8,0,0,1,6,0,3.0,115,72,43,7,9,
52,Mark Barron,TAM,24,SS,14,14,2,3,0,3,7,0,0,1,0,0,2.0,88,70,18,3,3,
53,Dannell Ellerbe,MIA,28,LB/mlb,15,15,2,25,0,16,5,0,0,2,0,0,1.0,101,70,31,3,4,
54,David Harris,NYJ,29,MLB,16,16,0,0,0,0,1,1,0,0,0,0,2.0,124,70,54,8,4,
55,Erin Henderson,MIN,27,lb/MLB,14,12,2,19,0,10,3,1,0,0,0,0,4.0,112,69,43,12,6,
56,Sean Lee,DAL,27,MLB,11,11,4,174,1,74,6,0,0,1,10,0,,99,68,31,3,1,
57,Josh Wilson,WAS,28,RCB,16,16,1,0,0,0,7,2,0,3,1,0,2.0,93,68,25,5,5,
58,Duke Ihenacho,DEN,24,SS,15,14,0,0,0,0,6,3,0,2,0,0,,89,67,22,2,0,
59,Morgan Burnett,GNB,24,SS,13,13,0,0,0,0,6,0,0,3,12,1,,102,66,36,0,0,
60,Bradley Fletcher,PHI,27,LCB,13,13,2,30,0,25,15,1,0,1,0,0,,73,66,7,0,0,
61,,,,,,,,,,,,,,,,,,,,,,,
62,William Moore,ATL,28,S/ss,16,16,3,36,0,19,7,3,0,2,0,0,2.0,85,66,19,3,3,
63,Brandon Flowers*,KAN,27,LCB,13,13,1,32,0,32,8,,,,,,1.0,71,65,6,3,3,
64,Dont'a Hightower,NWE,23,LB,16,14,0,0,0,0,3,,,,,,1.0,113,65,48,4,5,
65,Tyrann Mathieu,ARI,21,db/FS/s,13,11,2,7,0,7,9,1,0,0,0,0,1.0,68,65,3,6,3,
66,Spencer Paysinger,NYG,25,LB,16,10,0,0,0,0,1,0,0,1,0,0,1.0,74,65,9,0,2,
67,J.J. Watt*+,HOU,24,DE,16,16,0,0,0,0,7,4,0,2,0,0,10.5,80,65,15,22,46,
68,Rey Maualuga,CIN,26,lb/MLB,13,13,1,14,0,14,2,,,,,,1.0,90,64,26,0,1,
69,Lardarius Webb,BAL,28,LCB,16,16,2,19,0,19,22,,,,,,,75,64,11,2,0,
70,Chris Clemons,MIA,28,S/ss,16,16,1,0,0,0,8,,,,,,,93,63,30,1,0,
71,Demario Davis,NYJ,24,LB,16,16,1,0,0,0,1,,,,,,1.0,107,63,44,5,5,
72,London Fletcher,WAS,38,MLB,16,16,0,0,0,0,2,1,0,0,0,0,2.0,111,63,48,4,3,
73,Mason Foster,TAM,24,MLB,15,13,3,122,2,85,7,1,0,0,0,0,2.0,92,63,29,6,7,
74,Tashaun Gipson,CLE,23,FS,16,15,5,143,1,44,12,,,,,,,94,63,31,2,0,
75,James Ihedigbo,BAL,30,SS,16,16,3,54,0,37,11,1,0,2,0,0,,101,63,38,5,3,
76,Rodney McLeod,STL,23,FS,16,16,2,2,0,2,7,2,0,2,9,0,,79,63,16,2,0,
77,Dawan Landry,NYJ,31,S,16,16,1,38,0,38,7,,,,,,1.0,100,62,38,2,3,
78,LaRon Landry,IND,29,FS,12,12,0,0,0,0,2,,,,,,,87,62,25,1,1,
79,Kenny Vaccaro,NOR,22,db/S/ss,14,14,1,29,0,29,8,1,0,0,0,0,1.0,79,62,17,4,3,
80,Cary Williams,PHI,29,RCB,16,16,3,16,0,15,12,0,0,1,0,0,1.0,73,62,11,1,1,
81,Yeremiah Bell,ARI,35,SS,16,16,2,6,0,6,9,,,,,,1.0,77,61,16,5,2,
82,Ryan Clark,PIT,34,FS,16,16,2,50,0,37,4,0,0,1,0,0,,104,61,43,1,0,
83,Moise Fokou,TEN,28,MLB,12,12,,,,,,2,0,1,0,0,1.0,77,61,16,2,3,
84,Michael Griffin,TEN,28,FS,14,14,1,0,0,0,4,2,0,1,0,0,,82,61,21,1,1,
85,Tramon Williams,GNB,30,LCB,16,16,3,10,0,10,11,2,0,2,0,0,2.5,83,61,22,4,3,
86,Brandon Carr,DAL,27,LCB,16,16,3,49,1,49,12,0,0,1,21,0,,71,60,11,2,0,
87,Chris Harris,DEN,24,cb/LCB/rcb,16,15,3,1,0,1,14,,,,,,,67,60,7,5,2,
88,David Hawthorne,NOR,28,LB,16,15,,,,,,1,0,0,0,0,3.0,91,60,31,8,4,
89,Will Hill,NYG,23,db/FS/s,12,10,2,38,1,38,2,2,0,1,8,0,,77,60,17,1,1,
90,Brad Jones,GNB,27,MLB,12,12,,,,,,1,0,1,3,0,3.0,84,60,24,8,5,
91,Leodis McKelvin,BUF,28,LCB,15,13,1,0,0,0,19,1,7,4,0,0,,72,60,12,1,0,
92,,,,,,,,,,,,,,,,,,,,,,,
93,Jerraud Powers,ARI,26,RCB,16,16,1,9,0,9,17,1,0,0,0,0,,66,60,6,0,0,
94,Aaron Williams,BUF,23,cb/lcb/rcb/SS,14,14,4,43,0,34,11,1,0,0,0,0,,82,60,22,2,0,
95,Nate Allen,PHI,26,SS,16,16,1,43,0,43,5,1,0,0,0,0,1.0,82,59,23,2,1,
96,Marcus Gilchrist,SDG,25,cb/SS,16,16,2,43,0,26,5,1,0,1,0,0,1.0,77,59,18,3,1,
97,Geno Hayes,JAX,26,LB,14,14,2,39,0,28,4,1,0,0,0,0,1.0,78,59,19,2,2,
98,M.D. Jennings,GNB,25,FS,16,16,0,0,0,0,1,0,0,1,24,1,1.0,77,59,18,4,1,
99,Orlando Scandrick,DAL,26,cb/db/RCB,16,15,2,0,0,0,12,1,0,0,0,0,2.0,64,59,5,4,2,
100,Daryl Washington,ARI,27,LB,12,12,2,49,0,41,11,0,0,1,0,0,3.0,75,59,16,8,12,
101,Trumaine Johnson,STL,23,lb/LCB,16,12,3,36,0,29,11,1,0,0,0,0,,68,58,10,2,0,
102,Devin McCourty,NWE,26,db/S,15,15,1,0,0,0,9,2,0,1,44,0,,79,58,21,1,0,
103,Terrell Thomas,NYG,28,cb/db/lcb/ss,16,7,1,65,0,65,7,1,0,0,0,0,1.0,67,58,9,1,1,
104,Donte Whitner,SFO,28,SS,16,16,2,7,0,7,12,2,1,1,-5,0,,73,58,15,3,0,
105,DeAngelo Hall,WAS,30,LCB,16,16,4,49,2,26,13,3,0,1,75,1,,78,57,21,1,0,
106,Mike Jenkins,OAK,28,LCB,15,15,2,0,0,0,6,1,0,1,20,0,,65,57,8,5,0,
107,Richard Marshall,SDG,29,lcb/rcb,16,6,0,0,0,0,6,0,0,3,14,0,,71,57,14,0,0,
108,Craig Robertson,CLE,25,LB,14,14,1,12,0,12,3,1,0,1,7,0,3.0,85,57,28,4,4,
109,Jamarca Sanford,MIN,28,fs/SS,13,13,0,0,0,0,1,2,0,1,0,0,,75,57,18,2,1,
110,Daryl Smith,BAL,31,MLB,16,16,3,41,1,37,18,2,0,0,0,0,5.0,123,57,66,8,7,
111,Corey Graham,BAL,28,cb,16,5,4,28,0,28,12,1,0,0,0,0,1.0,74,56,18,5,2,
112,Lamarr Houston,OAK,26,DE,16,16,,,,,,2,0,1,0,0,6.0,69,56,13,10,16,
113,Brandian Ross,OAK,24,SS,16,13,0,0,0,0,3,1,0,0,0,0,2.0,75,56,19,1,4,
114,William Gay,PIT,28,cb/LCB,16,11,1,21,1,21,9,2,0,0,0,0,1.0,63,55,8,4,1,
115,Robert McClain,ATL,25,cb,16,6,0,0,0,0,5,2,1,2,0,0,1.0,65,55,10,2,3,
116,Darryl Sharpton,HOU,25,MLB,15,8,0,0,0,0,1,2,0,0,0,0,,86,55,31,2,4,
117,Buster Skrine,CLE,24,fs/RCB,16,15,1,5,0,5,17,,,,,,1.0,65,55,10,2,1,
118,Desmond Trufant,ATL,23,CB,16,16,2,0,0,0,17,1,0,1,18,0,,70,55,15,1,0,
119,Matt Elam,BAL,22,FS,16,15,1,18,0,18,3,0,0,2,7,0,,77,54,23,5,0,
120,Dashon Goldson,TAM,29,FS,13,13,1,0,0,0,8,1,0,1,0,0,,72,54,18,1,0,
121,Janoris Jenkins,STL,25,RCB,16,16,1,5,0,5,14,0,0,1,0,0,1.0,60,54,6,0,1,
122,Akeem Jordan,KAN,28,LILB,16,10,,,,,,2,0,0,0,0,,67,54,13,3,0,
123,,,,,,,,,,,,,,,,,,,,,,,
124,Jason McCourty,TEN,26,CB,16,16,0,0,0,0,11,1,0,1,77,1,,65,54,11,2,0,
125,D.J. Swearinger,HOU,22,SS,16,10,1,0,0,0,4,1,0,0,0,0,,70,54,16,3,0,
126,Shareece Wright,SDG,26,RCB,13,13,1,41,0,41,9,,,,,,,56,54,2,1,0,
127,Brandon Meriweather,WAS,29,FS/ss,13,13,2,62,0,32,3,1,0,1,0,0,1.0,69,53,16,3,2,
128,Tracy Porter,OAK,27,cb/RCB,16,16,2,44,1,43,12,,,,,,1.5,67,53,14,5,4,
129,Ahmad Brooks*,SFO,29,LB,16,16,1,22,0,22,7,2,1,1,0,0,8.5,60,52,8,12,15,
130,Brent Grimes*,MIA,30,CB/lcb,16,16,4,102,1,94,17,,,,,,,60,52,8,1,1,
131,Rashad Johnson,ARI,27,fs/s,13,7,3,35,0,18,5,,,,,,,58,52,6,0,0,
132,Shiloh Keo,HOU,26,FS,16,11,1,4,0,4,6,,,,,,,63,52,11,0,0,
133,Manny Lawson,BUF,29,LB,15,15,1,0,0,0,1,1,0,1,1,0,4.0,73,52,21,10,6,
134,Mike Mitchell,CAR,26,FS,15,14,4,63,0,38,8,2,0,0,0,0,4.0,72,52,20,4,6,
135,Captain Munnerlyn,CAR,25,LCB/rcb,16,16,2,86,2,45,12,1,0,1,0,0,3.0,77,52,25,4,5,
136,Andrew Sendejo,MIN,26,FS/ss,16,10,1,1,0,1,2,,,,,,,84,52,32,5,0,
137,Ike Taylor,PIT,33,RCB,16,16,0,0,0,0,12,,,,,,,63,52,11,1,0,
138,Wesley Woodyard,DEN,27,MLB,14,10,1,0,0,0,4,2,0,0,0,0,1.5,91,52,39,3,9,
139,Lance Briggs,CHI,33,LB,9,9,0,0,0,0,6,2,0,0,0,0,3.0,71,51,20,10,3,
140,Kareem Jackson,HOU,25,LCB,14,14,0,0,0,0,9,0,0,1,0,0,,56,51,5,1,0,
141,Adam Jones,CIN,30,db/RCB,16,13,3,60,1,60,12,1,0,2,43,0,,63,51,12,2,0,
142,Sam Shields,GNB,26,RCB,14,14,4,3,0,7,16,,,,,,,61,51,10,0,1,
143,Steve Gregory,NWE,30,lb/S,14,11,0,0,0,0,3,,,,,,1.0,79,50,29,0,2,
144,Ryan Mundy,NYG,28,db/fs/s,16,9,1,91,0,91,2,0,0,1,0,0,1.0,77,50,27,4,1,
145,Troy Polamalu*,PIT,32,SS,16,16,2,36,1,19,11,5,0,1,0,0,2.0,69,50,19,7,2,
146,Robert Quinn*+,STL,23,DE,16,16,0,0,0,0,1,7,0,2,33,1,19.0,57,50,7,23,34,
147,Johnthan Banks,TAM,24,cb/db/RCB,16,16,3,33,0,18,5,,,,,,,55,49,6,1,0,
148,Darius Butler,IND,27,cb/lcb,16,7,4,79,1,41,15,0,0,1,0,0,,63,49,14,1,1,
149,Louis Delmas,DET,26,FS,16,15,3,44,0,42,8,,,,,,2.0,64,49,15,4,3,
150,Tim Jennings*,CHI,30,LCB,16,16,4,111,2,48,13,2,0,1,0,0,,57,49,8,0,0,
151,Kendrick Lewis,KAN,25,FS,16,15,1,1,0,1,4,,,,,,,61,49,12,3,2,
152,Reggie Nelson,CIN,30,FS,15,15,2,0,0,0,7,1,2,2,12,0,1.0,65,49,16,4,3,
153,Jimmy Smith,BAL,25,RCB,16,16,2,0,0,0,15,3,0,0,0,0,,58,49,9,1,0,
154,,,,,,,,,,,,,,,,,,,,,,,
155,Alterraun Verner*,TEN,25,CB,16,16,5,68,1,34,22,0,0,2,9,0,,57,49,8,0,0,
156,Mike Adams,DEN,32,fs/ss,16,7,1,3,0,3,6,0,0,1,0,0,,64,48,16,1,1,
157,Kyle Arrington,NWE,27,cb/db/lb/lcb/rcb/s,16,12,1,5,0,5,13,2,0,0,0,0,2.0,62,48,14,4,2,
158,Connor Barwin,PHI,27,LOLB,16,16,1,-2,0,-2,10,2,0,1,0,0,5.0,62,48,14,10,9,
159,Malcolm Jenkins,NOR,26,fs/S,14,14,2,35,0,31,6,2,0,0,0,0,2.5,76,48,28,4,3,
160,Leonard Johnson,TAM,23,cb/rcb,16,8,1,48,1,48,8,1,0,0,0,0,,62,48,14,0,0,
161,Da'Norris Searcy,BUF,25,fs/rcb/ss,16,7,1,32,1,32,7,0,0,2,74,1,3.5,71,48,23,5,4,
162,Brandon Spikes,NWE,26,LB,16,11,1,3,0,3,2,0,0,1,0,0,,86,48,38,6,0,
163,Manti Te'o,SDG,22,LB,13,13,0,0,0,0,4,,,,,,,73,48,25,6,0,
164,Cedric Thornton,PHI,25,DE,16,16,0,0,0,0,2,1,0,0,0,0,1.0,60,48,12,7,1,1
165,Joplo Bartu,ATL,23,LB,16,13,0,0,0,0,1,,,,,,3.5,84,47,37,8,8,
166,Reed Doughty,WAS,31,SS,15,8,1,25,0,25,2,,,,,,,80,47,33,1,0,
167,Josh Evans,JAX,22,FS,15,11,0,0,0,0,1,,,,,,,58,47,11,0,0,
168,Jeff Heath,DAL,22,s/SS,16,9,1,0,0,0,3,1,0,1,50,1,,60,47,13,1,1,
169,Ryan Kerrigan,WAS,25,LOLB,16,16,0,0,0,0,3,4,0,0,0,0,8.5,66,47,19,15,7,
170,Josh Robinson,MIN,22,LCB,10,10,0,0,0,0,4,1,0,0,0,0,,57,47,10,3,1,
171,Harrison Smith,MIN,24,fs,8,7,2,4,0,4,3,0,0,1,0,0,,58,47,11,2,0,
172,Terrell Suggs*,BAL,31,LB,16,16,,,,,,0,0,1,0,0,10.0,80,47,33,13,19,
173,Russell Allen,JAX,27,LB/mlb,14,13,,,,,,0,0,2,0,0,1.0,64,46,18,4,1,
174,Marcell Dareus*,BUF,23,DT,16,14,0,0,0,0,3,1,0,0,0,0,7.5,71,46,25,8,12,
175,Chris Owens,2TM,27,,13,2,0,0,0,0,3,1,0,1,0,0,2.5,58,46,12,1,2,
176,Olivier Vernon,MIA,23,DE,16,14,,,,,,,,,,,11.5,57,46,11,13,16,
177,K.J. Wright,SEA,24,LB/mlb,13,13,0,0,0,0,4,0,0,1,0,0,1.5,80,46,34,4,2,
178,Jonathan Bostic,CHI,22,MLB,16,9,1,0,0,0,1,0,0,1,0,0,2.0,57,45,12,5,2,
179,Zackary Bowman,CHI,29,rcb,16,7,3,67,1,43,8,,,,,,,48,45,3,2,0,
180,Calais Campbell,ARI,27,DE,16,16,0,0,0,0,6,1,0,2,2,0,9.0,58,45,13,14,21,1
181,Vontae Davis,IND,25,RCB,16,16,1,0,0,0,12,,,,,,,50,45,5,0,0,
182,Micah Hyde,GNB,23,cb,16,3,0,0,0,0,2,2,2,1,0,0,1.0,61,45,16,2,0,
183,Dee Milliner,NYJ,22,CB/lb,13,12,3,31,0,19,17,,,,,,,56,45,11,1,0,
184,Terence Newman,CIN,35,LCB,13,13,2,8,0,9,11,0,0,1,58,1,,52,45,7,4,0,
185,,,,,,,,,,,,,,,,,,,,,,,
186,Cortez Allen,PIT,25,cb/lcb,14,8,2,43,1,40,13,,,,,,,51,44,7,1,0,
187,Trent Cole,PHI,31,ROLB,16,16,0,0,0,0,3,3,0,0,0,0,8.0,56,44,12,12,13,1
188,Thomas DeCoud,ATL,28,fs/S,15,15,0,0,0,0,2,0,0,1,30,1,,65,44,21,1,0,
189,Johnathan Joseph,HOU,29,RCB,15,15,3,64,0,32,16,,,,,,,47,44,3,1,1,
190,Keenan Lewis,NOR,27,RCB,16,16,4,34,0,20,9,1,0,0,0,0,,52,44,8,1,0,
191,Rashean Mathis,DET,33,RCB,15,13,0,0,0,0,15,,,,,,,47,44,3,2,0,
192,Robert Mathis*+,IND,32,LB,16,16,0,0,0,0,1,10,0,0,0,0,19.5,59,44,15,15,21,1
193,T.J. McDonald,STL,22,SS,10,10,1,-2,0,-2,4,,,,,,1.0,52,44,8,4,1,
194,Glover Quin,DET,27,SS,16,16,3,57,0,42,8,1,0,1,0,0,2.0,57,44,13,2,1,
195,Melvin White,CAR,23,lcb/RCB,15,10,2,9,1,8,5,1,0,0,0,0,,52,44,8,1,0,
196,Jahleel Addae,SDG,23,s/ss,16,2,0,0,0,0,3,1,0,1,0,0,1.0,51,43,8,2,1,
197,Nolan Carroll,MIA,26,CB/rcb,16,12,3,24,0,24,11,,,,,,2.0,47,43,4,2,2,
198,Patrick Chung,PHI,26,FS,12,10,0,0,0,0,3,0,0,1,0,0,,63,43,20,1,0,
199,Adrian Clayborn,TAM,25,DE,16,16,0,0,0,0,1,2,0,0,0,0,5.5,64,43,21,18,14,
200,Joe Haden*,CLE,24,LCB,15,15,4,57,1,29,20,,,,,,,54,43,11,0,0,
201,George Iloka,CIN,23,SS,16,16,1,-1,0,-1,6,2,0,1,0,0,,68,43,25,0,0,
202,Brian Orakpo*,WAS,27,ROLB,15,15,1,29,1,29,4,0,0,2,0,0,10.0,60,43,17,16,18,
203,Dontari Poe*,KAN,23,NT,15,15,0,0,0,0,4,,,,,,4.5,52,43,9,5,7,
204,Brooks Reed,HOU,26,LB,16,16,,,,,,,,,,,3.0,56,43,13,9,6,
205,Darrelle Revis*,TAM,28,LCB,16,16,2,3,0,3,11,2,0,1,0,0,1.0,50,43,7,3,1,
206,Sean Smith,KAN,26,RCB,16,15,2,96,1,100,13,,,,,,,47,43,4,0,0,
207,Muhammad Wilkerson,NYJ,24,DE,16,16,1,6,0,6,3,2,0,0,0,0,10.5,63,43,20,13,18,
208,Jason Worilds,PIT,25,lb/lolb/rolb,15,11,,,,,,2,0,0,0,0,8.0,63,43,20,10,23,
209,Brandon Boykin,PHI,23,cb/lcb,16,2,6,136,1,76,17,2,0,0,0,0,,47,42,5,0,2,
210,Marcus Cooper,KAN,23,cb/lcb,16,6,3,32,0,20,19,1,0,1,0,1,,46,42,4,0,0,
211,Chandler Jones,NWE,23,DE/lb,16,16,,,,,,1,0,1,0,1,11.5,82,42,40,14,23,
212,Rob Ninkovich,NWE,29,DE/lb,16,16,0,0,0,0,1,2,0,2,3,0,8.0,91,42,49,10,16,
213,Sheldon Richardson,NYJ,23,dt/T,16,15,0,0,0,0,1,1,0,0,0,0,3.5,77,42,35,12,8,
214,Kyle Williams*,BUF,30,DT,16,16,0,0,0,0,1,1,0,1,0,0,10.5,68,42,26,14,22,
215,Alan Ball,JAX,28,RCB,15,15,2,8,0,8,14,,,,,,,47,41,6,0,0,
216,,,,,,,,,,,,,,,,,,,,,,,
217,Chris Cook,MIN,26,RCB,12,11,0,0,0,0,2,,,,,,,47,41,6,1,0,
218,Carlos Dunlap,CIN,24,DE,16,15,0,0,0,0,5,4,0,1,42,0,7.5,62,41,21,8,26,
219,Joe Mays,HOU,28,MLB,14,13,0,0,0,0,3,,,,,,1.0,66,41,25,6,4,1
220,Quintin Mikell,CAR,33,SS,14,12,0,0,0,0,6,2,0,1,0,0,3.0,59,41,18,2,2,
221,Xavier Rhodes,MIN,23,cb/lcb/rcb,13,6,0,0,0,0,10,1,0,0,0,0,,48,41,7,1,0,
222,Justin Tuck,NYG,30,DE,16,15,1,-2,0,-2,3,2,0,0,0,0,11.0,63,41,22,15,23,
223,David Amerson,WAS,22,CB,16,8,2,45,1,45,10,1,0,0,0,0,,48,40,8,1,1,
224,Greg Hardy*,CAR,25,DE,16,13,0,0,0,0,1,1,0,0,0,0,15.0,65,40,25,17,29,
225,Justin Houston*,KAN,24,LOLB,11,11,0,0,0,0,4,1,0,3,7,0,11.0,44,40,4,11,15,
226,Patrick Peterson*+,ARI,23,LCB,16,16,3,59,0,43,13,0,3,2,0,0,,42,40,2,0,0,
227,Marcus Sherels,MIN,26,lcb/rcb,16,3,1,0,0,0,6,0,3,2,0,0,,46,40,6,1,0,
228,Pat Sims,OAK,28,dt/NT,16,16,,,,,,,,,,,2.0,53,40,13,8,6,
229,Vince Williams,PIT,24,lb/LILB,15,11,,,,,,,,,,,,53,40,13,4,0,
230,Antonio Allen,NYJ,25,S,16,9,1,23,1,23,7,,,,,,1.0,60,39,21,2,1,
231,Alfonzo Dennard,NWE,24,RCB,13,9,1,0,0,0,8,,,,,,,45,39,6,0,0,
232,Tamba Hali*,KAN,30,ROLB,15,15,1,10,1,10,1,5,0,2,11,1,11.0,46,39,7,12,15,
233,Mike Neal,GNB,26,LOLB,16,10,1,5,0,5,1,1,0,0,0,0,5.0,50,39,11,7,8,
234,Carlos Rogers,SFO,32,LCB,16,16,2,14,0,11,8,,,,,,,47,39,8,0,0,
235,Jacquian Williams,NYG,25,lb/mlb,16,8,0,0,0,0,8,0,0,2,5,0,,58,39,19,5,1,
236,Robert Blanton,MIN,24,db,16,3,,,,,,,,,,,,62,38,24,0,0,
237,Michael Brockers,STL,23,RDT,16,16,,,,,,1,0,0,0,0,5.5,46,38,8,7,10,
238,Jurrell Casey,TEN,24,de/DT,15,14,0,0,0,0,2,1,0,1,0,0,10.5,55,38,17,11,13,
239,Chris Houston,DET,29,LCB,12,12,2,34,0,30,9,,,,,,,44,38,6,1,0,
240,Colin McCarthy,TEN,24,lb/mlb,16,5,1,1,0,1,1,1,0,0,0,0,,55,38,17,2,0,
241,Rahim Moore,DEN,23,FS,10,10,2,18,0,18,6,,,,,,,44,38,6,0,0,
242,Sio Moore,OAK,23,LB,15,11,,,,,,1,0,0,0,0,4.5,49,38,11,6,9,
243,Logan Ryan,NWE,22,db/lcb/rcb,16,7,5,82,1,79,10,1,0,0,0,0,1.5,47,38,9,1,3,
244,Richard Sherman*+,SEA,25,LCB,16,16,8,125,1,58,16,0,2,2,0,0,,48,38,10,0,1,
245,Aqib Talib*,NWE,27,LCB,13,13,4,12,0,14,14,1,0,1,0,0,,46,38,8,1,0,
