,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
246,Jimmy Wilson,MIA,27,db/s,16,3,2,21,0,23,5,1,0,0,0,0,,39,38,1,0,0,
247,,,,,,,,,,,,,,,,,,,,,,,
248,Pat Angerer,IND,26,MLB,11,9,1,4,0,4,2,,,,,,0.5,63,37,26,2,2,
249,Akeem Ayers,TEN,24,LB,16,14,1,5,0,5,5,1,0,0,0,0,1.0,49,37,12,5,7,
250,Jairus Byrd*,BUF,27,FS,11,9,4,85,0,57,6,1,0,0,0,0,1.0,48,37,11,1,1,
251,Isaiah Frey,CHI,23,cb,16,6,0,0,0,0,1,,,,,,,47,37,10,1,2,
252,Malik Jackson,DEN,23,de,16,5,0,0,0,0,4,1,0,0,0,0,6.0,50,37,13,11,14,
253,Calvin Pace,NYJ,33,LB,16,16,0,0,0,0,3,2,0,0,0,0,10.0,53,37,16,10,12,
254,George Selvie,DAL,26,DE,16,16,0,0,0,0,1,1,0,1,0,0,7.0,45,37,8,13,14,
255,Kayvon Webster,DEN,22,cb/rcb,14,2,1,10,0,10,9,1,0,0,0,0,,41,37,4,1,0,
256,Earl Wolff,PHI,24,fs,11,6,1,0,0,0,5,,,,,,,44,37,7,1,1,
257,Brian Cushing,HOU,26,mlb,7,7,1,18,1,18,3,1,0,0,0,0,1.5,48,36,12,6,4,
258,Darnell Dockett,ARI,32,DT,16,16,,,,,,,,,,,4.5,46,36,10,12,13,
259,Damon Harrison,NYJ,25,NT,16,16,0,0,0,0,2,,,,,,1.0,66,36,30,7,1,
260,Davon House,GNB,24,cb/rcb,16,5,1,11,0,11,10,,,,,,1.0,44,36,8,1,1,
261,Bruce Irvin,SEA,26,LB,12,12,1,8,0,8,2,1,0,0,0,0,2.0,45,36,9,2,4,
262,Kendall Langford,STL,27,LDT,16,16,0,0,0,0,4,,,,,,5.0,49,36,13,11,5,
263,Johnny Patrick,SDG,25,cb/rcb,13,4,1,0,0,0,2,1,0,0,0,0,1.5,38,36,2,2,4,
264,Vincent Rey,CIN,26,lb/mlb,16,3,2,29,1,25,5,1,0,1,0,0,4.0,57,36,21,5,4,
265,Randy Starks,MIA,30,DT,16,14,0,0,0,0,1,1,0,1,0,0,4.0,49,36,13,7,9,
266,Ndamukong Suh*+,DET,26,DT,16,16,0,0,0,0,6,1,0,0,0,0,5.5,48,36,12,9,20,1
267,Corey White,NOR,23,lcb,16,6,1,43,0,43,6,1,1,1,0,0,,49,36,13,1,0,
268,Tramaine Brock,SFO,25,rcb,16,7,5,82,1,41,13,,,,,,,37,35,2,0,0,
269,Antonio Cromartie*,NYJ,29,CB,16,16,3,20,0,20,9,1,0,0,0,0,,38,35,3,0,0,
270,Cameron Heyward,PIT,24,DE,16,13,0,0,0,0,7,0,0,1,8,0,5.0,59,35,24,7,10,
271,Michael Johnson,CIN,26,DE,15,15,1,7,0,7,9,2,0,0,0,0,3.5,56,35,21,5,23,
272,Jerod Mayo,NWE,27,lb,6,6,0,0,0,0,1,0,0,1,2,0,1.5,55,35,20,1,2,
273,Gerald McCoy*+,TAM,25,DT,16,16,0,0,0,0,4,0,0,1,12,0,9.5,50,35,15,15,21,
274,Tyson Alualu,JAX,26,DE,16,16,0,0,0,0,1,,,,,,1.5,44,34,10,3,9,
275,Derek Cox,SDG,27,LCB,16,11,1,2,0,2,7,,,,,,,38,34,4,0,0,
276,Jason Hatcher*,DAL,31,DT,15,15,0,0,0,0,3,2,0,0,0,0,11.0,41,34,7,15,15,
277,Linval Joseph,NYG,25,de/LDT,15,15,,,,,,1,0,1,0,0,3.0,59,34,25,8,8,
278,,,,,,,,,,,,,,,,,,,,,,,
279,Star Lotulelei,CAR,24,RDT,16,16,,,,,,,,,,,3.0,48,34,14,9,4,
280,Koa Misi,MIA,26,LB/rolb,15,12,0,0,0,0,3,,,,,,2.0,54,34,20,6,4,
281,Jared Odrick,MIA,26,de/dt,16,5,0,0,0,0,2,1,0,0,0,0,4.5,43,34,9,9,15,
282,Ropati Pitoitua,TEN,28,DE,16,13,0,0,0,0,4,,,,,,4.0,44,34,10,7,5,
283,Malcolm Smith,SEA,24,LB,15,8,2,69,1,37,4,1,0,1,7,0,1.0,54,34,20,5,1,
284,Jared Allen,MIN,31,DE,16,16,0,0,0,0,6,2,0,0,0,0,11.5,52,33,19,13,26,
285,Jamie Collins,NWE,24,LB,16,8,0,0,0,0,4,0,0,1,0,0,,56,33,23,2,3,
286,Jo-Lonn Dunbar,STL,28,LB,12,10,,,,,,,,,,,,39,33,6,4,2,
287,Chris Long,STL,28,DE,16,16,0,0,0,0,2,1,0,2,45,1,8.5,40,33,7,13,12,
288,Whitney Mercilus,HOU,23,LB,16,16,,,,,,,,,,,7.0,47,33,14,6,18,
289,Dominique Rodgers-Cromartie,DEN,27,RCB,15,13,3,75,1,75,14,,,,,,,39,33,6,3,0,
290,Dekoda Watson,TAM,25,lb,15,3,1,0,0,0,1,1,0,1,0,0,2.0,42,33,9,5,4,
291,Michael Wilhoite,SFO,27,lb,16,2,0,0,0,0,1,,,,,,,37,33,4,3,0,
292,Fletcher Cox,PHI,23,DE,16,16,0,0,0,0,1,0,0,1,3,0,3.0,44,32,12,4,9,
293,Mark Herzlich,NYG,26,mlb,16,2,0,0,0,0,1,,,,,,,42,32,10,1,0,
294,Akiem Hicks,NOR,24,DE,16,16,,,,,,,,,,,4.5,63,32,31,8,5,
295,Jerry Hughes,BUF,25,lb,16,1,0,0,0,0,2,2,0,0,0,0,10.0,46,32,14,9,18,
296,Corey Liuget,SDG,23,DE,16,16,0,0,0,0,2,1,0,0,0,0,5.5,42,32,10,7,13,
297,Trumaine McBride,NYG,28,LCB,15,10,2,17,0,17,15,1,1,0,0,0,,37,32,5,1,0,
298,Justin Smith*,SFO,34,RDT,16,16,,,,,,1,0,0,0,0,6.5,49,32,17,9,16,
299,Charles Tillman,CHI,32,RCB,8,8,3,69,0,41,6,3,0,0,0,0,,41,32,9,2,0,
300,John Abraham*,ARI,35,LB,16,13,0,0,0,0,3,4,0,0,0,0,11.5,37,31,6,14,14,1
301,Jason Babin,JAX,33,DE,16,16,,,,,,3,0,0,0,0,7.5,40,31,9,10,23,
302,Mike Harris,JAX,24,cb,16,2,0,0,0,0,2,0,0,1,0,0,,37,31,6,0,0,
303,Jarvis Jones,PIT,24,lb/lolb/rolb,14,8,0,0,0,0,4,,,,,,1.0,41,31,10,4,3,
304,Julius Peppers,CHI,33,DE,16,16,1,14,0,14,3,2,0,1,42,1,7.0,45,31,14,8,6,
305,Bacarri Rambo,WAS,23,fs,11,3,,,,,,,,,,,1.0,42,31,11,2,1,
306,Matt Shaughnessy,ARI,27,LB,16,12,0,0,0,0,1,1,0,3,6,1,3.0,36,31,5,9,6,
307,Ernie Sims,DAL,29,lb/mlb,12,6,,,,,,1,0,0,0,0,,42,31,11,0,0,
308,Keith Tandy,TAM,24,fs/ss,16,5,3,42,0,20,3,1,0,1,0,0,,40,31,9,0,1,
309,,,,,,,,,,,,,,,,,,,,,,,
310,Osi Umenyiora,ATL,32,DE,16,13,1,68,1,68,3,3,0,0,0,0,7.5,47,31,16,6,10,
311,Kyle Wilber,DAL,24,de/lb,16,6,,,,,,1,0,2,1,0,2.0,44,31,13,4,4,
312,Will Allen,2TM,31,,17,2,2,40,0,27,4,1,0,1,49,0,,43,30,13,2,0,
313,Will Blackmon,JAX,29,LCB,15,8,1,1,0,1,11,2,0,1,21,1,1.0,40,30,10,3,0,
314,Andre Branch,JAX,24,,16,0,0,0,0,0,3,,,,,,6.0,37,30,7,10,9,
315,Rafael Bush,NOR,26,db/s,13,6,0,0,0,0,5,0,0,1,0,0,,42,30,12,0,0,
316,Glenn Dorsey,SFO,28,NT,16,13,,,,,,,,,,,2.0,50,30,20,3,3,
317,Stephon Gilmore,BUF,23,RCB,11,9,2,0,0,0,10,0,0,1,0,0,,35,30,5,0,0,
318,Chris Jones,NWE,23,de/DT,13,11,,,,,,,,,,,6.0,61,30,31,8,9,
319,Jim Leonhard,BUF,31,fs/ss,16,7,4,72,0,41,6,,,,,,,41,30,11,1,0,
320,Earl Mitchell,HOU,26,NT,16,14,,,,,,,,,,,1.5,48,30,18,2,3,
321,Arthur Moats,BUF,25,LB,16,12,,,,,,,,,,,,54,30,24,1,1,
322,Nickell Robey-Coleman,BUF,21,cb/db,16,2,1,19,1,19,10,1,0,1,0,0,3.0,39,30,9,8,6,
323,Darian Stewart,STL,25,ss,13,6,0,0,0,0,5,1,0,1,19,0,,36,30,6,0,2,
324,Reggie Walker,SDG,27,lb,16,6,0,0,0,0,1,1,0,0,0,0,3.0,36,30,6,6,5,
325,Nigel Bradham,BUF,24,lb,16,2,0,0,0,0,1,,,,,,,51,29,22,1,0,
326,Tarell Brown,SFO,28,RCB,13,10,0,0,0,0,10,0,0,2,16,0,,32,29,3,0,0,
327,Junior Galette,NOR,25,LB,16,15,0,0,0,0,2,1,0,2,13,0,12.0,42,29,13,14,22,
328,Nate Irving,DEN,25,lb,15,4,0,0,0,0,1,,,,,,1.0,41,29,12,8,3,
329,Cameron Jordan*,NOR,24,DE,16,16,0,0,0,0,4,2,0,2,11,0,12.5,47,29,18,13,23,
330,Jonathan Massaquoi,ATL,25,de,16,4,0,0,0,0,1,,,,,,4.0,46,29,17,7,8,
331,Jameel McClain,BAL,28,lb/mlb,10,10,,,,,,1,0,0,0,0,,52,29,23,1,0,
332,Ray McDonald,SFO,29,LDT,14,14,0,0,0,0,1,,,,,,3.5,37,29,8,6,7,
333,Barkevious Mingo,CLE,23,lb,15,3,0,0,0,0,4,,,,,,5.0,42,29,13,9,12,
334,Derrick Morgan,TEN,24,DE/dt,15,14,0,0,0,0,2,1,0,1,0,0,6.0,35,29,6,9,21,
335,Corey Peters,ATL,25,DT,15,15,0,0,0,0,2,,,,,,5.0,46,29,17,6,7,
336,Asante Samuel,ATL,32,CB,11,10,1,1,0,1,4,1,0,0,0,0,,30,29,1,0,0,
337,Aldon Smith,SFO,24,LB,11,8,,,,,,1,0,1,0,0,8.5,34,29,5,11,18,
338,Cameron Wake*,MIA,31,DE,15,15,,,,,,2,0,1,0,0,8.5,37,29,8,8,21,1
339,Vance Walker,OAK,26,de/DT,15,15,,,,,,,,,,,3.0,40,29,11,7,5,
340,,,,,,,,,,,,,,,,,,,,,,,
341,George Wilson,TEN,32,db/fs,16,3,1,0,0,0,4,,,,,,,40,29,11,2,1,
342,Willie Young,DET,28,DE,16,15,0,0,0,0,5,0,0,2,0,0,3.0,47,29,18,7,10,
343,Husain Abdullah,KAN,28,db/ss,16,2,1,44,1,44,4,0,0,1,0,0,0.5,33,28,5,0,2,
344,Robert Alford,ATL,25,cb,16,4,2,0,0,0,8,1,1,1,-5,0,,40,28,12,0,1,
345,Jonathan Babineaux,ATL,32,de/DT,16,16,,,,,,1,0,2,8,0,1.0,42,28,14,7,4,
346,Chris Crocker,CIN,33,db,12,3,2,41,1,32,7,,,,,,1.5,37,28,9,5,1,
347,Arthur Jones,BAL,27,DT,14,13,,,,,,,,,,,4.0,53,28,25,8,7,
348,Terrance Knighton,DEN,27,NT,16,16,1,2,0,2,1,0,0,1,13,0,3.0,43,28,15,5,7,
349,Sen'Derrick Marks,JAX,26,DT,16,16,0,0,0,0,8,2,0,3,15,0,4.0,33,28,5,6,10,
350,Shaun Phillips,DEN,32,DE,16,12,1,3,0,3,5,2,0,0,0,0,10.0,35,28,7,10,14,
351,DeMarcus Ware,DAL,31,DE,13,13,1,0,0,0,2,0,0,1,0,0,6.0,40,28,12,9,12,
352,Mario Williams*,BUF,28,DE,16,16,0,0,0,0,3,1,0,0,0,0,13.0,38,28,10,15,16,
353,Corey Wootton,CHI,26,de/dt/nt,16,15,0,0,0,0,5,1,0,2,1,0,3.0,35,28,7,8,6,
354,Audie Cole,MIN,24,mlb,13,5,0,0,0,0,1,,,,,,1.0,45,27,18,2,5,
355,Roman Harper,NOR,31,lb/s/ss,9,5,1,0,0,0,1,0,0,1,19,0,,39,27,12,0,2,
356,Von Miller,DEN,24,LB,9,9,0,0,0,0,1,3,0,1,60,1,5.0,34,27,7,9,10,
357,Ed Reed,2TM,35,,14,10,3,49,0,25,4,,,,,,,38,27,11,2,0,
358,Darius Slay,DET,22,lcb/rcb,13,4,0,0,0,0,5,,,,,,,34,27,7,0,0,
359,Cassius Vaughn,IND,26,lcb,16,4,3,9,0,8,6,1,0,1,0,0,,30,27,3,0,0,
360,Phillip Adams,OAK,25,cb/lcb,16,2,0,0,0,0,1,0,0,1,26,0,,30,26,4,0,0,
361,Robert Ayers,DEN,28,de,15,3,,,,,,1,0,0,0,0,5.5,33,26,7,7,10,
362,Akeem Dent,ATL,26,lb/mlb,15,7,0,0,0,0,1,,,,,,1.5,51,26,25,5,2,
363,Dwayne Gratz,JAX,23,LCB,10,8,2,20,0,17,3,,,,,,,32,26,6,0,0,
364,Jabari Greer,NOR,31,LCB,10,10,1,22,0,22,12,,,,,,,30,26,4,1,0,
365,Evander Hood,PIT,26,de/nt,16,7,,,,,,0,0,1,0,0,3.0,39,26,13,4,4,
366,Paul Kruger,CLE,27,LB,16,16,0,0,0,0,5,2,0,0,0,0,4.5,47,26,21,5,9,
367,Clay Matthews,GNB,27,ROLB,11,11,0,0,0,0,1,3,0,0,0,0,7.5,40,26,14,9,11,
368,Kendall Reyes,SDG,24,DE,16,16,0,0,0,0,2,,,,,,5.0,36,26,10,5,7,
369,Ahtyba Rubin,CLE,27,DE/dt,14,14,,,,,,,,,,,2.0,53,26,27,3,5,
370,Coty Sensabaugh,TEN,25,cb/db,14,3,0,0,0,0,7,0,0,2,0,0,,31,26,5,1,0,
371,,,,,,,,,,,,,,,,,,,,,,,
372,Walter Thurmond,SEA,26,rcb,12,3,1,29,1,29,6,1,0,1,-2,0,1.0,37,26,11,3,1,
373,Erik Walden,IND,28,LB,15,15,0,0,0,0,3,1,1,1,10,0,3.0,45,26,19,5,9,
374,Sean Weatherspoon,ATL,26,lb/mlb,7,7,1,71,1,71,2,,,,,,,38,26,12,1,1,
375,Allen Bailey,KAN,24,de,15,3,0,0,0,0,2,,,,,,1.0,30,25,5,1,2,
376,Quintin Demps,KAN,28,fs/s,16,6,4,61,0,35,9,,,,,,,36,25,11,0,0,
377,Nick Hayden,DAL,27,DT,16,16,,,,,,1,0,1,0,1,,44,25,19,2,3,
378,Peria Jerry,ATL,29,DE/dt,16,14,0,0,0,0,1,0,0,1,0,0,3.5,33,25,8,5,6,
379,Charles Johnson,CAR,27,DE,14,14,,,,,,1,0,1,0,0,11.0,31,25,6,13,17,
380,Dre Kirkpatrick,CIN,24,lcb,14,3,3,21,1,21,5,0,0,1,9,0,1.0,32,25,7,1,1,
381,Mathias Kiwanuka,NYG,30,DE,16,10,0,0,0,0,2,2,0,0,0,0,6.0,41,25,16,8,20,
382,Brice McCain,HOU,27,cb/db/lcb/rcb,16,4,1,0,0,0,7,,,,,,,32,25,7,0,0,
383,Brian Robison,MIN,30,DE,16,16,0,0,0,0,3,0,0,1,61,1,9.0,37,25,12,12,18,
384,Don Carey,DET,26,db/lb/s,14,3,0,0,0,0,1,1,0,0,0,0,,30,24,6,6,0,
385,Morris Claiborne,DAL,23,cb/rcb,10,7,1,0,0,0,5,0,0,1,0,0,,26,24,2,0,0,
386,Quinton Coples,NYJ,23,LB,14,13,0,0,0,0,2,1,0,0,0,0,4.5,38,24,14,11,19,
387,Andrew Gachkar,SDG,25,lb,16,3,,,,,,1,0,0,0,0,,33,24,9,1,0,
388,Duron Harmon,NWE,22,s,15,3,2,44,0,42,4,,,,,,,31,24,7,0,0,
389,Tyson Jackson,KAN,27,DE,15,9,0,0,0,0,3,,,,,,4.0,33,24,9,3,3,
390,Tony Jerod-Eddie,SFO,23,ldt,15,2,1,6,0,6,2,0,0,1,0,0,,32,24,8,2,3,
391,Jamari Lattimore,GNB,25,mlb,15,4,0,0,0,0,1,1,0,0,0,0,2.0,35,24,11,3,2,
392,Bennie Logan,PHI,24,NT,16,8,0,0,0,0,1,0,0,1,0,0,2.0,31,24,7,5,5,
393,Ashlee Palmer,DET,27,LB,16,10,0,0,0,0,1,0,0,1,0,0,,33,24,9,6,1,
394,Domata Peko,CIN,29,NT,16,16,,,,,,,,,,,3.0,52,24,28,2,5,
395,Nick Perry,GNB,23,lolb/rolb,11,6,0,0,0,0,1,3,0,0,0,0,4.0,33,24,9,2,1,
396,Kyle Wilson,NYJ,26,cb,16,1,0,0,0,0,1,,,,,,,26,24,2,0,0,
397,E.J. Biggers,WAS,26,cb/fs,16,5,1,15,0,15,2,,,,,,,35,23,12,1,0,
398,Jasper Brinkley,ARI,28,lb,15,3,0,0,0,0,1,,,,,,,27,23,4,4,2,
399,Kavell Conner,IND,26,,10,0,0,0,0,0,1,0,0,1,0,0,,27,23,4,0,0,
400,Cortland Finnegan,STL,29,lcb,7,5,1,1,0,1,1,,,,,,,27,23,4,0,1,
401,D.J. Hayden,OAK,23,rcb,8,2,1,0,0,0,2,1,0,0,0,0,,26,23,3,0,0,
402,,,,,,,,,,,,,,,,,,,,,,,
403,Cullen Jenkins,NYG,32,RDT,16,15,,,,,,2,0,2,0,0,5.0,31,23,8,7,12,
404,Byron Maxwell,SEA,25,rcb,16,5,4,6,0,6,12,2,0,1,0,0,,28,23,5,1,0,
405,Tony McDaniel,SEA,28,LDT,16,15,0,0,0,0,1,0,0,1,0,0,2.0,53,23,30,6,4,
406,Clinton McDonald,SEA,26,ldt,15,1,1,3,0,3,2,0,0,3,0,0,5.5,42,23,19,7,14,
407,Haloti Ngata*,BAL,29,NT,15,15,0,0,0,0,3,,,,,,1.5,52,23,29,3,6,
408,Keith Rivers,NYG,27,LB,16,8,0,0,0,0,1,0,0,1,0,0,1.0,45,23,22,2,1,
409,Derrick Shelby,MIA,24,de,16,1,,,,,,2,0,0,0,0,2.5,34,23,11,1,3,
410,Frank Zombo,KAN,26,lolb,16,5,1,5,0,5,2,1,0,1,0,0,2.0,27,23,4,0,5,
411,Josh Bynes,BAL,24,lb,15,6,0,0,0,0,3,,,,,,,45,22,23,1,1,
412,Jonathan Casillas,TAM,26,lb,12,4,0,0,0,0,2,1,0,0,0,0,,33,22,11,1,0,
413,Nick Fairley,DET,25,DT,15,15,0,0,0,0,1,2,0,2,4,1,6.0,35,22,13,9,19,1
414,Winston Guy,JAX,23,fs,14,2,0,0,0,0,1,1,0,0,0,0,1.0,29,22,7,0,1,
415,Jarret Johnson,SDG,32,LB,11,9,0,0,0,0,3,,,,,,3.0,33,22,11,4,5,
416,Cory Redding,IND,33,DE,15,15,0,0,0,0,2,0,0,1,0,0,4.5,36,22,14,10,10,1
417,Antonio Smith,HOU,32,DE,15,15,,,,,,1,0,0,0,0,5.0,30,22,8,8,13,
418,Shamarko Thomas,PIT,22,db/s,14,2,,,,,,,,,,,,29,22,7,1,3,
419,Joe Vellano,NWE,25,de/dt,16,8,,,,,,0,0,1,0,0,2.0,59,22,37,3,5,
420,J.J. Wilcox,DAL,22,ss,13,5,0,0,0,0,1,,,,,,,38,22,16,0,0,
421,Bront Bird,SDG,24,lb,16,2,,,,,,,,,,,,34,21,13,0,0,
422,Alan Branch,BUF,29,DE,16,13,0,0,0,0,1,,,,,,,39,21,18,2,6,
423,Khaseem Greene,CHI,24,lb,15,4,1,49,0,49,1,1,0,0,0,0,,28,21,7,3,6,
424,William Hayes,STL,28,,14,0,1,5,0,5,3,0,0,2,0,0,5.0,28,21,7,9,11,
425,Danieal Manning,HOU,31,ss,6,6,0,0,0,0,2,,,,,,1.0,24,21,3,1,1,
426,Brandon Mebane,SEA,28,RDT,16,16,0,0,0,0,1,0,0,1,0,0,,45,21,24,6,6,
427,Stephen Nicholas,ATL,30,lb,14,3,0,0,0,0,1,1,0,0,0,0,1.0,35,21,14,2,1,
428,Dan Skuta,SFO,27,LB,16,8,0,0,0,0,2,0,0,1,47,1,,28,21,7,3,3,
429,Craig Steltz,CHI,27,ss,16,1,,,,,,,,,,,,24,21,3,1,1,
430,Darrell Stuckey,SDG,26,,16,0,0,0,0,0,1,0,0,1,2,0,,28,21,7,0,0,
431,Josh Thomas,CAR,24,cb/lcb,13,6,1,0,0,0,2,0,1,0,0,0,,28,21,7,0,0,
432,Bill Bentley,DET,24,cb/fs/lcb,13,5,0,0,0,0,5,,,,,,,29,20,9,,,
433,,,,,,,,,,,,,,,,,,,,,,,
434,Chris Canty,BAL,31,DE,15,13,0,0,0,0,4,2,0,0,0,0,2.0,30,20,10,2,7,
435,Mike Daniels,GNB,24,de,16,1,,,,,,,,,,,6.5,28,20,8,9,10,
436,Marcus Easley,BUF,26,,16,0,,,,,,,,,,,,24,20,4,0,0,
437,Wallace Gilberry,CIN,29,de,16,2,0,0,0,0,3,1,0,0,0,0,7.5,27,20,7,6,12,
438,Brett Keisel,PIT,35,DE,12,12,0,0,0,0,1,1,0,2,1,0,4.0,29,20,9,3,7,
439,Jeremy Lane,SEA,23,,15,0,0,0,0,0,4,0,1,0,0,0,,29,20,9,1,0,
440,Steve McLendon,PIT,27,NT,14,10,,,,,,1,0,0,0,0,,33,20,13,2,2,
441,Jason Pierre-Paul,NYG,24,de,11,6,1,24,1,24,4,,,,,,2.0,27,20,7,6,6,
442,Eddie Pleasant,HOU,25,ss,16,1,0,0,0,0,2,,,,,,,21,20,1,0,0,
443,Jordan Poyer,2TM,22,,12,0,,,,,,,,,,,,21,20,1,0,0,
444,Kelvin Sheppard,IND,25,mlb,15,7,0,0,0,0,1,0,0,1,0,0,1.0,46,20,26,3,2,
445,Eugene Sims,STL,27,,16,0,0,0,0,0,1,,,,,,2.0,27,20,7,6,6,1
446,C.J. Spillman,SFO,27,,16,0,,,,,,,,,,,,26,20,6,0,0,
447,Cam Thomas,SDG,27,DT,16,10,1,0,0,0,2,,,,,,,26,20,6,4,0,
448,Jason Trusnik,MIA,29,lb,16,2,,,,,,,,,,,,25,20,5,1,0,
449,LaMarr Woodley,PIT,29,LOLB/rolb,11,11,0,0,0,0,1,1,0,1,0,0,5.0,36,20,16,4,11,
450,Usama Young,OAK,28,ss,12,1,1,26,0,26,3,0,1,1,0,0,2.5,26,20,6,2,3,
451,David Bruton,DEN,26,,16,0,,,,,,,,,,,,24,19,5,0,1,
452,Chimdi Chekwa,OAK,25,lcb,15,1,,,,,,0,0,1,0,0,,23,19,4,0,0,
453,Drayton Florence,CAR,33,cb/lcb,14,5,2,40,1,38,9,0,1,0,0,0,,26,19,7,0,0,
454,Jason Hunter,OAK,30,DE,13,10,0,0,0,0,2,1,0,1,15,0,3.0,27,19,8,4,7,
455,Jaiquawn Jarrett,NYJ,24,s,16,2,,,,,,1,0,0,0,0,,25,19,6,1,1,
456,Tony Jefferson,ARI,21,fs/s,16,2,,,,,,0,0,1,0,0,,23,19,4,1,2,
457,Dion Jordan,MIA,23,,16,0,0,0,0,0,2,,,,,,2.0,26,19,7,2,5,
458,Roy Miller,JAX,26,DT,14,14,,,,,,,,,,,,24,19,5,3,1,
459,Marvin Mitchell,MIN,29,LB,16,10,0,0,0,0,1,0,0,1,0,0,,42,19,23,3,0,
460,Jabaal Sheard,CLE,24,LB,13,13,0,0,0,0,4,1,0,1,0,0,5.5,36,19,17,5,9,
461,Kawann Short,CAR,24,,16,0,0,0,0,0,1,1,0,1,0,0,1.5,35,19,16,7,14,
462,Paul Soliai,MIA,30,DT,15,15,0,0,0,0,5,1,0,0,0,0,1.0,34,19,15,4,4,
463,Akeem Spence,TAM,22,DT,16,14,,,,,,0,0,1,0,0,1.0,29,19,10,2,1,
464,,,,,,,,,,,,,,,,,,,,,,,
465,Greg Toler,IND,28,lcb,9,7,1,26,0,26,7,,,,,,,25,19,6,0,0,
466,Courtney Upshaw,BAL,24,LB,16,13,0,0,0,0,2,,,,,,1.5,31,19,12,2,5,
467,D.J. Williams,CHI,31,mlb,6,4,,,,,,1,0,0,0,0,2.0,27,19,8,4,1,
468,Cliff Avril,SEA,27,de/lb,15,2,0,0,0,0,4,6,0,1,0,0,8.0,25,18,7,4,14,
469,Michael Bennett,SEA,28,de,16,3,,,,,,4,0,3,39,1,8.5,31,18,13,9,26,
470,Justin Bethel*,ARI,23,,16,0,,,,,,0,0,1,-3,0,,22,18,4,0,0,
471,Chase Blackburn,CAR,30,lb,13,7,0,0,0,0,1,,,,,,,27,18,9,1,0,
472,Brandon Browner,SEA,29,RCB,8,8,1,49,0,49,10,,,,,,,19,18,1,1,0,
473,Vinny Curry,PHI,25,,14,0,0,0,0,0,2,,,,,,4.0,23,18,5,5,7,
474,Mike DeVito,KAN,29,DE,14,13,0,0,0,0,1,,,,,,,28,18,10,1,0,
475,Elvis Dumervil,BAL,29,lb,15,3,0,0,0,0,2,2,0,0,0,0,9.5,31,18,13,8,15,
476,Adam Hayward,TAM,29,lb/mlb,16,2,0,0,0,0,1,,,,,,,25,18,7,1,0,
477,Ramon Humber,NOR,26,lb,16,3,0,0,0,0,1,,,,,,0.5,29,18,11,2,2,
478,John Jenkins,NOR,24,nt,16,5,,,,,,,,,,,,26,18,8,2,2,
479,A.J. Klein,CAR,22,lb,16,2,,,,,,,,,,,2.0,21,18,3,5,2,
480,Sean Lissemore,SDG,26,dt,15,2,1,0,1,0,1,,,,,,2.0,24,18,6,3,3,
481,Ron Parker,KAN,26,rcb,16,1,2,29,0,15,3,1,0,3,22,0,1.0,18,18,0,0,0,
482,Dimitri Patterson,MIA,30,cb,6,4,4,7,0,3,6,,,,,,1.0,19,18,1,1,1,
483,Mike Patterson,NYG,30,ldt,16,1,,,,,,,,,,,,23,18,5,2,0,
484,Justin Rogers,3TM,25,,10,5,1,0,0,0,5,,,,,,,23,18,5,1,0,
485,J.T. Thomas,JAX,25,lb,15,2,,,,,,1,0,0,0,0,,23,18,5,2,0,1
486,Kevin Vickerson,DEN,30,DT,11,11,0,0,0,0,3,,,,,,1.0,22,18,4,7,2,
487,Billy Winn,CLE,24,de/dt,11,3,,,,,,1,0,0,0,0,2.0,21,18,3,6,4,
488,Ezekiel Ansah,DET,24,DE,14,12,0,0,0,0,1,2,0,0,0,0,8.0,30,17,13,7,11,
489,Chris Banjo,GNB,23,ss,16,1,0,0,0,0,2,,,,,,,19,17,2,0,0,
490,Red Bryant,SEA,29,DE,15,15,0,0,0,0,1,,,,,,1.5,34,17,17,4,4,
491,Barry Cofield,WAS,29,NT,16,16,0,0,0,0,1,0,0,1,0,0,2.5,32,17,15,5,11,
492,Aubrayo Franklin,IND,33,NT,16,15,0,0,0,0,1,,,,,,,29,17,12,2,0,
493,Brandon Graham,PHI,25,,16,0,,,,,,,,,,,3.0,22,17,5,4,5,
494,Everson Griffen,MIN,26,,16,0,,,,,,1,0,0,0,0,5.5,26,17,9,7,10,
495,,,,,,,,,,,,,,,,,,,,,,,
496,Brandon Harris,HOU,23,,16,0,0,0,0,0,4,,,,,,,20,17,3,0,0,
497,Sammie Lee Hill,TEN,27,DT,13,10,0,0,0,0,5,0,0,1,0,0,,25,17,8,,,
498,James-Michael Johnson,KAN,24,rilb,16,1,0,0,0,0,1,1,0,0,0,0,1.0,17,17,0,1,1,
499,Thomas Keiser,SDG,24,lb,12,3,1,6,0,6,2,,,,,,4.5,21,17,4,4,8,
500,Brandon Thompson,CIN,24,dt,16,7,0,0,0,0,1,,,,,,1.5,28,17,11,2,3,
501,Darrin Walls,NYJ,25,cb,16,3,0,0,0,0,4,,,,,,,20,17,3,1,0,
502,Kevin Williams,MIN,33,DT/nt,15,15,1,0,0,0,4,0,0,1,0,0,3.5,29,17,12,4,8,
503,Seyi Ajirotutu,SDG,26,,14,0,,,,,,1,0,0,0,0,,16,16,0,0,0,
